"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Education","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Department for Education (excl. agencies)","70","70","41250","36960"
"Leaver CS","2021","Department for Education","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","White","Department for Education (excl. agencies)","170","160","45480","40940"
"Leaver CS","2021","Department for Education","White","Education and Skills Funding Agency","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Animal and Plant Health Agency","130","120","29010","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","270","250","38160","33510"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Rural Payments Agency","90","80","25660","22800"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Centre for Environment, Fisheries and Aquaculture Science","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Undeclared","Department for International Trade","60","60","22160","18200"
"Leaver CS","2021","Department for International Trade","Unknown","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","White","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","Driver and Vehicle Licensing Agency","50","40","23780","21590"
"Leaver CS","2021","Department for Transport","Unknown","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","White","Department for Transport (excl. agencies)","50","50","49630","43670"
"Leaver CS","2021","Department for Transport","White","Driver and Vehicle Licensing Agency","210","160","23350","21590"
"Leaver CS","2021","Department for Transport","White","Driver and Vehicle Standards Agency","150","120","29220","26780"
"Leaver CS","2021","Department for Transport","White","Maritime and Coastguard Agency","70","60","37430","33310"
"Leaver CS","2021","Department for Transport","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Asian","Department for Work and Pensions (excl. agencies)","250","220","25800","25110"
"Leaver CS","2021","Department for Work and Pensions","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Black","Department for Work and Pensions (excl. agencies)","120","110","26440","25110"
"Leaver CS","2021","Department for Work and Pensions","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Mixed","Department for Work and Pensions (excl. agencies)","70","60","25170","25110"
"Leaver CS","2021","Department for Work and Pensions","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Department for Work and Pensions (excl. agencies)","180","140","26320","26120"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Department for Work and Pensions (excl. agencies)","830","780","27260","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","White","Department for Work and Pensions (excl. agencies)","2920","2400","26320","26120"
"Leaver CS","2021","Department for Work and Pensions","White","Health and Safety Executive","80","70","42890","42690"
"Leaver CS","2021","Department of Health and Social Care","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Asian","Public Health England","120","110","35420","29470"
"Leaver CS","2021","Department of Health and Social Care","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Public Health England","80","60","34240","34530"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Department of Health and Social Care (excl. agencies)","150","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","White","Department of Health and Social Care (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","White","Medicines and Healthcare Products Regulatory Agency","60","50","48830","40950"
"Leaver CS","2021","Department of Health and Social Care","White","Public Health England","490","450","42550","35610"
"Leaver CS","2021","ESTYN","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","White","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","White","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","FCDO Services","60","50","40810","34770"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Foreign, Commonwealth and Development Office (excl. agencies)","70","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","HM Land Registry","60","50","32300","25850"
"Leaver CS","2021","HM Land Registry","White","HM Land Registry","190","150","31440","27130"
"Leaver CS","2021","HM Revenue and Customs","Asian","HM Revenue and Customs (excl. agencies)","250","210","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Black","HM Revenue and Customs (excl. agencies)","60","60","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Mixed","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","HM Revenue and Customs (excl. agencies)","320","270","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","HM Revenue and Customs (excl. agencies)","1340","1180","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Valuation Office Agency","110","90","27290","24500"
"Leaver CS","2021","HM Revenue and Customs","White","HM Revenue and Customs (excl. agencies)","3410","2800","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","White","Valuation Office Agency","130","110","30950","26180"
"Leaver CS","2021","HM Treasury","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
