"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SEO/HEO","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","South West (England)","210","210","31780","31950"
"Leaver Dept.","2021","SEO/HEO","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","180","160","35640","33640"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","London","80","80","34880","32660"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","London","70","60","38030","37280"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","London","170","170","35630","33930"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Development","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Trade","London","110","110","34920","32980"
"Leaver Dept.","2021","SEO/HEO","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Transport (excl. agencies)","London","110","110","38120","35430"
"Leaver Dept.","2021","SEO/HEO","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","London","60","60","37780","36650"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","60","60","34770","35310"
"Leaver Dept.","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","London","60","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","London","90","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","London","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","London","120","120","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","North West (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","HM Treasury (excl. agencies)","London","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","London","280","270","38460","37730"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","London","80","70","42190","45200"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","London","150","140","35270","33210"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","London","160","160","36200","36800"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
