"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","East Midlands (England)","590","580","22520","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","East of England","680","670","24250","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","London","690","690","28540","30520"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","North East (England)","300","300","22410","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","North West (England)","600","590","22380","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","South East (England)","1050","1040","25770","28140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","South West (England)","420","420","22670","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","Wales","250","250","22280","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","West Midlands (England)","530","530","22420","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","Yorkshire and The Humber","710","700","22410","23140"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","East Midlands (England)","150","150","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","London","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","North East (England)","550","520","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","North West (England)","1160","1110","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Northern Ireland","200","200","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Scotland","560","540","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","South East (England)","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Wales","280","270","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","West Midlands (England)","340","330","21250","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","440","410","21250","21250"
"New entrant CS","2022","AA/AO","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Treasury (excl. agencies)","London","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","East of England","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","London","90","90","24030","24040"
"New entrant CS","2022","AA/AO","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","North West (England)","120","120","20880","21680"
"New entrant CS","2022","AA/AO","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","South East (England)","100","100","21940","21680"
"New entrant CS","2022","AA/AO","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","Yorkshire and The Humber","90","80","21560","21680"
"New entrant CS","2022","AA/AO","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intellectual Property Office","Wales","90","80","21750","21810"
"New entrant CS","2022","AA/AO","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","South East (England)","60","60","25200","26840"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","South West (England)","70","70","18450","17900"
"New entrant CS","2022","AA/AO","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","East Midlands (England)","80","80","21020","20330"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","East of England","130","130","22050","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","London","50","50","25650","25640"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","North West (England)","100","100","21930","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Scotland","160","160","23430","22630"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","South East (England)","290","280","22930","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","South West (England)","230","220","22130","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Wales","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","West Midlands (England)","70","60","21780","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","60","60","22740","21170"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","London","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Public Guardian","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Public Guardian","West Midlands (England)","120","110","20960","20970"
"New entrant CS","2022","AA/AO","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Registers of Scotland","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","North East (England)","130","120","21180","21300"
"New entrant CS","2022","AA/AO","Rural Payments Agency","North West (England)","150","140","21300","21300"
"New entrant CS","2022","AA/AO","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","Yorkshire and The Humber","70","60","21230","21300"
"New entrant CS","2022","AA/AO","Scottish Courts and Tribunals Service","Scotland","260","250","21570","22000"
"New entrant CS","2022","AA/AO","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Government (excl. agencies)","Scotland","310","300","23120","24400"
"New entrant CS","2022","AA/AO","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Prison Service","Scotland","350","350","21900","21640"
"New entrant CS","2022","AA/AO","Scottish Public Pensions Agency","Scotland","50","50","24400","24400"
"New entrant CS","2022","AA/AO","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Security Scotland","Scotland","510","500","21450","21050"
"New entrant CS","2022","AA/AO","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","London","90","70","23720","23780"
"New entrant CS","2022","AA/AO","UK Health Security Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","South West (England)","70","70","20010","19880"
"New entrant CS","2022","AA/AO","UK Health Security Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Hydrographic Office","South West (England)","60","60","20470","20420"
"New entrant CS","2022","AA/AO","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Statistics Authority","South East (England)","230","160","19770","19860"
"New entrant CS","2022","AA/AO","UK Statistics Authority","Wales","140","130","19860","19860"
"New entrant CS","2022","AA/AO","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Valuation Office Agency","North East (England)","150","140","21860","21750"
"New entrant CS","2022","AA/AO","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Valuation Office Agency","South West (England)","80","80","21830","21750"
"New entrant CS","2022","AA/AO","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Government (excl. agencies)","Wales","80","80","21960","21300"
"New entrant CS","2022","AA/AO","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","South East (England)","50","50","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","London","120","120","26710","27500"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Scotland","30","30","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","EO","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Office and Procurator Fiscal Service","Scotland","50","50","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","London","30","30","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","South West (England)","370","360","21740","21000"
"New entrant CS","2022","EO","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Science and Technology Laboratory","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","110","110","28080","27680"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","London","90","80","26300","26180"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","London","50","50","27880","28500"
