"Status","Year","Disability","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Male","York","100","100","33740","30170"
"In post","2021","Declared disabled","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Aberdeen City and Aberdeenshire","530","480","33730","28170"
"In post","2021","Declared non-disabled","Female","Angus and Dundee City","710","640","26910","24910"
"In post","2021","Declared non-disabled","Female","Antrim and Newtownabbey","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Ards and North Down","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Barking & Dagenham and Havering","280","250","30080","31060"
"In post","2021","Declared non-disabled","Female","Barnet","680","630","35310","31880"
"In post","2021","Declared non-disabled","Female","Barnsley, Doncaster and Rotherham","1350","1140","26040","26120"
"In post","2021","Declared non-disabled","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","3830","3540","34540","32350"
"In post","2021","Declared non-disabled","Female","Bedford","320","290","29350","27570"
"In post","2021","Declared non-disabled","Female","Belfast","860","770","29580","25560"
"In post","2021","Declared non-disabled","Female","Berkshire","910","840","32710","29290"
"In post","2021","Declared non-disabled","Female","Bexley and Greenwich","600","560","30950","31060"
"In post","2021","Declared non-disabled","Female","Birmingham","4300","3840","30630","27570"
"In post","2021","Declared non-disabled","Female","Blackburn with Darwen","220","180","26580","27570"
"In post","2021","Declared non-disabled","Female","Blackpool","2480","2190","28510","27570"
"In post","2021","Declared non-disabled","Female","Bournemouth and Poole","300","250","27350","27570"
"In post","2021","Declared non-disabled","Female","Bradford","1240","1050","27560","25560"
"In post","2021","Declared non-disabled","Female","Breckland and South Norfolk","170","160","27590","26320"
"In post","2021","Declared non-disabled","Female","Brent","290","260","30410","30940"
"In post","2021","Declared non-disabled","Female","Bridgend and Neath Port Talbot","370","310","26340","27570"
"In post","2021","Declared non-disabled","Female","Brighton and Hove","290","260","31080","27570"
"In post","2021","Declared non-disabled","Female","Bristol, City of","2440","2200","35140","30350"
"In post","2021","Declared non-disabled","Female","Bromley","250","220","29160","31060"
"In post","2021","Declared non-disabled","Female","Buckinghamshire CC","680","640","30940","28670"
"In post","2021","Declared non-disabled","Female","Caithness and Sutherland and Ross and Cromarty","80","80","27280","27570"
"In post","2021","Declared non-disabled","Female","Calderdale and Kirklees","500","410","27040","27570"
"In post","2021","Declared non-disabled","Female","Cambridgeshire CC","1110","1030","32830","28550"
"In post","2021","Declared non-disabled","Female","Camden and City of London","1140","1070","36060","31060"
"In post","2021","Declared non-disabled","Female","Cardiff and Vale of Glamorgan","4510","4100","33640","28850"
"In post","2021","Declared non-disabled","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Central Bedfordshire","150","140","27970","26670"
"In post","2021","Declared non-disabled","Female","Central Hampshire","1320","1250","33100","33000"
"In post","2021","Declared non-disabled","Female","Central Valleys","920","830","33240","28850"
"In post","2021","Declared non-disabled","Female","Cheshire East","340","310","30010","27570"
"In post","2021","Declared non-disabled","Female","Cheshire West and Chester","210","190","26520","27570"
"In post","2021","Declared non-disabled","Female","Chorley and West Lancashire","410","370","29060","27380"
"In post","2021","Declared non-disabled","Female","City of Edinburgh","3470","3250","39050","33620"
"In post","2021","Declared non-disabled","Female","Clackmannanshire and Fife","390","340","27400","27570"
"In post","2021","Declared non-disabled","Female","Conwy and Denbighshire","360","330","35000","32920"
"In post","2021","Declared non-disabled","Female","Cornwall and Isles of Scilly","670","590","25830","26590"
"In post","2021","Declared non-disabled","Female","Coventry","1060","980","35810","31420"
"In post","2021","Declared non-disabled","Female","Croydon","3890","3590","37270","33120"
"In post","2021","Declared non-disabled","Female","Darlington","440","410","34850","30260"
"In post","2021","Declared non-disabled","Female","Derby","490","410","25260","22260"
"In post","2021","Declared non-disabled","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Devon CC","2100","1830","30480","27570"
"In post","2021","Declared non-disabled","Female","Dorset CC","640","580","27790","26670"
"In post","2021","Declared non-disabled","Female","Dudley","620","500","24900","25560"
"In post","2021","Declared non-disabled","Female","Dumfries and Galloway","140","120","28170","27570"
"In post","2021","Declared non-disabled","Female","Durham CC","2220","1910","26420","24440"
"In post","2021","Declared non-disabled","Female","Ealing","230","220","31750","31060"
"In post","2021","Declared non-disabled","Female","East Ayrshire and North Ayrshire mainland","390","330","26030","27570"
"In post","2021","Declared non-disabled","Female","East Cumbria","440","380","26730","24920"
"In post","2021","Declared non-disabled","Female","East Derbyshire","210","170","26380","27570"
"In post","2021","Declared non-disabled","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","530","480","27630","26440"
"In post","2021","Declared non-disabled","Female","East Kent","1530","1360","27970","26160"
"In post","2021","Declared non-disabled","Female","East Lancashire","240","200","25600","27570"
"In post","2021","Declared non-disabled","Female","East Lothian and Midlothian","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Female","East Merseyside","550","470","26630","27570"
"In post","2021","Declared non-disabled","Female","East Riding of Yorkshire","500","450","26660","25400"
"In post","2021","Declared non-disabled","Female","East Surrey","340","320","33980","31930"
"In post","2021","Declared non-disabled","Female","East Sussex CC","880","750","26370","27370"
"In post","2021","Declared non-disabled","Female","Enfield","180","160","30130","31060"
"In post","2021","Declared non-disabled","Female","Essex Haven Gateway","440","400","29190","29290"
"In post","2021","Declared non-disabled","Female","Essex Thames Gateway","490","430","27610","28200"
"In post","2021","Declared non-disabled","Female","Falkirk","750","630","25430","21010"
"In post","2021","Declared non-disabled","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Flintshire and Wrexham","790","720","27050","24920"
"In post","2021","Declared non-disabled","Female","Glasgow City","4090","3690","31130","27570"
"In post","2021","Declared non-disabled","Female","Gloucestershire","570","490","28650","27570"
"In post","2021","Declared non-disabled","Female","Greater Manchester North East","530","480","27430","27570"
"In post","2021","Declared non-disabled","Female","Greater Manchester North West","1010","880","25010","23240"
"In post","2021","Declared non-disabled","Female","Greater Manchester South East","660","580","25470","22080"
"In post","2021","Declared non-disabled","Female","Greater Manchester South West","1900","1740","30870","27570"
"In post","2021","Declared non-disabled","Female","Gwent Valleys","570","510","27920","27570"
"In post","2021","Declared non-disabled","Female","Gwynedd","350","310","24860","21050"
"In post","2021","Declared non-disabled","Female","Hackney and Newham","1250","1130","33330","31060"
"In post","2021","Declared non-disabled","Female","Haringey and Islington","510","470","30590","31060"
"In post","2021","Declared non-disabled","Female","Harrow and Hillingdon","1290","1150","30950","29170"
"In post","2021","Declared non-disabled","Female","Hartlepool and Stockton-on-Tees","630","550","26650","27380"
"In post","2021","Declared non-disabled","Female","Heart of Essex","430","390","31600","29290"
"In post","2021","Declared non-disabled","Female","Herefordshire, County of","150","140","26200","26350"
"In post","2021","Declared non-disabled","Female","Hertfordshire","1090","990","33650","29620"
"In post","2021","Declared non-disabled","Female","Hounslow and Richmond upon Thames","1070","990","31750","30450"
"In post","2021","Declared non-disabled","Female","Inverclyde, East Renfrewshire and Renfrewshire","380","330","28010","27370"
"In post","2021","Declared non-disabled","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","420","390","28660","27570"
"In post","2021","Declared non-disabled","Female","Isle of Anglesey","90","80","27300","26670"
"In post","2021","Declared non-disabled","Female","Isle of Wight","270","240","25540","25300"
"In post","2021","Declared non-disabled","Female","Kensington & Chelsea and Hammersmith & Fulham","300","290","31970","31060"
"In post","2021","Declared non-disabled","Female","Kent Thames Gateway","490","460","29050","29290"
"In post","2021","Declared non-disabled","Female","Kingston upon Hull, City of","790","670","27510","27130"
"In post","2021","Declared non-disabled","Female","Lambeth","1530","1420","42380","36890"
"In post","2021","Declared non-disabled","Female","Lancaster and Wyre","410","370","28530","26670"
"In post","2021","Declared non-disabled","Female","Leeds","3890","3510","32580","28130"
"In post","2021","Declared non-disabled","Female","Leicester","1060","920","27310","26120"
"In post","2021","Declared non-disabled","Female","Leicestershire CC and Rutland","730","650","28150","25690"
"In post","2021","Declared non-disabled","Female","Lewisham and Southwark","570","550","33500","31060"
"In post","2021","Declared non-disabled","Female","Lincolnshire","1020","930","26570","25560"
"In post","2021","Declared non-disabled","Female","Lisburn and Castlereagh","130","120","26490","22330"
"In post","2021","Declared non-disabled","Female","Liverpool","4280","3830","28040","25040"
"In post","2021","Declared non-disabled","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","110","100","28380","27570"
"In post","2021","Declared non-disabled","Female","Luton","240","210","25800","25310"
"In post","2021","Declared non-disabled","Female","Manchester","3230","3000","33840","29360"
"In post","2021","Declared non-disabled","Female","Medway","510","480","29410","29290"
"In post","2021","Declared non-disabled","Female","Merton, Kingston upon Thames and Sutton","280","260","29970","31060"
"In post","2021","Declared non-disabled","Female","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","Mid Kent","370","340","29870","29290"
"In post","2021","Declared non-disabled","Female","Mid Lancashire","2090","1810","27760","25560"
"In post","2021","Declared non-disabled","Female","Milton Keynes","730","680","30970","27570"
"In post","2021","Declared non-disabled","Female","Monmouthshire and Newport","1920","1720","32260","28240"
"In post","2021","Declared non-disabled","Female","Na h-Eileanan Siar","80","70","24620","21010"
"In post","2021","Declared non-disabled","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Female","North and North East Lincolnshire","440","370","25600","25490"
"In post","2021","Declared non-disabled","Female","North and West Norfolk","330","290","26180","25760"
"In post","2021","Declared non-disabled","Female","North Hampshire","430","400","28960","26930"
"In post","2021","Declared non-disabled","Female","North Lanarkshire","1170","980","25530","21440"
