"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","London","Unknown","330","270","43850","35050"
"Leaver CS","2022","50-59","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","No function","230","210","32340","27130"
"Leaver CS","2022","50-59","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North East (England)","Unknown","190","160","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","No function","520","470","31130","27570"
"Leaver CS","2022","50-59","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","North West (England)","Unknown","290","250","27400","24890"
"Leaver CS","2022","50-59","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","No function","300","280","29410","27570"
"Leaver CS","2022","50-59","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Security","50","50","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","Unknown","360","320","38390","31540"
"Leaver CS","2022","50-59","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","No function","560","500","31790","27570"
"Leaver CS","2022","50-59","South East (England)","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Security","40","40","[c]","[c]"
"Leaver CS","2022","50-59","South East (England)","Unknown","230","220","28440","25960"
"Leaver CS","2022","50-59","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","No function","360","320","33490","27570"
"Leaver CS","2022","50-59","South West (England)","Project Delivery","100","90","41340","40310"
"Leaver CS","2022","50-59","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","South West (England)","Unknown","100","90","32770","29200"
"Leaver CS","2022","50-59","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","90","80","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","No function","190","170","28780","26440"
"Leaver CS","2022","50-59","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Wales","Unknown","150","130","38020","34490"
"Leaver CS","2022","50-59","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","No function","320","280","35830","27570"
"Leaver CS","2022","50-59","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","West Midlands (England)","Unknown","120","110","30820","27570"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","No function","380","330","33410","27570"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Yorkshire and The Humber","Unknown","170","150","27470","24970"
"Leaver CS","2022","60-64","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","No function","180","150","31460","27570"
"Leaver CS","2022","60-64","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Midlands (England)","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","No function","210","170","33150","29100"
"Leaver CS","2022","60-64","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East of England","Unknown","100","80","27260","26500"
"Leaver CS","2022","60-64","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Legal","30","30","[c]","[c]"
"Leaver CS","2022","60-64","London","No function","420","380","47130","38690"
"Leaver CS","2022","60-64","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Unknown","320","240","43320","35200"
"Leaver CS","2022","60-64","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","No function","200","150","29210","27570"
"Leaver CS","2022","60-64","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North East (England)","Unknown","220","150","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","No function","380","300","30090","27570"
"Leaver CS","2022","60-64","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North West (England)","Unknown","230","180","27690","25040"
"Leaver CS","2022","60-64","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","No function","240","190","30640","27570"
"Leaver CS","2022","60-64","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","Unknown","360","300","43120","36130"
"Leaver CS","2022","60-64","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","No function","310","250","32180","27570"
"Leaver CS","2022","60-64","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Security","30","30","[c]","[c]"
"Leaver CS","2022","60-64","South East (England)","Unknown","200","170","30710","27370"
"Leaver CS","2022","60-64","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","No function","280","230","35740","27570"
"Leaver CS","2022","60-64","South West (England)","Project Delivery","80","70","44410","40580"
"Leaver CS","2022","60-64","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","South West (England)","Unknown","100","90","30950","26800"
"Leaver CS","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","No function","70","50","24810","21840"
"Leaver CS","2022","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","60","50","43320","38310"
"Leaver CS","2022","60-64","Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","No function","130","100","27090","26780"
"Leaver CS","2022","60-64","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wales","Unknown","140","110","46040","37790"
"Leaver CS","2022","60-64","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","No function","230","180","31740","27570"
"Leaver CS","2022","60-64","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","West Midlands (England)","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","No function","250","200","30890","27570"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Yorkshire and The Humber","Unknown","160","130","29650","26930"
"Leaver CS","2022","65+","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
