"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","No function","180","170","21300","21590"
"Leaver CS","2021","20-29","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","Unknown","110","100","22990","21010"
"Leaver CS","2021","20-29","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","No function","220","220","20810","19930"
"Leaver CS","2021","20-29","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","Unknown","80","80","24620","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","No function","180","180","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Unknown","170","150","24780","21010"
"Leaver CS","2021","30-39","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","No function","120","110","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","No function","160","150","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","Unknown","70","70","26890","27570"
"Leaver CS","2021","30-39","London","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Communications","40","40","[c]","[c]"
"Leaver CS","2021","30-39","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Digital, Data & Technology","50","50","51170","54470"
"Leaver CS","2021","30-39","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Legal","60","50","49000","51190"
"Leaver CS","2021","30-39","London","No function","430","410","42250","40000"
"Leaver CS","2021","30-39","London","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","30-39","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","Unknown","340","290","38690","31060"
"Leaver CS","2021","30-39","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","No function","50","40","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Unknown","140","120","25500","21010"
"Leaver CS","2021","30-39","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","No function","130","130","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","Unknown","180","160","26280","24110"
"Leaver CS","2021","30-39","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","No function","70","70","28080","26590"
"Leaver CS","2021","30-39","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","Unknown","220","190","30700","27570"
"Leaver CS","2021","30-39","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","No function","220","200","28700","26170"
"Leaver CS","2021","30-39","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","Unknown","100","90","27750","26510"
"Leaver CS","2021","30-39","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","No function","130","120","32580","31740"
"Leaver CS","2021","30-39","South West (England)","Project Delivery","60","60","34910","36500"
"Leaver CS","2021","30-39","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","Unknown","100","80","25190","21010"
"Leaver CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","No function","130","120","23150","21590"
"Leaver CS","2021","30-39","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales","Unknown","110","100","29030","27570"
"Leaver CS","2021","30-39","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","No function","130","120","27580","22310"
"Leaver CS","2021","30-39","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","Unknown","90","80","29700","27570"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","No function","90","90","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Unknown","140","120","30410","27570"
"Leaver CS","2021","40-49","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","No function","100","90","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","Unknown","110","100","28690","27570"
"Leaver CS","2021","40-49","East of England","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","No function","110","100","[c]","[c]"
