"Status","Year","Region_ITL2","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Unknown","330","320","27190","27570"
"Leaver Dept.","2021","Outer London - East and North East","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Operational Delivery","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","Unknown","100","90","36000","31060"
"Leaver Dept.","2021","Outer London - West and North West","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Operational Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","Unknown","70","70","34360","32360"
"Leaver Dept.","2021","Southern Scotland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Operational Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","No function","[c]","[c]","[c]","[c]"
