"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Overseas","Female","40-49","500","500","51950","54390"
"In post","2021","Overseas","Female","50-59","340","340","51910","46620"
"In post","2021","Overseas","Female","60-64","40","40","[c]","[c]"
"In post","2021","Overseas","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Male","20-29","150","150","37520","34500"
"In post","2021","Overseas","Male","30-39","610","610","46880","50580"
"In post","2021","Overseas","Male","40-49","680","680","52300","53760"
"In post","2021","Overseas","Male","50-59","650","640","54040","54340"
"In post","2021","Overseas","Male","60-64","150","150","55470","53950"
"In post","2021","Overseas","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Female","20-29","200","200","26400","26670"
"In post","2021","Oxfordshire","Female","30-39","280","250","30600","27570"
"In post","2021","Oxfordshire","Female","40-49","310","290","34680","30460"
"In post","2021","Oxfordshire","Female","50-59","460","420","32550","27570"
"In post","2021","Oxfordshire","Female","60-64","130","110","31040","27570"
"In post","2021","Oxfordshire","Female","65+","50","40","29310","26160"
"In post","2021","Oxfordshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Male","20-29","160","160","27890","27850"
"In post","2021","Oxfordshire","Male","30-39","190","190","31520","30400"
"In post","2021","Oxfordshire","Male","40-49","280","280","34250","33000"
"In post","2021","Oxfordshire","Male","50-59","460","450","34290","33300"
"In post","2021","Oxfordshire","Male","60-64","150","140","33960","28040"
"In post","2021","Oxfordshire","Male","65+","70","60","30750","26670"
"In post","2021","Perth and Kinross and Stirling","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Female","20-29","90","80","26620","26160"
"In post","2021","Perth and Kinross and Stirling","Female","30-39","140","130","29570","27570"
"In post","2021","Perth and Kinross and Stirling","Female","40-49","150","140","31620","27990"
"In post","2021","Perth and Kinross and Stirling","Female","50-59","170","160","30090","27570"
"In post","2021","Perth and Kinross and Stirling","Female","60-64","40","30","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Male","20-29","50","50","27060","27510"
"In post","2021","Perth and Kinross and Stirling","Male","30-39","150","140","29490","28410"
"In post","2021","Perth and Kinross and Stirling","Male","40-49","140","140","32850","32720"
"In post","2021","Perth and Kinross and Stirling","Male","50-59","300","290","33660","33650"
"In post","2021","Perth and Kinross and Stirling","Male","60-64","80","60","32660","33650"
"In post","2021","Perth and Kinross and Stirling","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Female","20-29","90","80","24180","22350"
"In post","2021","Peterborough","Female","30-39","180","150","27650","24890"
"In post","2021","Peterborough","Female","40-49","230","190","29250","25580"
"In post","2021","Peterborough","Female","50-59","390","360","27990","26670"
"In post","2021","Peterborough","Female","60-64","100","80","25550","21430"
"In post","2021","Peterborough","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Male","20-29","80","70","24630","22350"
"In post","2021","Peterborough","Male","30-39","100","90","27350","24980"
"In post","2021","Peterborough","Male","40-49","140","140","29590","26680"
"In post","2021","Peterborough","Male","50-59","230","220","31040","27570"
"In post","2021","Peterborough","Male","60-64","70","60","30670","27130"
"In post","2021","Peterborough","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Female","20-29","160","160","25520","24380"
"In post","2021","Plymouth","Female","30-39","280","240","27860","26670"
"In post","2021","Plymouth","Female","40-49","340","300","30580","27570"
"In post","2021","Plymouth","Female","50-59","490","440","30040","27570"
"In post","2021","Plymouth","Female","60-64","110","90","29690","27350"
"In post","2021","Plymouth","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Male","20-29","220","220","26980","25860"
"In post","2021","Plymouth","Male","30-39","280","270","31890","30690"
"In post","2021","Plymouth","Male","40-49","380","370","36240","35310"
"In post","2021","Plymouth","Male","50-59","560","550","35000","33300"
"In post","2021","Plymouth","Male","60-64","180","160","30670","26930"
"In post","2021","Plymouth","Male","65+","50","40","28410","25890"
"In post","2021","Plymouth","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Female","20-29","200","200","25830","25560"
"In post","2021","Portsmouth","Female","30-39","310","270","29670","27100"
"In post","2021","Portsmouth","Female","40-49","430","380","31650","27570"
"In post","2021","Portsmouth","Female","50-59","740","680","29390","26670"
"In post","2021","Portsmouth","Female","60-64","200","160","27630","26340"
"In post","2021","Portsmouth","Female","65+","70","50","25530","21440"
"In post","2021","Portsmouth","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Male","20-29","170","170","25870","24890"
"In post","2021","Portsmouth","Male","30-39","310","310","30910","27570"
"In post","2021","Portsmouth","Male","40-49","370","370","32830","27940"
"In post","2021","Portsmouth","Male","50-59","780","760","33340","31870"
"In post","2021","Portsmouth","Male","60-64","240","210","31370","29200"
"In post","2021","Portsmouth","Male","65+","90","80","32910","29200"
"In post","2021","Powys","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Female","30-39","50","40","[c]","[c]"
"In post","2021","Powys","Female","40-49","90","80","31060","28850"
"In post","2021","Powys","Female","50-59","100","90","30040","27570"
"In post","2021","Powys","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Male","30-39","40","40","[c]","[c]"
"In post","2021","Powys","Male","40-49","60","50","28900","26670"
"In post","2021","Powys","Male","50-59","90","90","27870","23830"
"In post","2021","Powys","Male","60-64","50","40","[c]","[c]"
"In post","2021","Powys","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Female","20-29","130","120","28210","31060"
"In post","2021","Redbridge and Waltham Forest","Female","30-39","120","100","29140","31060"
"In post","2021","Redbridge and Waltham Forest","Female","40-49","150","130","29260","31060"
"In post","2021","Redbridge and Waltham Forest","Female","50-59","220","200","29260","30240"
"In post","2021","Redbridge and Waltham Forest","Female","60-64","70","50","28660","28690"
"In post","2021","Redbridge and Waltham Forest","Female","65+","40","30","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Male","20-29","70","60","28330","31060"
"In post","2021","Redbridge and Waltham Forest","Male","30-39","70","70","29550","31060"
"In post","2021","Redbridge and Waltham Forest","Male","40-49","70","70","29560","31060"
"In post","2021","Redbridge and Waltham Forest","Male","50-59","100","100","30290","30920"
"In post","2021","Redbridge and Waltham Forest","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Female","20-29","30","30","[c]","[c]"
"In post","2021","Sandwell","Female","30-39","60","50","27250","27570"
"In post","2021","Sandwell","Female","40-49","80","70","26710","27570"
"In post","2021","Sandwell","Female","50-59","110","90","27260","27570"
"In post","2021","Sandwell","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Male","30-39","40","40","[c]","[c]"
"In post","2021","Sandwell","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Male","50-59","40","40","[c]","[c]"
"In post","2021","Sandwell","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Female","30-39","60","50","28710","27360"
"In post","2021","Scottish Borders","Female","40-49","60","50","29000","28170"
"In post","2021","Scottish Borders","Female","50-59","80","70","29180","27360"
"In post","2021","Scottish Borders","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Male","30-39","50","50","29910","27570"
"In post","2021","Scottish Borders","Male","40-49","50","50","33990","29190"
"In post","2021","Scottish Borders","Male","50-59","60","60","29730","27570"
"In post","2021","Scottish Borders","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Female","20-29","440","420","24120","24440"
"In post","2021","Sefton","Female","30-39","640","570","27250","25560"
"In post","2021","Sefton","Female","40-49","830","730","30110","26440"
"In post","2021","Sefton","Female","50-59","1130","990","29350","26860"
"In post","2021","Sefton","Female","60-64","390","280","26030","22160"
"In post","2021","Sefton","Female","65+","90","60","23660","21430"
"In post","2021","Sefton","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Male","20-29","370","360","24500","24440"
"In post","2021","Sefton","Male","30-39","560","550","28630","25560"
"In post","2021","Sefton","Male","40-49","590","580","32250","27570"
"In post","2021","Sefton","Male","50-59","750","720","33340","27850"
"In post","2021","Sefton","Male","60-64","200","170","32250","27570"
"In post","2021","Sefton","Male","65+","70","50","28090","21440"
"In post","2021","Sefton","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Female","20-29","560","540","27660","25040"
"In post","2021","Sheffield","Female","30-39","900","790","32150","29360"
"In post","2021","Sheffield","Female","40-49","930","810","35460","31670"
"In post","2021","Sheffield","Female","50-59","1170","1050","33510","29730"
"In post","2021","Sheffield","Female","60-64","250","190","28130","26000"
"In post","2021","Sheffield","Female","65+","60","40","26130","21510"
"In post","2021","Sheffield","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Male","20-29","440","430","27840","25000"
"In post","2021","Sheffield","Male","30-39","790","780","33160","30200"
"In post","2021","Sheffield","Male","40-49","810","790","37520","32740"
"In post","2021","Sheffield","Male","50-59","800","780","36530","32300"
"In post","2021","Sheffield","Male","60-64","160","130","31880","27570"
"In post","2021","Sheffield","Male","65+","50","40","31270","26140"
"In post","2021","Sheffield","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Female","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Female","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Female","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Male","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Female","20-29","60","60","24950","24380"
"In post","2021","Shropshire CC","Female","30-39","80","80","27900","26670"
"In post","2021","Shropshire CC","Female","40-49","120","110","29340","26670"
"In post","2021","Shropshire CC","Female","50-59","180","160","27530","26670"
"In post","2021","Shropshire CC","Female","60-64","40","30","[c]","[c]"
"In post","2021","Shropshire CC","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Male","20-29","50","50","[c]","[c]"
"In post","2021","Shropshire CC","Male","30-39","90","90","26840","26300"
"In post","2021","Shropshire CC","Male","40-49","110","110","30200","29670"
"In post","2021","Shropshire CC","Male","50-59","280","280","31370","29930"
"In post","2021","Shropshire CC","Male","60-64","110","110","31480","29670"
"In post","2021","Shropshire CC","Male","65+","50","40","[c]","[c]"
"In post","2021","Solihull","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Female","20-29","90","80","25820","24890"
"In post","2021","Solihull","Female","30-39","180","160","27810","25390"
"In post","2021","Solihull","Female","40-49","160","140","30680","27370"
"In post","2021","Solihull","Female","50-59","150","130","29160","27570"
"In post","2021","Solihull","Female","60-64","40","30","[c]","[c]"
"In post","2021","Solihull","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Male","20-29","60","60","25220","24890"
"In post","2021","Solihull","Male","30-39","140","140","28390","25560"
"In post","2021","Solihull","Male","40-49","110","110","30790","27570"
"In post","2021","Solihull","Male","50-59","140","130","31130","27570"
"In post","2021","Solihull","Male","60-64","30","20","[c]","[c]"
"In post","2021","Solihull","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Female","20-29","100","100","25400","22920"
"In post","2021","Somerset","Female","30-39","200","180","30420","27570"
"In post","2021","Somerset","Female","40-49","270","240","30650","27570"
"In post","2021","Somerset","Female","50-59","410","370","29690","27570"
"In post","2021","Somerset","Female","60-64","120","90","26990","27570"
"In post","2021","Somerset","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Male","20-29","130","130","26870","26740"
"In post","2021","Somerset","Male","30-39","200","200","31880","33290"
"In post","2021","Somerset","Male","40-49","260","260","34610","33290"
"In post","2021","Somerset","Male","50-59","420","410","33920","33180"
"In post","2021","Somerset","Male","60-64","140","130","31710","30410"
"In post","2021","Somerset","Male","65+","60","50","30770","31430"
"In post","2021","Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Female","20-29","80","70","24820","24920"
"In post","2021","South and West Derbyshire","Female","30-39","150","130","29490","27570"
"In post","2021","South and West Derbyshire","Female","40-49","160","140","33260","31710"
"In post","2021","South and West Derbyshire","Female","50-59","230","200","33650","27570"
"In post","2021","South and West Derbyshire","Female","60-64","50","40","29300","27570"
"In post","2021","South and West Derbyshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Male","20-29","40","40","[c]","[c]"
"In post","2021","South and West Derbyshire","Male","30-39","80","80","29720","27680"
"In post","2021","South and West Derbyshire","Male","40-49","100","100","36500","31650"
"In post","2021","South and West Derbyshire","Male","50-59","190","180","38290","33180"
"In post","2021","South and West Derbyshire","Male","60-64","70","50","35270","28990"
"In post","2021","South and West Derbyshire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Female","30-39","30","30","[c]","[c]"
"In post","2021","South Ayrshire","Female","40-49","50","50","27460","27570"
"In post","2021","South Ayrshire","Female","50-59","70","70","28170","27570"
"In post","2021","South Ayrshire","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Male","50-59","50","40","[c]","[c]"
"In post","2021","South Ayrshire","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Female","20-29","300","290","28480","29540"
"In post","2021","South Hampshire","Female","30-39","360","310","32260","29540"
"In post","2021","South Hampshire","Female","40-49","430","370","34130","29540"
"In post","2021","South Hampshire","Female","50-59","650","540","29220","24380"
"In post","2021","South Hampshire","Female","60-64","230","160","24670","20920"
"In post","2021","South Hampshire","Female","65+","100","70","23520","19520"
"In post","2021","South Hampshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Male","20-29","260","240","26640","26590"
"In post","2021","South Hampshire","Male","30-39","280","270","33840","31470"
"In post","2021","South Hampshire","Male","40-49","350","330","34570","32290"
"In post","2021","South Hampshire","Male","50-59","630","550","30450","26720"
"In post","2021","South Hampshire","Male","60-64","290","240","27730","23520"
"In post","2021","South Hampshire","Male","65+","170","120","24340","19560"
"In post","2021","South Hampshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Female","20-29","270","260","26210","22820"
"In post","2021","South Lanarkshire","Female","30-39","500","460","30750","26120"
"In post","2021","South Lanarkshire","Female","40-49","470","420","32580","27570"
"In post","2021","South Lanarkshire","Female","50-59","720","620","29620","25560"
"In post","2021","South Lanarkshire","Female","60-64","260","180","25920","21490"
"In post","2021","South Lanarkshire","Female","65+","60","30","23960","21440"
"In post","2021","South Lanarkshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Male","20-29","210","210","25550","21250"
"In post","2021","South Lanarkshire","Male","30-39","360","360","30810","26120"
"In post","2021","South Lanarkshire","Male","40-49","310","300","34690","31810"
"In post","2021","South Lanarkshire","Male","50-59","390","360","33930","28130"
"In post","2021","South Lanarkshire","Male","60-64","110","90","29540","26120"
"In post","2021","South Lanarkshire","Male","65+","30","20","[c]","[c]"
"In post","2021","South Nottinghamshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Female","20-29","50","40","[c]","[c]"
"In post","2021","South Nottinghamshire","Female","30-39","80","70","30700","30450"
"In post","2021","South Nottinghamshire","Female","40-49","100","90","31540","27570"
"In post","2021","South Nottinghamshire","Female","50-59","110","110","30720","26050"
"In post","2021","South Nottinghamshire","Female","60-64","30","30","[c]","[c]"
"In post","2021","South Nottinghamshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Male","20-29","30","30","[c]","[c]"
"In post","2021","South Nottinghamshire","Male","30-39","70","70","28680","26810"
"In post","2021","South Nottinghamshire","Male","40-49","90","90","31690","31150"
"In post","2021","South Nottinghamshire","Male","50-59","150","140","33020","31650"
"In post","2021","South Nottinghamshire","Male","60-64","40","40","[c]","[c]"
"In post","2021","South Nottinghamshire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Female","20-29","70","70","23520","21010"
"In post","2021","South Teesside","Female","30-39","100","90","25660","22590"
"In post","2021","South Teesside","Female","40-49","190","160","27490","27470"
"In post","2021","South Teesside","Female","50-59","310","270","27310","27570"
"In post","2021","South Teesside","Female","60-64","60","40","26760","27570"
"In post","2021","South Teesside","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Male","20-29","40","40","[c]","[c]"
"In post","2021","South Teesside","Male","30-39","80","80","26220","25040"
"In post","2021","South Teesside","Male","40-49","90","90","25270","22920"
"In post","2021","South Teesside","Male","50-59","120","120","27960","26740"
"In post","2021","South Teesside","Male","60-64","30","30","[c]","[c]"
"In post","2021","South Teesside","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Female","20-29","80","80","23880","22920"
"In post","2021","South West Wales","Female","30-39","200","180","28420","27570"
"In post","2021","South West Wales","Female","40-49","240","220","32360","28850"
"In post","2021","South West Wales","Female","50-59","250","230","30270","27570"
"In post","2021","South West Wales","Female","60-64","80","60","29910","27570"
"In post","2021","South West Wales","Female","65+","40","30","[c]","[c]"
"In post","2021","South West Wales","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Male","20-29","60","60","24480","23830"
"In post","2021","South West Wales","Male","30-39","100","100","29670","27570"
"In post","2021","South West Wales","Male","40-49","150","150","32760","28850"
"In post","2021","South West Wales","Male","50-59","200","190","32810","28200"
"In post","2021","South West Wales","Male","60-64","50","40","31970","27570"
"In post","2021","South West Wales","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Female","20-29","100","90","25730","26350"
"In post","2021","Southampton","Female","30-39","160","140","30630","27570"
"In post","2021","Southampton","Female","40-49","140","120","31600","27570"
"In post","2021","Southampton","Female","50-59","230","200","29850","27570"
"In post","2021","Southampton","Female","60-64","60","50","27900","24650"
"In post","2021","Southampton","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Male","20-29","70","70","28270","27570"
"In post","2021","Southampton","Male","30-39","120","110","35560","31040"
"In post","2021","Southampton","Male","40-49","130","130","38930","34760"
"In post","2021","Southampton","Male","50-59","170","170","40580","33250"
"In post","2021","Southampton","Male","60-64","50","50","36780","27810"
"In post","2021","Southampton","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Female","20-29","50","50","28180","25560"
"In post","2021","Southend-on-Sea","Female","30-39","90","70","29890","29290"
"In post","2021","Southend-on-Sea","Female","40-49","180","160","31280","29290"
"In post","2021","Southend-on-Sea","Female","50-59","350","310","31560","31810"
"In post","2021","Southend-on-Sea","Female","60-64","90","70","29350","28130"
"In post","2021","Southend-on-Sea","Female","65+","30","20","[c]","[c]"
"In post","2021","Southend-on-Sea","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Male","20-29","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","Male","30-39","50","50","32950","31810"
"In post","2021","Southend-on-Sea","Male","40-49","120","120","35550","31870"
"In post","2021","Southend-on-Sea","Male","50-59","230","220","36130","34170"
"In post","2021","Southend-on-Sea","Male","60-64","60","50","33370","33100"
"In post","2021","Southend-on-Sea","Male","65+","40","20","[c]","[c]"
"In post","2021","Southend-on-Sea","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Female","20-29","340","330","25090","24620"
"In post","2021","Staffordshire CC","Female","30-39","430","390","29510","27570"
"In post","2021","Staffordshire CC","Female","40-49","480","440","31950","27570"
"In post","2021","Staffordshire CC","Female","50-59","630","580","30180","27570"
"In post","2021","Staffordshire CC","Female","60-64","160","130","27910","27100"
"In post","2021","Staffordshire CC","Female","65+","50","30","[c]","[c]"
"In post","2021","Staffordshire CC","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Male","20-29","270","270","25850","25790"
"In post","2021","Staffordshire CC","Male","30-39","370","370","28590","26980"
"In post","2021","Staffordshire CC","Male","40-49","380","370","32220","31630"
"In post","2021","Staffordshire CC","Male","50-59","620","610","33020","31650"
"In post","2021","Staffordshire CC","Male","60-64","180","150","30020","27380"
"In post","2021","Staffordshire CC","Male","65+","50","40","28730","25020"
"In post","2021","Stoke-on-Trent","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Female","20-29","130","130","21150","18880"
"In post","2021","Stoke-on-Trent","Female","30-39","150","140","25080","22920"
"In post","2021","Stoke-on-Trent","Female","40-49","180","160","27230","21950"
"In post","2021","Stoke-on-Trent","Female","50-59","280","240","25560","21530"
"In post","2021","Stoke-on-Trent","Female","60-64","80","50","22670","20180"
"In post","2021","Stoke-on-Trent","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Male","20-29","60","60","21950","18880"
"In post","2021","Stoke-on-Trent","Male","30-39","70","70","24930","23920"
"In post","2021","Stoke-on-Trent","Male","40-49","90","90","26350","27370"
"In post","2021","Stoke-on-Trent","Male","50-59","130","130","28640","26750"
"In post","2021","Stoke-on-Trent","Male","60-64","50","40","24760","21630"
"In post","2021","Stoke-on-Trent","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Female","20-29","280","280","24990","24920"
"In post","2021","Suffolk","Female","30-39","380","340","28010","27570"
"In post","2021","Suffolk","Female","40-49","560","480","28970","27570"
"In post","2021","Suffolk","Female","50-59","690","630","27490","26750"
"In post","2021","Suffolk","Female","60-64","180","160","26150","23240"
"In post","2021","Suffolk","Female","65+","50","40","[c]","[c]"
"In post","2021","Suffolk","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Male","20-29","220","220","26130","25560"
"In post","2021","Suffolk","Male","30-39","350","350","29280","29270"
"In post","2021","Suffolk","Male","40-49","480","470","30520","27990"
"In post","2021","Suffolk","Male","50-59","700","690","31620","28860"
"In post","2021","Suffolk","Male","60-64","210","180","29590","26930"
"In post","2021","Suffolk","Male","65+","70","60","28960","24100"
"In post","2021","Sunderland","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Female","20-29","250","230","24090","21170"
"In post","2021","Sunderland","Female","30-39","480","410","24640","22180"
"In post","2021","Sunderland","Female","40-49","760","640","25030","21440"
"In post","2021","Sunderland","Female","50-59","1080","860","24590","21440"
"In post","2021","Sunderland","Female","60-64","430","300","23670","21440"
"In post","2021","Sunderland","Female","65+","70","50","23110","21400"
"In post","2021","Sunderland","Female","Unknown","[c]","[c]","[c]","[c]"
