"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Sunderland","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Male","20-29","150","150","23320","20470"
"In post","2021","Sunderland","Male","30-39","290","280","25890","25560"
"In post","2021","Sunderland","Male","40-49","320","310","27400","25560"
"In post","2021","Sunderland","Male","50-59","400","370","27590","25840"
"In post","2021","Sunderland","Male","60-64","140","110","26540","21440"
"In post","2021","Sunderland","Male","65+","40","30","[c]","[c]"
"In post","2021","Sunderland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Female","16-19","30","30","[c]","[c]"
"In post","2021","Swansea","Female","20-29","660","610","22840","21590"
"In post","2021","Swansea","Female","30-39","1340","1130","24780","21590"
"In post","2021","Swansea","Female","40-49","1270","1100","27080","21590"
"In post","2021","Swansea","Female","50-59","1420","1230","27270","21590"
"In post","2021","Swansea","Female","60-64","550","370","23790","21590"
"In post","2021","Swansea","Female","65+","120","80","23250","21590"
"In post","2021","Swansea","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Male","20-29","480","480","24250","21590"
"In post","2021","Swansea","Male","30-39","1010","990","28070","25910"
"In post","2021","Swansea","Male","40-49","960","950","31490","26780"
"In post","2021","Swansea","Male","50-59","880","840","32540","27130"
"In post","2021","Swansea","Male","60-64","260","210","31990","26780"
"In post","2021","Swansea","Male","65+","80","50","29020","21590"
"In post","2021","Swindon","Female","20-29","40","40","[c]","[c]"
"In post","2021","Swindon","Female","30-39","60","50","32400","30360"
"In post","2021","Swindon","Female","40-49","80","70","32890","27570"
"In post","2021","Swindon","Female","50-59","80","70","31640","27570"
"In post","2021","Swindon","Female","60-64","30","30","[c]","[c]"
"In post","2021","Swindon","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Male","30-39","40","40","[c]","[c]"
"In post","2021","Swindon","Male","40-49","40","40","[c]","[c]"
"In post","2021","Swindon","Male","50-59","60","60","37540","27680"
"In post","2021","Swindon","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Female","20-29","100","100","26670","27130"
"In post","2021","Telford and Wrekin","Female","30-39","170","150","30170","27570"
"In post","2021","Telford and Wrekin","Female","40-49","300","260","32860","27820"
"In post","2021","Telford and Wrekin","Female","50-59","440","400","33500","31810"
"In post","2021","Telford and Wrekin","Female","60-64","100","80","29150","27570"
"In post","2021","Telford and Wrekin","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Male","20-29","110","100","27440","25560"
"In post","2021","Telford and Wrekin","Male","30-39","140","140","35930","31810"
"In post","2021","Telford and Wrekin","Male","40-49","170","170","36940","32510"
"In post","2021","Telford and Wrekin","Male","50-59","290","280","37550","33300"
"In post","2021","Telford and Wrekin","Male","60-64","80","70","35720","27780"
"In post","2021","Telford and Wrekin","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Female","30-39","40","30","[c]","[c]"
"In post","2021","Thurrock","Female","40-49","40","30","[c]","[c]"
"In post","2021","Thurrock","Female","50-59","50","50","28170","27370"
"In post","2021","Thurrock","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Male","20-29","30","30","[c]","[c]"
"In post","2021","Thurrock","Male","30-39","30","30","[c]","[c]"
"In post","2021","Thurrock","Male","40-49","50","50","[c]","[c]"
"In post","2021","Thurrock","Male","50-59","70","60","27260","27330"
"In post","2021","Thurrock","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Female","30-39","30","30","[c]","[c]"
"In post","2021","Torbay","Female","40-49","50","40","[c]","[c]"
"In post","2021","Torbay","Female","50-59","100","80","27060","26840"
"In post","2021","Torbay","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Male","50-59","40","40","[c]","[c]"
"In post","2021","Torbay","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Female","20-29","740","740","35070","32960"
"In post","2021","Tower Hamlets","Female","30-39","950","910","47990","44780"
"In post","2021","Tower Hamlets","Female","40-49","920","850","52760","53100"
"In post","2021","Tower Hamlets","Female","50-59","770","740","46950","40150"
"In post","2021","Tower Hamlets","Female","60-64","150","130","43850","36160"
"In post","2021","Tower Hamlets","Female","65+","50","40","44690","32320"
"In post","2021","Tower Hamlets","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Male","20-29","610","610","36480","33610"
"In post","2021","Tower Hamlets","Male","30-39","870","860","51140","53940"
"In post","2021","Tower Hamlets","Male","40-49","770","770","56500","56360"
"In post","2021","Tower Hamlets","Male","50-59","770","760","55770","53620"
"In post","2021","Tower Hamlets","Male","60-64","190","170","53120","49160"
"In post","2021","Tower Hamlets","Male","65+","80","70","51410","45920"
"In post","2021","Tyneside","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Female","20-29","1170","1130","25580","25560"
"In post","2021","Tyneside","Female","30-39","1910","1700","28220","25560"
"In post","2021","Tyneside","Female","40-49","2290","2010","29990","26820"
"In post","2021","Tyneside","Female","50-59","2800","2410","28940","25560"
"In post","2021","Tyneside","Female","60-64","910","660","25430","21440"
"In post","2021","Tyneside","Female","65+","220","150","23780","21440"
"In post","2021","Tyneside","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Male","16-19","40","30","[c]","[c]"
"In post","2021","Tyneside","Male","20-29","1100","1090","25500","25050"
"In post","2021","Tyneside","Male","30-39","1680","1660","30480","27570"
"In post","2021","Tyneside","Male","40-49","1860","1830","32680","27570"
"In post","2021","Tyneside","Male","50-59","1850","1770","32440","27570"
"In post","2021","Tyneside","Male","60-64","550","440","28350","25200"
"In post","2021","Tyneside","Male","65+","140","100","25500","21440"
"In post","2021","Tyneside","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","20-29","350","350","30300","29250"
"In post","2021","Unknown","Female","30-39","230","220","35420","30940"
"In post","2021","Unknown","Female","40-49","230","210","34550","30780"
"In post","2021","Unknown","Female","50-59","300","280","34020","30130"
"In post","2021","Unknown","Female","60-64","70","60","32150","27570"
"In post","2021","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","16-19","30","30","[c]","[c]"
"In post","2021","Unknown","Male","20-29","540","540","29630","28980"
"In post","2021","Unknown","Male","30-39","550","550","37140","32700"
"In post","2021","Unknown","Male","40-49","500","490","39250","34160"
"In post","2021","Unknown","Male","50-59","690","680","41200","35380"
"In post","2021","Unknown","Male","60-64","190","180","39420","35380"
"In post","2021","Unknown","Male","65+","40","30","[c]","[c]"
"In post","2021","Wakefield","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Female","20-29","120","120","24720","24440"
"In post","2021","Wakefield","Female","30-39","180","160","28880","27570"
"In post","2021","Wakefield","Female","40-49","250","220","31280","28080"
"In post","2021","Wakefield","Female","50-59","260","230","30190","27570"
"In post","2021","Wakefield","Female","60-64","50","40","28080","26530"
"In post","2021","Wakefield","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Wakefield","Male","20-29","100","100","24930","24920"
"In post","2021","Wakefield","Male","30-39","140","140","28480","26810"
"In post","2021","Wakefield","Male","40-49","160","160","32700","31650"
"In post","2021","Wakefield","Male","50-59","300","280","34570","32040"
"In post","2021","Wakefield","Male","60-64","80","60","30980","31650"
"In post","2021","Wakefield","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Female","30-39","70","60","25200","27570"
"In post","2021","Walsall","Female","40-49","120","100","25120","24750"
"In post","2021","Walsall","Female","50-59","160","130","25620","26120"
"In post","2021","Walsall","Female","60-64","40","30","[c]","[c]"
"In post","2021","Walsall","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Male","30-39","40","40","[c]","[c]"
"In post","2021","Walsall","Male","40-49","50","50","24270","22260"
"In post","2021","Walsall","Male","50-59","60","50","25560","27570"
"In post","2021","Walsall","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Walsall","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Female","20-29","120","120","31250","31060"
"In post","2021","Wandsworth","Female","30-39","80","80","31900","33260"
"In post","2021","Wandsworth","Female","40-49","100","90","30660","29970"
"In post","2021","Wandsworth","Female","50-59","120","110","29910","26630"
"In post","2021","Wandsworth","Female","60-64","40","40","[c]","[c]"
"In post","2021","Wandsworth","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Wandsworth","Male","20-29","80","80","31060","31060"
"In post","2021","Wandsworth","Male","30-39","120","120","33900","33260"
"In post","2021","Wandsworth","Male","40-49","110","110","34920","34940"
"In post","2021","Wandsworth","Male","50-59","130","130","34880","33260"
"In post","2021","Wandsworth","Male","60-64","30","30","[c]","[c]"
"In post","2021","Wandsworth","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Female","20-29","270","270","28170","28840"
"In post","2021","Warrington","Female","30-39","320","300","31360","30640"
"In post","2021","Warrington","Female","40-49","350","320","33210","31650"
"In post","2021","Warrington","Female","50-59","390","350","30830","27570"
"In post","2021","Warrington","Female","60-64","80","60","27490","25450"
"In post","2021","Warrington","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Warrington","Male","20-29","170","170","28090","27570"
"In post","2021","Warrington","Male","30-39","300","300","33090","32770"
"In post","2021","Warrington","Male","40-49","270","270","36550","35590"
"In post","2021","Warrington","Male","50-59","400","400","37110","35310"
"In post","2021","Warrington","Male","60-64","100","80","33970","31990"
"In post","2021","Warrington","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Female","20-29","80","80","23100","21430"
"In post","2021","Warwickshire","Female","30-39","110","100","26390","26330"
"In post","2021","Warwickshire","Female","40-49","170","150","29770","27570"
"In post","2021","Warwickshire","Female","50-59","270","240","26180","23840"
"In post","2021","Warwickshire","Female","60-64","70","60","24290","21570"
"In post","2021","Warwickshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Warwickshire","Male","20-29","60","50","22740","21010"
"In post","2021","Warwickshire","Male","30-39","110","100","25660","22920"
"In post","2021","Warwickshire","Male","40-49","120","120","28580","26780"
"In post","2021","Warwickshire","Male","50-59","200","190","29070","27370"
"In post","2021","Warwickshire","Male","60-64","60","50","27700","26400"
"In post","2021","Warwickshire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","20-29","80","80","22880","21050"
"In post","2021","West Cumbria","Female","30-39","130","110","25890","23380"
"In post","2021","West Cumbria","Female","40-49","230","190","26880","25100"
"In post","2021","West Cumbria","Female","50-59","180","160","27010","25100"
"In post","2021","West Cumbria","Female","60-64","60","40","24650","21050"
"In post","2021","West Cumbria","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","20-29","70","70","25650","24610"
"In post","2021","West Cumbria","Male","30-39","90","90","30710","27570"
"In post","2021","West Cumbria","Male","40-49","130","130","30900","27570"
"In post","2021","West Cumbria","Male","50-59","150","150","34390","31650"
"In post","2021","West Cumbria","Male","60-64","40","40","[c]","[c]"
"In post","2021","West Cumbria","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Female","20-29","50","40","[c]","[c]"
"In post","2021","West Essex","Female","30-39","50","50","30030","29290"
"In post","2021","West Essex","Female","40-49","100","90","29880","29290"
"In post","2021","West Essex","Female","50-59","130","120","33250","29290"
"In post","2021","West Essex","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","30-39","50","50","28380","27220"
"In post","2021","West Essex","Male","40-49","80","80","29030","27370"
"In post","2021","West Essex","Male","50-59","130","120","31880","27570"
