"Status","Year","Age","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","70","70","47920","41580"
"In post","2022","60-64","Communications","North East (England)","60","50","26310","26820"
"In post","2022","60-64","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","East Midlands (England)","100","80","30940","27570"
"In post","2022","60-64","Counter Fraud","East of England","60","50","30660","31880"
"In post","2022","60-64","Counter Fraud","London","360","290","36970","32000"
"In post","2022","60-64","Counter Fraud","North East (England)","80","60","29200","27570"
"In post","2022","60-64","Counter Fraud","North West (England)","230","170","31470","27570"
"In post","2022","60-64","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Scotland","220","160","29220","27570"
"In post","2022","60-64","Counter Fraud","South East (England)","140","110","29230","27570"
"In post","2022","60-64","Counter Fraud","South West (England)","90","70","31390","27570"
"In post","2022","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Wales","110","80","27890","27570"
"In post","2022","60-64","Counter Fraud","West Midlands (England)","160","110","31360","27570"
"In post","2022","60-64","Counter Fraud","Yorkshire and The Humber","110","70","29190","27570"
"In post","2022","60-64","Debt","East Midlands (England)","50","40","[c]","[c]"
"In post","2022","60-64","Debt","East of England","30","30","[c]","[c]"
"In post","2022","60-64","Debt","London","90","70","29670","26400"
"In post","2022","60-64","Debt","North East (England)","110","80","22710","21260"
"In post","2022","60-64","Debt","North West (England)","70","60","23360","21260"
"In post","2022","60-64","Debt","Scotland","120","90","23010","22080"
"In post","2022","60-64","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","West Midlands (England)","100","70","23200","21260"
"In post","2022","60-64","Debt","Yorkshire and The Humber","80","60","23890","21260"
"In post","2022","60-64","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East of England","80","70","36250","34780"
"In post","2022","60-64","Digital, Data & Technology","London","200","190","46410","41010"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","130","100","39640","35980"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","170","140","40830","36500"
"In post","2022","60-64","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Scotland","50","50","37730","33930"
"In post","2022","60-64","Digital, Data & Technology","South East (England)","110","100","36320","33370"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","220","200","37840","37330"
"In post","2022","60-64","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Wales","100","90","43390","42300"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","90","80","38010","33640"
"In post","2022","60-64","Digital, Data & Technology","Yorkshire and The Humber","80","70","37780","34390"
"In post","2022","60-64","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","London","170","160","45870","41140"
"In post","2022","60-64","Finance","North East (England)","50","40","[c]","[c]"
"In post","2022","60-64","Finance","North West (England)","100","80","34590","31990"
"In post","2022","60-64","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Scotland","90","70","26390","22080"
"In post","2022","60-64","Finance","South East (England)","100","90","34840","31900"
"In post","2022","60-64","Finance","South West (England)","80","70","42980","40230"
"In post","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","Wales","40","30","[c]","[c]"
"In post","2022","60-64","Finance","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","60-64","Finance","Yorkshire and The Humber","150","110","31580","27570"
"In post","2022","60-64","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","North West (England)","70","60","23550","21300"
"In post","2022","60-64","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","East of England","30","30","[c]","[c]"
"In post","2022","60-64","Human Resources","London","150","130","49310","43870"
"In post","2022","60-64","Human Resources","North East (England)","80","60","30770","27570"
"In post","2022","60-64","Human Resources","North West (England)","110","90","32560","29090"
"In post","2022","60-64","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scotland","110","90","29050","26630"
"In post","2022","60-64","Human Resources","South East (England)","70","60","34320","29670"
"In post","2022","60-64","Human Resources","South West (England)","80","60","33570","30450"
"In post","2022","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Wales","40","30","[c]","[c]"
"In post","2022","60-64","Human Resources","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","60-64","Human Resources","Yorkshire and The Humber","70","60","36100","33120"
"In post","2022","60-64","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","60-64","Legal","East of England","40","30","[c]","[c]"
"In post","2022","60-64","Legal","London","260","240","53620","60500"
"In post","2022","60-64","Legal","North East (England)","30","20","[c]","[c]"
"In post","2022","60-64","Legal","North West (England)","90","70","44310","44300"
"In post","2022","60-64","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Scotland","40","30","[c]","[c]"
"In post","2022","60-64","Legal","South East (England)","50","40","46140","49290"
"In post","2022","60-64","Legal","South West (England)","40","30","[c]","[c]"
"In post","2022","60-64","Legal","Wales","30","20","[c]","[c]"
"In post","2022","60-64","Legal","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","60-64","Legal","Yorkshire and The Humber","60","50","41280","34480"
"In post","2022","60-64","No function","East Midlands (England)","1330","1090","28230","27130"
"In post","2022","60-64","No function","East of England","1250","1050","29740","27570"
"In post","2022","60-64","No function","London","2930","2630","39170","31880"
"In post","2022","60-64","No function","North East (England)","2260","1690","25940","22080"
"In post","2022","60-64","No function","North West (England)","3520","2770","27320","26120"
"In post","2022","60-64","No function","Northern Ireland","100","80","30460","28920"
"In post","2022","60-64","No function","Overseas","70","70","70420","67860"
"In post","2022","60-64","No function","Scotland","2180","1630","28450","27570"
"In post","2022","60-64","No function","South East (England)","2340","1910","29750","27570"
"In post","2022","60-64","No function","South West (England)","1550","1250","31390","27570"
"In post","2022","60-64","No function","Unknown","60","50","31560","30330"
"In post","2022","60-64","No function","Wales","1860","1420","26390","22740"
"In post","2022","60-64","No function","West Midlands (England)","1860","1510","29020","27380"
"In post","2022","60-64","No function","Yorkshire and The Humber","1630","1270","29210","27570"
"In post","2022","60-64","Project Delivery","East Midlands (England)","60","50","39310","36630"
"In post","2022","60-64","Project Delivery","East of England","80","70","38260","37050"
"In post","2022","60-64","Project Delivery","London","260","230","51870","45200"
"In post","2022","60-64","Project Delivery","North East (England)","80","60","42470","37880"
"In post","2022","60-64","Project Delivery","North West (England)","190","160","37900","35980"
"In post","2022","60-64","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Scotland","130","110","36270","33930"
"In post","2022","60-64","Project Delivery","South East (England)","210","180","36400","35140"
"In post","2022","60-64","Project Delivery","South West (England)","750","670","42990","41110"
"In post","2022","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Wales","50","40","47630","40520"
"In post","2022","60-64","Project Delivery","West Midlands (England)","60","50","36930","33430"
"In post","2022","60-64","Project Delivery","Yorkshire and The Humber","70","50","38650","34290"
"In post","2022","60-64","Property","East Midlands (England)","50","40","36380","34640"
"In post","2022","60-64","Property","East of England","90","80","34770","33300"
"In post","2022","60-64","Property","London","200","180","41750","35290"
"In post","2022","60-64","Property","North East (England)","70","60","32380","27280"
"In post","2022","60-64","Property","North West (England)","60","60","35400","33380"
"In post","2022","60-64","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Scotland","90","80","33680","33300"
"In post","2022","60-64","Property","South East (England)","140","130","36210","33330"
"In post","2022","60-64","Property","South West (England)","130","120","33560","33150"
"In post","2022","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Wales","60","50","31710","27810"
"In post","2022","60-64","Property","West Midlands (England)","70","60","33730","28040"
"In post","2022","60-64","Property","Yorkshire and The Humber","70","60","37270","35310"
"In post","2022","60-64","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","East of England","60","60","32110","33300"
"In post","2022","60-64","Security","London","140","130","40230","38010"
"In post","2022","60-64","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","North West (England)","50","40","[c]","[c]"
"In post","2022","60-64","Security","Northern Ireland","40","30","[c]","[c]"
"In post","2022","60-64","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Scotland","120","90","27740","21850"
"In post","2022","60-64","Security","South East (England)","180","170","28710","25000"
"In post","2022","60-64","Security","South West (England)","150","140","27030","22480"
"In post","2022","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Wales","40","40","[c]","[c]"
"In post","2022","60-64","Security","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","60-64","Security","Yorkshire and The Humber","80","70","29150","25940"
"In post","2022","60-64","Unknown","East Midlands (England)","200","190","26770","21830"
"In post","2022","60-64","Unknown","East of England","390","340","26810","24690"
"In post","2022","60-64","Unknown","London","1160","1040","37000","30370"
"In post","2022","60-64","Unknown","North East (England)","150","120","25360","21680"
"In post","2022","60-64","Unknown","North West (England)","540","450","26870","22330"
"In post","2022","60-64","Unknown","Northern Ireland","80","70","23920","22580"
"In post","2022","60-64","Unknown","Overseas","30","30","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","1080","970","38010","31540"
"In post","2022","60-64","Unknown","South East (England)","850","740","30780","27370"
"In post","2022","60-64","Unknown","South West (England)","580","530","30090","26670"
"In post","2022","60-64","Unknown","Unknown","130","130","39790","35700"
"In post","2022","60-64","Unknown","Wales","560","490","40000","38160"
"In post","2022","60-64","Unknown","West Midlands (England)","250","230","29360","27370"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","470","410","26440","25040"
"In post","2022","65+","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","London","30","30","[c]","[c]"
"In post","2022","65+","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","East of England","40","30","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","120","90","34850","31880"
"In post","2022","65+","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","North West (England)","70","50","31320","27570"
"In post","2022","65+","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Scotland","70","50","27930","27570"
"In post","2022","65+","Counter Fraud","South East (England)","60","40","27660","27570"
"In post","2022","65+","Counter Fraud","South West (England)","30","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","Wales","40","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","West Midlands (England)","40","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","Yorkshire and The Humber","40","20","[c]","[c]"
"In post","2022","65+","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","London","50","40","28960","26400"
"In post","2022","65+","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Scotland","40","30","[c]","[c]"
"In post","2022","65+","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","East of England","30","20","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","London","60","50","43600","39250"
"In post","2022","65+","Digital, Data & Technology","North East (England)","30","30","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","North West (England)","40","40","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South East (England)","50","40","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","South West (England)","70","50","38540","36160"
"In post","2022","65+","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","70","70","38220","35570"
"In post","2022","65+","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","South East (England)","30","30","[c]","[c]"
"In post","2022","65+","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","30","20","[c]","[c]"
"In post","2022","65+","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","110","90","52440","60900"
"In post","2022","65+","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","South East (England)","30","20","[c]","[c]"
"In post","2022","65+","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","East Midlands (England)","350","260","28590","26750"
"In post","2022","65+","No function","East of England","440","330","29300","27130"
"In post","2022","65+","No function","London","1200","1000","36650","31060"
"In post","2022","65+","No function","North East (England)","510","370","24900","22080"
"In post","2022","65+","No function","North West (England)","930","670","26980","25700"
"In post","2022","65+","No function","Northern Ireland","40","30","[c]","[c]"
"In post","2022","65+","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Scotland","570","400","28490","26640"
"In post","2022","65+","No function","South East (England)","940","700","28590","25060"
"In post","2022","65+","No function","South West (England)","560","400","29590","27530"
"In post","2022","65+","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Wales","550","380","25830","21840"
"In post","2022","65+","No function","West Midlands (England)","500","360","28140","26780"
"In post","2022","65+","No function","Yorkshire and The Humber","420","290","28170","27130"
"In post","2022","65+","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","London","90","70","48120","40910"
"In post","2022","65+","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","North West (England)","50","40","[c]","[c]"
"In post","2022","65+","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","South East (England)","60","50","36860","33300"
"In post","2022","65+","Project Delivery","South West (England)","230","200","41000","40580"
"In post","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","London","90","80","36920","30620"
"In post","2022","65+","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Scotland","30","30","[c]","[c]"
"In post","2022","65+","Property","South East (England)","40","40","[c]","[c]"
"In post","2022","65+","Property","South West (England)","50","40","28490","26950"
"In post","2022","65+","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","65+","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","London","50","50","38310","39090"
"In post","2022","65+","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","South East (England)","60","50","29220","26350"
"In post","2022","65+","Security","South West (England)","60","50","25030","25000"
"In post","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","East Midlands (England)","60","60","26810","21380"
"In post","2022","65+","Unknown","East of England","120","90","26830","21830"
"In post","2022","65+","Unknown","London","460","370","33020","29080"
"In post","2022","65+","Unknown","North East (England)","50","30","[c]","[c]"
"In post","2022","65+","Unknown","North West (England)","170","130","24810","21680"
"In post","2022","65+","Unknown","Northern Ireland","30","30","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scotland","320","270","34900","30040"
"In post","2022","65+","Unknown","South East (England)","370","320","30440","27370"
"In post","2022","65+","Unknown","South West (England)","200","180","27340","25190"
"In post","2022","65+","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","65+","Unknown","Wales","230","180","39510","34610"
"In post","2022","65+","Unknown","West Midlands (England)","100","90","30960","26670"
"In post","2022","65+","Unknown","Yorkshire and The Humber","120","100","26290","21680"
"In post","2022","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","North West (England)","[c]","[c]","[c]","[c]"
