"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","Unknown","National Crime Agency","570","540","41260","39820"
"In post","2022","National Crime Agency","White","National Crime Agency","4250","4140","40970","38210"
"In post","2022","National Infrastructure Commission","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","White","HM Treasury","40","30","[c]","[c]"
"In post","2022","National Records of Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Scottish Government","110","100","34330","28990"
"In post","2022","National Records of Scotland","White","Scottish Government","330","310","36700","34600"
"In post","2022","National Savings and Investments","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","White","Chancellor's other departments","140","130","51420","45700"
"In post","2022","Northern Ireland Office","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Northern Ireland Office","60","60","46530","41750"
"In post","2022","Northern Ireland Office","White","Northern Ireland Office","110","110","46000","41750"
"In post","2022","Office for Budget Responsibility","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Asian","Office for Standards in Education, Children's Services and Skills","100","100","40190","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Black","Office for Standards in Education, Children's Services and Skills","60","60","45440","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Office for Standards in Education, Children's Services and Skills","60","50","46990","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","White","Office for Standards in Education, Children's Services and Skills","1560","1500","51430","51360"
"In post","2022","Office of Gas and Electricity Markets","Asian","Office of Gas and Electricity Markets","140","140","41570","34910"
"In post","2022","Office of Gas and Electricity Markets","Black","Office of Gas and Electricity Markets","90","90","40350","37300"
"In post","2022","Office of Gas and Electricity Markets","Mixed","Office of Gas and Electricity Markets","50","50","38970","36500"
"In post","2022","Office of Gas and Electricity Markets","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","120","110","45130","37930"
"In post","2022","Office of Gas and Electricity Markets","White","Office of Gas and Electricity Markets","930","910","44150","37580"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","Office of Qualifications and Examinations Regulation","230","220","46500","42000"
"In post","2022","Office of Rail and Road","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","White","Office of Rail and Road","250","240","55990","55430"
"In post","2022","Office of the Public Guardian","Asian","Ministry of Justice","410","380","22570","20970"
"In post","2022","Office of the Public Guardian","Black","Ministry of Justice","90","80","22850","20970"
"In post","2022","Office of the Public Guardian","Mixed","Ministry of Justice","40","30","[c]","[c]"
"In post","2022","Office of the Public Guardian","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Undeclared","Ministry of Justice","60","50","23230","20970"
"In post","2022","Office of the Public Guardian","Unknown","Ministry of Justice","270","250","22350","20970"
"In post","2022","Office of the Public Guardian","White","Ministry of Justice","550","510","26170","25120"
"In post","2022","Office of the Scottish Charity Regulator","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","White","Scottish Government","40","30","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Office of the Secretary of State for Scotland","50","50","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Office of the Secretary of State for Scotland","70","60","51600","53240"
"In post","2022","Office of the Secretary of State for Wales","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","Office of the Secretary of State for Wales","30","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Undeclared","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Unknown","Department for Levelling Up, Housing and Communities","80","80","39000","40870"
"In post","2022","Planning Inspectorate","White","Department for Levelling Up, Housing and Communities","640","580","44210","43740"
"In post","2022","Queen Elizabeth II Centre","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","White","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","Registers of Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Undeclared","Scottish Government","30","30","[c]","[c]"
"In post","2022","Registers of Scotland","Unknown","Scottish Government","170","160","31510","28710"
"In post","2022","Registers of Scotland","White","Scottish Government","960","920","34380","30840"
"In post","2022","Revenue Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","White","Scottish Government","50","40","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Unknown","Ministry of Defence","1760","1760","37450","34160"
"In post","2022","Royal Fleet Auxiliary","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Asian","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2022","Rural Payments Agency","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Undeclared","Department for Environment, Food and Rural Affairs","100","90","28090","26520"
"In post","2022","Rural Payments Agency","Unknown","Department for Environment, Food and Rural Affairs","910","860","24440","21300"
"In post","2022","Rural Payments Agency","White","Department for Environment, Food and Rural Affairs","1480","1330","27090","24920"
"In post","2022","Scottish Courts and Tribunals Service","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Unknown","Scottish Government","1380","1250","27790","23780"
"In post","2022","Scottish Courts and Tribunals Service","White","Scottish Government","510","490","30790","25840"
"In post","2022","Scottish Fiscal Commission","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","White","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","White","Scottish Government","180","170","36110","31060"
"In post","2022","Scottish Government (excl. agencies)","Asian","Scottish Government","120","110","39450","35540"
"In post","2022","Scottish Government (excl. agencies)","Black","Scottish Government","50","50","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Mixed","Scottish Government","90","80","44540","39660"
"In post","2022","Scottish Government (excl. agencies)","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government (excl. agencies)","Undeclared","Scottish Government","150","140","47210","47490"
"In post","2022","Scottish Government (excl. agencies)","Unknown","Scottish Government","1640","1580","40660","36130"
"In post","2022","Scottish Government (excl. agencies)","White","Scottish Government","6790","6520","44980","40810"
"In post","2022","Scottish Housing Regulator","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","White","Scottish Government","40","40","[c]","[c]"
"In post","2022","Scottish Prison Service","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Undeclared","Scottish Government","350","320","35310","35000"
"In post","2022","Scottish Prison Service","Unknown","Scottish Government","2570","2430","30930","31460"
"In post","2022","Scottish Prison Service","White","Scottish Government","1620","1510","35170","35000"
"In post","2022","Scottish Public Pensions Agency","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","Scottish Government","100","90","28400","25930"
"In post","2022","Scottish Public Pensions Agency","White","Scottish Government","210","190","31160","27230"
"In post","2022","Serious Fraud Office","Asian","Attorney General's Departments","50","50","[c]","[c]"
"In post","2022","Serious Fraud Office","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Unknown","Attorney General's Departments","100","100","49640","43500"
"In post","2022","Serious Fraud Office","White","Attorney General's Departments","270","260","48080","41580"
"In post","2022","Social Security Scotland","Asian","Scottish Government","60","50","28840","27230"
"In post","2022","Social Security Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","Scottish Government","700","680","28280","27230"
"In post","2022","Social Security Scotland","White","Scottish Government","1620","1570","31820","27940"
"In post","2022","Standards and Testing Agency","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","White","Department for Education","90","90","43130","41990"
"In post","2022","Student Awards Agency for Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Unknown","Scottish Government","110","100","28040","23230"
"In post","2022","Student Awards Agency for Scotland","White","Scottish Government","120","120","34730","31540"
"In post","2022","Submarine Delivery Agency","Asian","Ministry of Defence","50","50","38580","36260"
"In post","2022","Submarine Delivery Agency","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Undeclared","Ministry of Defence","110","110","44010","41250"
"In post","2022","Submarine Delivery Agency","Unknown","Ministry of Defence","130","130","37430","34130"
"In post","2022","Submarine Delivery Agency","White","Ministry of Defence","1620","1580","41350","39860"
"In post","2022","Teaching Regulation Agency","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","White","Department for Education","50","50","33410","29730"
"In post","2022","The Insolvency Service","Asian","Department for Business, Energy and Industrial Strategy","150","140","28690","25060"
"In post","2022","The Insolvency Service","Black","Department for Business, Energy and Industrial Strategy","60","50","30370","25060"
"In post","2022","The Insolvency Service","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Undeclared","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","The Insolvency Service","Unknown","Department for Business, Energy and Industrial Strategy","520","500","30070","25060"
"In post","2022","The Insolvency Service","White","Department for Business, Energy and Industrial Strategy","940","890","35350","33720"
"In post","2022","The National Archives","Asian","The National Archives","50","40","[c]","[c]"
"In post","2022","The National Archives","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","The National Archives","120","120","34610","31300"
"In post","2022","The National Archives","White","The National Archives","360","350","36680","34260"
"In post","2022","Transport Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","Scottish Government","110","110","41650","39660"
"In post","2022","Transport Scotland","White","Scottish Government","390","380","46720","43000"
"In post","2022","UK Debt Management Office","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","White","HM Treasury","70","70","64320","57130"
"In post","2022","UK Export Finance","Asian","UK Export Finance","90","90","50050","44080"
"In post","2022","UK Export Finance","Black","UK Export Finance","50","50","[c]","[c]"
"In post","2022","UK Export Finance","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","White","UK Export Finance","310","310","56020","52500"
"In post","2022","UK Health Security Agency","Asian","Department of Health and Social Care","750","690","41090","32330"
"In post","2022","UK Health Security Agency","Black","Department of Health and Social Care","430","410","37810","32330"
"In post","2022","UK Health Security Agency","Mixed","Department of Health and Social Care","160","140","38830","32330"
"In post","2022","UK Health Security Agency","Other ethnicity","Department of Health and Social Care","70","60","45790","36330"
"In post","2022","UK Health Security Agency","Undeclared","Department of Health and Social Care","380","350","46300","40510"
"In post","2022","UK Health Security Agency","Unknown","Department of Health and Social Care","1100","1070","47690","40650"
"In post","2022","UK Health Security Agency","White","Department of Health and Social Care","3720","3440","42610","37190"
"In post","2022","UK Hydrographic Office","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","UK Hydrographic Office","Unknown","Ministry of Defence","240","230","34120","33290"
"In post","2022","UK Hydrographic Office","White","Ministry of Defence","620","590","35660","33290"
"In post","2022","UK Space Agency","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","Department for Business, Energy and Industrial Strategy","70","70","44230","40310"
"In post","2022","UK Space Agency","White","Department for Business, Energy and Industrial Strategy","140","140","47790","49080"
"In post","2022","UK Statistics Authority","Asian","UK Statistics Authority","190","170","32790","30710"
"In post","2022","UK Statistics Authority","Black","UK Statistics Authority","100","90","31930","30710"
"In post","2022","UK Statistics Authority","Mixed","UK Statistics Authority","90","80","34260","30730"
"In post","2022","UK Statistics Authority","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","UK Statistics Authority","80","70","35590","32260"
"In post","2022","UK Statistics Authority","Unknown","UK Statistics Authority","960","850","31710","30210"
"In post","2022","UK Statistics Authority","White","UK Statistics Authority","4470","4000","34280","30710"
"In post","2022","UK Supreme Court","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","White","UK Supreme Court","30","30","[c]","[c]"
"In post","2022","Valuation Office Agency","Asian","HM Revenue and Customs","210","200","34730","31660"
"In post","2022","Valuation Office Agency","Black","HM Revenue and Customs","70","60","34950","31670"
"In post","2022","Valuation Office Agency","Mixed","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","Valuation Office Agency","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
