"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Welsh Revenue Authority","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","White","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Asian","Cabinet Office","100","90","43440","35590"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Black","Cabinet Office","60","60","40530","35070"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Mixed","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Undeclared","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","830","830","38180","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","White","Cabinet Office","750","730","46180","40600"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","White","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","White","Attorney General's Departments","60","50","36140","27310"
"Leaver Dept.","2022","Defence Equipment and Support","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Unknown","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","White","Ministry of Defence","330","320","34210","31780"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","White","Ministry of Defence","50","50","40680","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","Department for Business, Energy and Industrial Strategy","70","60","44490","37450"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Department for Business, Energy and Industrial Strategy","60","60","44950","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","Department for Business, Energy and Industrial Strategy","350","340","46630","40220"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","White","Department for Digital, Culture, Media and Sport","140","140","46200","40520"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Asian","Department for Education","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
