"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs","210","200","50470","54160"
"In post","2022","30-39","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence","220","210","41100","40580"
"In post","2022","30-39","Analysis","Ministry of Justice","170","160","50090","50430"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","50","50","39750","32010"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","70","60","45720","40540"
"In post","2022","30-39","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Statistics Authority","570","550","40040","38340"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Cabinet Office","500","490","55880","55780"
"In post","2022","30-39","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","80","80","42080","41060"
"In post","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Education","80","80","39050","36500"
"In post","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","30-39","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Transport","100","90","38320","34710"
"In post","2022","30-39","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department of Health and Social Care","110","110","50790","53120"
"In post","2022","30-39","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2022","30-39","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Ministry of Defence","440","430","37260","36500"
"In post","2022","30-39","Commercial","Ministry of Justice","60","60","33060","34260"
"In post","2022","30-39","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Export Finance","40","30","[c]","[c]"
"In post","2022","30-39","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Cabinet Office","140","130","50090","54700"
"In post","2022","30-39","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","90","90","46130","45100"
"In post","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Education","60","50","43220","45250"
"In post","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","80","70","40400","38580"
"In post","2022","30-39","Communications","Department for International Trade","30","30","[c]","[c]"
"In post","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","30-39","Communications","Department for Transport","90","90","40980","39970"
"In post","2022","30-39","Communications","Department for Work and Pensions","50","50","[c]","[c]"
"In post","2022","30-39","Communications","Department of Health and Social Care","130","130","48830","53100"
"In post","2022","30-39","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2022","30-39","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Revenue and Customs","1550","1500","30550","26820"
"In post","2022","30-39","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Defence","130","120","37450","35000"
"In post","2022","30-39","Communications","Ministry of Justice","60","60","43820","41750"
"In post","2022","30-39","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Attorney General's Departments","60","60","42300","40000"
"In post","2022","30-39","Counter Fraud","Cabinet Office","30","30","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","70","70","29670","30830"
"In post","2022","30-39","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Department for Work and Pensions","800","740","27370","27570"
"In post","2022","30-39","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","HM Revenue and Customs","2190","2130","34370","33080"
"In post","2022","30-39","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Debt","Department for Work and Pensions","450","390","22480","21260"
"In post","2022","30-39","Debt","HM Revenue and Customs","840","780","23340","21250"
"In post","2022","30-39","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Cabinet Office","470","470","50520","54700"
"In post","2022","30-39","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","540","520","38770","38200"
"In post","2022","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Education","320","310","43010","40230"
"In post","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","190","180","41440","40840"
"In post","2022","30-39","Digital, Data & Technology","Department for International Trade","50","50","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","50","50","47500","53130"
"In post","2022","30-39","Digital, Data & Technology","Department for Transport","350","350","37230","32780"
"In post","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","770","760","42650","38510"
"In post","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","120","120","44410","40650"
"In post","2022","30-39","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","70","70","39580","37620"
"In post","2022","30-39","Digital, Data & Technology","HM Land Registry","140","130","36890","38450"
"In post","2022","30-39","Digital, Data & Technology","HM Revenue and Customs","660","650","40330","40180"
"In post","2022","30-39","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Defence","590","570","34280","33290"
"In post","2022","30-39","Digital, Data & Technology","Ministry of Justice","410","400","46850","43640"
"In post","2022","30-39","Digital, Data & Technology","National Crime Agency","60","60","41340","38540"
"In post","2022","30-39","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","Scottish Government","60","60","37170","34040"
"In post","2022","30-39","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data & Technology","UK Statistics Authority","210","200","40600","36840"
"In post","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
