"Status","Year","Profession_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Declared disabled","90","80","29490","25000"
"In post","2021","Human Resources","Scotland","Declared non-disabled","460","440","29470","25410"
"In post","2021","Human Resources","Scotland","Undeclared","30","30","[c]","[c]"
"In post","2021","Human Resources","Scotland","Unknown","180","160","29910","26670"
"In post","2021","Human Resources","South East (England)","Declared disabled","60","60","38670","33300"
"In post","2021","Human Resources","South East (England)","Declared non-disabled","350","330","36220","31540"
"In post","2021","Human Resources","South East (England)","Undeclared","40","30","[c]","[c]"
"In post","2021","Human Resources","South East (England)","Unknown","50","50","34860","31810"
"In post","2021","Human Resources","South West (England)","Declared disabled","120","110","36330","32980"
"In post","2021","Human Resources","South West (England)","Declared non-disabled","650","600","36750","33300"
"In post","2021","Human Resources","South West (England)","Undeclared","30","30","[c]","[c]"
"In post","2021","Human Resources","South West (England)","Unknown","110","100","29540","28650"
"In post","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Declared disabled","80","70","36060","31840"
"In post","2021","Human Resources","Wales","Declared non-disabled","610","560","35220","31260"
"In post","2021","Human Resources","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Unknown","90","90","34100","29540"
"In post","2021","Human Resources","West Midlands (England)","Declared disabled","30","30","[c]","[c]"
"In post","2021","Human Resources","West Midlands (England)","Declared non-disabled","230","220","39530","36640"
"In post","2021","Human Resources","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Midlands (England)","Unknown","40","30","[c]","[c]"
"In post","2021","Human Resources","Yorkshire and The Humber","Declared disabled","70","70","41060","38380"
"In post","2021","Human Resources","Yorkshire and The Humber","Declared non-disabled","230","210","40340","37660"
"In post","2021","Human Resources","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Yorkshire and The Humber","Unknown","70","70","34950","30230"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Declared non-disabled","60","60","65390","64500"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East of England","Declared non-disabled","70","70","66100","75500"
"In post","2021","Inspector of Education and Training","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Declared non-disabled","190","180","67700","75500"
"In post","2021","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","North West (England)","Declared non-disabled","90","90","66420","70500"
"In post","2021","Inspector of Education and Training","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","South West (England)","Declared non-disabled","60","60","68820","75500"
"In post","2021","Inspector of Education and Training","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Wales","Declared non-disabled","60","50","74440","74730"
"In post","2021","Inspector of Education and Training","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Declared non-disabled","90","90","66400","70500"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Declared non-disabled","100","100","67920","75500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Midlands (England)","Declared non-disabled","90","90","29920","27380"
"In post","2021","Intelligence Analysis","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East of England","Declared disabled","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","East of England","Declared non-disabled","290","290","32560","33000"
"In post","2021","Intelligence Analysis","East of England","Undeclared","50","40","[c]","[c]"
"In post","2021","Intelligence Analysis","East of England","Unknown","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","London","Declared disabled","130","120","38230","35680"
"In post","2021","Intelligence Analysis","London","Declared non-disabled","950","900","38720","35700"
"In post","2021","Intelligence Analysis","London","Undeclared","100","90","39920","36970"
"In post","2021","Intelligence Analysis","London","Unknown","250","250","49510","53360"
"In post","2021","Intelligence Analysis","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","North East (England)","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Intelligence Analysis","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","North West (England)","Declared disabled","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","North West (England)","Declared non-disabled","290","270","28180","26160"
"In post","2021","Intelligence Analysis","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Declared non-disabled","50","50","43860","40570"
"In post","2021","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South East (England)","Declared disabled","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","South East (England)","Declared non-disabled","300","280","28610","27370"
"In post","2021","Intelligence Analysis","South East (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South West (England)","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands (England)","Declared non-disabled","70","60","31170","28330"
"In post","2021","Intelligence Analysis","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Declared non-disabled","200","190","31360","27380"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Declared non-disabled","160","150","53210","51000"
"In post","2021","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
