"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","60","60","28750","29290"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
