"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","100","90","26520","25110"
"Leaver CS","2021","Black","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","HM Prison and Probation Service","80","80","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Home Office (incl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
