"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Lewisham and Southwark","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Barnsley, Doncaster and Rotherham","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","120","110","36870","34340"
"In post","2022","Unknown","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Berkshire","50","50","[c]","[c]"
"In post","2022","Unknown","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Birmingham","150","120","28350","28200"
"In post","2022","Unknown","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Bradford","50","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Brighton and Hove","40","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Bristol, City of","60","60","27080","24090"
"In post","2022","Unknown","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cambridgeshire CC","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cardiff and Vale of Glamorgan","70","70","27660","24090"
"In post","2022","Unknown","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Derby","50","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Merseyside","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Greater Manchester North East","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Greater Manchester North West","50","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Greater Manchester South East","40","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Greater Manchester South West","50","50","25950","24800"
"In post","2022","Unknown","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Haringey and Islington","50","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heart of Essex","40","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Hertfordshire CC","50","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
