"Status","Year","Region_ITL3","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North Yorkshire CC","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northumberland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Department for Work and Pensions","50","50","27290","27570"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Operational Delivery","Ministry of Justice","300","290","22900","20930"
"New entrant CS","2022","Norwich and East Norfolk","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Department for Work and Pensions","80","80","23740","21260"
"New entrant CS","2022","Nottingham","Operational Delivery","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","HM Revenue and Customs","240","230","25240","26590"
"New entrant CS","2022","Nottingham","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Ministry of Justice","300","290","24490","23140"
"New entrant CS","2022","Nottingham","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Science and Engineering","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Tax","HM Revenue and Customs","210","200","27400","26590"
"New entrant CS","2022","Nottingham","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Unknown","HM Revenue and Customs","60","50","[c]","[c]"
"New entrant CS","2022","Nottingham","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Ministry of Justice","230","210","27810","26410"
"New entrant CS","2022","Oxfordshire CC","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Other","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Operational Delivery","Scottish Government","70","70","22570","21640"
"New entrant CS","2022","Perth and Kinross, and Stirling","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Other","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Operational Delivery","Ministry of Justice","70","60","29170","26990"
"New entrant CS","2022","Peterborough","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Digital, Data and Technology","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","Plymouth","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","HM Revenue and Customs","70","70","21830","21750"
"New entrant CS","2022","Plymouth","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Operational Delivery","Ministry of Justice","70","60","25650","23170"
"New entrant CS","2022","Plymouth","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
