"Status","Year","Region_ITL3","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Aberdeen City and Aberdeenshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Legal","Scottish Government","40","40","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Department for Business, Energy and Industrial Strategy","100","100","50230","47960"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Department for Transport","80","70","33540","27930"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Department for Work and Pensions","310","280","43810","27570"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Home Office","40","30","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Operational Delivery","Scottish Government","410","380","29620","29550"
"In post","2022","Aberdeen City and Aberdeenshire","Other","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Other","Scottish Government","50","40","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Security","Ministry of Defence","90","90","41430","44070"
"In post","2022","Aberdeen City and Aberdeenshire","Unknown","Scottish Government","680","650","36830","32040"
"In post","2022","Aberdeen City and Aberdeenshire","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Legal","Scottish Government","30","30","[c]","[c]"
"In post","2022","Angus and Dundee City","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Operational Delivery","Department for Work and Pensions","790","720","23910","21260"
"In post","2022","Angus and Dundee City","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Operational Delivery","Scottish Government","140","120","26210","23780"
"In post","2022","Angus and Dundee City","Other","Department for Work and Pensions","60","60","24680","21260"
"In post","2022","Angus and Dundee City","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Unknown","Scottish Government","940","910","29620","27230"
"In post","2022","Antrim and Newtownabbey","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Other","Ministry of Defence","70","70","21540","20560"
"In post","2022","Antrim and Newtownabbey","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Security","Ministry of Defence","70","70","21160","20560"
"In post","2022","Ards and North Down","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Operational Delivery","Department for Transport","40","40","[c]","[c]"
"In post","2022","Ards and North Down","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Other","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Ards and North Down","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Security","Ministry of Defence","100","90","21280","20560"
"In post","2022","Ards and North Down","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Counter Fraud","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","Department for Work and Pensions","410","370","30940","31060"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Operational Delivery","Ministry of Justice","140","130","31010","27980"
