"Status","Year","Parent_department","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Justice","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","Bedfordshire and Hertfordshire","140","140","38580","36540"
"In post","2022","Ministry of Justice","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","370","350","39880","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Cheshire","190","180","39750","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","Cumbria","60","50","36560","36410"
"In post","2022","Ministry of Justice","SEO/HEO","Derbyshire and Nottinghamshire","530","500","37860","36480"
"In post","2022","Ministry of Justice","SEO/HEO","Devon","200","190","38670","37600"
"In post","2022","Ministry of Justice","SEO/HEO","Dorset and Somerset","180","170","39250","38160"
"In post","2022","Ministry of Justice","SEO/HEO","East Anglia","650","630","38720","37700"
"In post","2022","Ministry of Justice","SEO/HEO","East Wales","460","440","37630","36610"
"In post","2022","Ministry of Justice","SEO/HEO","East Yorkshire and Northern Lincolnshire","230","220","39020","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","Essex","100","90","38180","37130"
"In post","2022","Ministry of Justice","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","350","320","38840","37970"
"In post","2022","Ministry of Justice","SEO/HEO","Greater Manchester","490","470","37360","36050"
"In post","2022","Ministry of Justice","SEO/HEO","Hampshire and Isle of Wight","190","180","39280","37280"
"In post","2022","Ministry of Justice","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","310","290","39100","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","Inner London - East","880","870","40180","41750"
"In post","2022","Ministry of Justice","SEO/HEO","Inner London - West","2250","2200","40420","41750"
"In post","2022","Ministry of Justice","SEO/HEO","Kent","420","400","39380","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Lancashire","450","430","39210","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Leicestershire, Rutland and Northamptonshire","390","370","38310","36720"
"In post","2022","Ministry of Justice","SEO/HEO","Lincolnshire","140","130","39120","36720"
"In post","2022","Ministry of Justice","SEO/HEO","Merseyside","280","270","36450","36050"
"In post","2022","Ministry of Justice","SEO/HEO","North Yorkshire","50","50","40000","37710"
"In post","2022","Ministry of Justice","SEO/HEO","Northumberland, and Tyne and Wear","170","160","35180","34110"
"In post","2022","Ministry of Justice","SEO/HEO","Outer London - East and North East","160","150","42570","41500"
"In post","2022","Ministry of Justice","SEO/HEO","Outer London - South","390","380","41690","39670"
"In post","2022","Ministry of Justice","SEO/HEO","Outer London - West and North West","180","180","41740","41500"
"In post","2022","Ministry of Justice","SEO/HEO","Shropshire and Staffordshire","500","480","39130","38150"
"In post","2022","Ministry of Justice","SEO/HEO","South Yorkshire","310","290","38630","37280"
"In post","2022","Ministry of Justice","SEO/HEO","Surrey, East and West Sussex","360","340","40500","38480"
"In post","2022","Ministry of Justice","SEO/HEO","Tees Valley and Durham","500","470","39460","38160"
"In post","2022","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice","SEO/HEO","West Central Scotland","150","150","32550","30450"
"In post","2022","Ministry of Justice","SEO/HEO","West Midlands","490","480","35290","34810"
"In post","2022","Ministry of Justice","SEO/HEO","West Wales and The Valleys","140","130","37540","36710"
"In post","2022","Ministry of Justice","SEO/HEO","West Yorkshire","810","770","37310","36050"
"In post","2022","Ministry of Justice","Unknown","Bedfordshire and Hertfordshire","400","370","29570","28200"
"In post","2022","Ministry of Justice","Unknown","Berkshire, Buckinghamshire and Oxfordshire","590","550","29800","26310"
"In post","2022","Ministry of Justice","Unknown","Cheshire","290","270","29030","27730"
"In post","2022","Ministry of Justice","Unknown","Cornwall and Isles of Scilly","100","90","29380","26310"
"In post","2022","Ministry of Justice","Unknown","Cumbria","150","130","30020","28200"
"In post","2022","Ministry of Justice","Unknown","Derbyshire and Nottinghamshire","760","680","29200","28200"
"In post","2022","Ministry of Justice","Unknown","Devon","350","320","29550","28200"
"In post","2022","Ministry of Justice","Unknown","Dorset and Somerset","360","330","28790","26310"
"In post","2022","Ministry of Justice","Unknown","East Anglia","870","790","28400","26310"
"In post","2022","Ministry of Justice","Unknown","East Wales","620","590","29630","28200"
"In post","2022","Ministry of Justice","Unknown","East Yorkshire and Northern Lincolnshire","400","360","30020","28200"
"In post","2022","Ministry of Justice","Unknown","Essex","460","420","28940","26310"
"In post","2022","Ministry of Justice","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","720","660","29320","28200"
"In post","2022","Ministry of Justice","Unknown","Greater Manchester","1190","1120","29570","28200"
"In post","2022","Ministry of Justice","Unknown","Hampshire and Isle of Wight","480","440","29820","28200"
"In post","2022","Ministry of Justice","Unknown","Herefordshire, Worcestershire and Warwickshire","400","360","29910","28200"
"In post","2022","Ministry of Justice","Unknown","Inner London - East","1020","980","35530","34100"
"In post","2022","Ministry of Justice","Unknown","Inner London - West","240","230","36440","35310"
"In post","2022","Ministry of Justice","Unknown","Kent","480","440","29990","28200"
"In post","2022","Ministry of Justice","Unknown","Lancashire","660","610","29640","28200"
"In post","2022","Ministry of Justice","Unknown","Leicestershire, Rutland and Northamptonshire","570","520","29570","28200"
"In post","2022","Ministry of Justice","Unknown","Lincolnshire","210","200","30110","28200"
"In post","2022","Ministry of Justice","Unknown","Merseyside","820","760","28950","26310"
"In post","2022","Ministry of Justice","Unknown","North Yorkshire","240","220","29520","28200"
"In post","2022","Ministry of Justice","Unknown","Northumberland, and Tyne and Wear","580","550","29430","28200"
"In post","2022","Ministry of Justice","Unknown","Outer London - East and North East","350","330","33720","33700"
"In post","2022","Ministry of Justice","Unknown","Outer London - South","320","290","33460","32090"
"In post","2022","Ministry of Justice","Unknown","Outer London - West and North West","410","390","33180","32090"
"In post","2022","Ministry of Justice","Unknown","Shropshire and Staffordshire","520","470","29690","28200"
"In post","2022","Ministry of Justice","Unknown","South Yorkshire","530","490","29640","28200"
"In post","2022","Ministry of Justice","Unknown","Surrey, East and West Sussex","630","570","30500","28480"
"In post","2022","Ministry of Justice","Unknown","Tees Valley and Durham","600","570","29830","28200"
"In post","2022","Ministry of Justice","Unknown","Unknown","50","40","31700","28200"
"In post","2022","Ministry of Justice","Unknown","West Midlands","1170","1080","29280","28200"
"In post","2022","Ministry of Justice","Unknown","West Wales and The Valleys","810","760","29220","28200"
"In post","2022","Ministry of Justice","Unknown","West Yorkshire","910","840","29790","28200"
"In post","2022","National Crime Agency","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Cheshire","50","50","22020","21050"
"In post","2022","National Crime Agency","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Inner London - East","90","90","26090","24470"
"In post","2022","National Crime Agency","AA/AO","Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Bedfordshire and Hertfordshire","60","50","34580","35410"
"In post","2022","National Crime Agency","EO","Berkshire, Buckinghamshire and Oxfordshire","70","70","37320","37560"
"In post","2022","National Crime Agency","EO","Cheshire","620","610","32500","32770"
"In post","2022","National Crime Agency","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2022","National Crime Agency","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","32210","32770"
"In post","2022","National Crime Agency","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2022","National Crime Agency","EO","Inner London - East","560","550","36000","36200"
"In post","2022","National Crime Agency","EO","Kent","90","90","36450","36410"
"In post","2022","National Crime Agency","EO","Lancashire","50","50","[c]","[c]"
"In post","2022","National Crime Agency","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Northern Ireland","50","50","33010","33100"
"In post","2022","National Crime Agency","EO","Northumberland, and Tyne and Wear","60","60","34000","33800"
"In post","2022","National Crime Agency","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Outer London - South","60","50","38880","39570"
"In post","2022","National Crime Agency","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","South Yorkshire","60","60","33430","32970"
"In post","2022","National Crime Agency","EO","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","EO","West Central Scotland","30","30","[c]","[c]"
"In post","2022","National Crime Agency","EO","West Midlands","230","220","33690","34140"
"In post","2022","National Crime Agency","EO","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","National Crime Agency","EO","West Yorkshire","80","80","34410","34160"
"In post","2022","National Crime Agency","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Cheshire","60","60","60390","57590"
"In post","2022","National Crime Agency","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Inner London - East","190","190","66880","66260"
"In post","2022","National Crime Agency","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Cheshire","490","480","41660","41590"
"In post","2022","National Crime Agency","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","41770","41860"
"In post","2022","National Crime Agency","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Inner London - East","660","640","45930","47130"
"In post","2022","National Crime Agency","SEO/HEO","Kent","80","80","45620","45340"
"In post","2022","National Crime Agency","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Leicestershire, Rutland and Northamptonshire","60","50","41950","42030"
"In post","2022","National Crime Agency","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Northern Ireland","60","60","42480","43710"
"In post","2022","National Crime Agency","SEO/HEO","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Outer London - South","40","40","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Overseas","110","110","60820","59940"
"In post","2022","National Crime Agency","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","West Midlands","190","180","42400","43710"
"In post","2022","National Crime Agency","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","SEO/HEO","West Yorkshire","70","70","42300","43450"
"In post","2022","Northern Ireland Office","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","Inner London - West","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","Inner London - West","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","SEO/HEO","Northern Ireland","60","60","35850","36720"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Greater Manchester","110","100","21180","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Greater Manchester","80","70","25830","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Inner London - West","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","69360","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Greater Manchester","60","60","66600","59810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Inner London - West","50","50","66940","62810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
