"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South West (England)","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","SEO/HEO","570","540","37960","37080"
"In post","2021","South West (England)","Finance","Unknown","110","110","41750","39980"
"In post","2021","South West (England)","Human Resources","AA/AO","150","140","21010","20920"
"In post","2021","South West (England)","Human Resources","EO","160","140","24890","25630"
"In post","2021","South West (England)","Human Resources","G6/G7","160","160","54560","54520"
"In post","2021","South West (England)","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Human Resources","SEO/HEO","380","350","35180","33300"
"In post","2021","South West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Inspector of Education and Training","G6/G7","40","40","[c]","[c]"
"In post","2021","South West (England)","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Inspector of Education and Training","SEO/HEO","30","30","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","EO","30","30","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Internal Audit","SEO/HEO","70","60","40600","40580"
"In post","2021","South West (England)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Knowledge and Information Management","AA/AO","60","60","20580","20910"
"In post","2021","South West (England)","Knowledge and Information Management","EO","80","70","25060","26350"
"In post","2021","South West (England)","Knowledge and Information Management","G6/G7","80","70","55330","54540"
"In post","2021","South West (England)","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Knowledge and Information Management","SEO/HEO","260","250","35560","35410"
"In post","2021","South West (England)","Knowledge and Information Management","Unknown","50","50","46120","41820"
"In post","2021","South West (England)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Legal","EO","110","110","26180","25560"
"In post","2021","South West (England)","Legal","G6/G7","220","200","56700","55610"
"In post","2021","South West (England)","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Legal","SEO/HEO","180","170","36330","35000"
"In post","2021","South West (England)","Medicine","AA/AO","110","100","20790","21140"
"In post","2021","South West (England)","Medicine","EO","60","50","30190","30620"
"In post","2021","South West (England)","Medicine","G6/G7","100","80","78440","79040"
"In post","2021","South West (England)","Medicine","SCS","30","30","[c]","[c]"
"In post","2021","South West (England)","Medicine","SEO/HEO","120","110","37570","37890"
"In post","2021","South West (England)","Operational Delivery","AA/AO","4350","4000","22880","21550"
"In post","2021","South West (England)","Operational Delivery","EO","2400","2220","27380","26780"
"In post","2021","South West (England)","Operational Delivery","G6/G7","490","470","57230","55560"
"In post","2021","South West (England)","Operational Delivery","SCS","40","40","[c]","[c]"
"In post","2021","South West (England)","Operational Delivery","SEO/HEO","2120","1980","36470","34830"
"In post","2021","South West (England)","Operational Delivery","Unknown","1040","940","30030","28650"
"In post","2021","South West (England)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Operational Research","G6/G7","60","50","51600","47140"
"In post","2021","South West (England)","Operational Research","SEO/HEO","40","40","[c]","[c]"
"In post","2021","South West (England)","Other","AA/AO","1220","1160","20670","20920"
"In post","2021","South West (England)","Other","EO","1150","1080","24410","25880"
"In post","2021","South West (England)","Other","G6/G7","370","360","55970","54540"
"In post","2021","South West (England)","Other","SCS","40","40","[c]","[c]"
"In post","2021","South West (England)","Other","SEO/HEO","1660","1600","34100","33300"
"In post","2021","South West (England)","Other","Unknown","40","40","[c]","[c]"
"In post","2021","South West (England)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Planning Inspectors","G6/G7","320","280","57610","58810"
"In post","2021","South West (England)","Planning Inspectors","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Policy","EO","50","50","[c]","[c]"
"In post","2021","South West (England)","Policy","G6/G7","240","230","53750","50560"
"In post","2021","South West (England)","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Policy","SEO/HEO","440","420","34710","35900"
"In post","2021","South West (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Project Delivery","AA/AO","50","50","21010","20920"
"In post","2021","South West (England)","Project Delivery","EO","590","570","25210","26350"
"In post","2021","South West (England)","Project Delivery","G6/G7","1040","1010","55160","54540"
"In post","2021","South West (England)","Project Delivery","SCS","60","60","95680","86760"
"In post","2021","South West (England)","Project Delivery","SEO/HEO","2580","2490","36610","37320"
"In post","2021","South West (England)","Project Delivery","Unknown","430","420","43350","40250"
"In post","2021","South West (England)","Property","AA/AO","100","90","19290","18800"
"In post","2021","South West (England)","Property","EO","160","150","26350","26350"
"In post","2021","South West (England)","Property","G6/G7","120","120","54760","54540"
"In post","2021","South West (England)","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Property","SEO/HEO","500","480","36120","33640"
"In post","2021","South West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Psychology","SEO/HEO","60","50","37000","36710"
"In post","2021","South West (England)","Science and Engineering","AA/AO","420","410","20810","21050"
"In post","2021","South West (England)","Science and Engineering","EO","810","800","24550","25590"
"In post","2021","South West (England)","Science and Engineering","G6/G7","1360","1310","53560","50600"
"In post","2021","South West (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Science and Engineering","SEO/HEO","3190","3070","36680","37320"
"In post","2021","South West (England)","Science and Engineering","Unknown","580","570","40510","39860"
"In post","2021","South West (England)","Security","AA/AO","780","760","25590","20060"
"In post","2021","South West (England)","Security","EO","210","210","25890","22780"
"In post","2021","South West (England)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Security","SEO/HEO","120","120","37990","36820"
"In post","2021","South West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","G6/G7","40","30","[c]","[c]"
"In post","2021","South West (England)","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","SEO/HEO","110","100","36750","36300"
"In post","2021","South West (England)","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Tax","EO","80","70","26660","25560"
"In post","2021","South West (England)","Tax","G6/G7","160","160","56420","52580"
"In post","2021","South West (England)","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Tax","SEO/HEO","320","300","33910","31810"
"In post","2021","South West (England)","Unknown","AA/AO","1910","1590","20890","21010"
"In post","2021","South West (England)","Unknown","EO","3620","3220","27450","27570"
"In post","2021","South West (England)","Unknown","G6/G7","210","200","59050","54540"
"In post","2021","South West (England)","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","South West (England)","Unknown","SEO/HEO","940","890","35030","33300"
"In post","2021","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Veterinarian","SEO/HEO","60","60","41240","37530"
"In post","2021","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","EO","40","30","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","80","80","44160","43710"
"In post","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","1840","1830","37610","34460"
"In post","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","70","70","27660","27370"
"In post","2021","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","200","180","22410","21010"
"In post","2021","Unknown","Unknown","EO","540","500","27960","27570"
"In post","2021","Unknown","Unknown","G6/G7","150","140","56820","54700"
"In post","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","620","610","32450","32000"
"In post","2021","Wales","Commercial","AA/AO","40","40","[c]","[c]"
"In post","2021","Wales","Commercial","EO","70","70","26380","26740"
"In post","2021","Wales","Commercial","G6/G7","40","40","[c]","[c]"
"In post","2021","Wales","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Commercial","SEO/HEO","170","160","35880","34760"
"In post","2021","Wales","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Communications","AA/AO","40","30","[c]","[c]"
"In post","2021","Wales","Communications","EO","80","70","27280","26780"
"In post","2021","Wales","Communications","G6/G7","50","40","[c]","[c]"
"In post","2021","Wales","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Communications","SEO/HEO","190","180","37290","37410"
"In post","2021","Wales","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Digital, Data and Technology","AA/AO","100","90","21990","21590"
"In post","2021","Wales","Digital, Data and Technology","EO","470","450","27510","26670"
"In post","2021","Wales","Digital, Data and Technology","G6/G7","400","390","58260","56490"
"In post","2021","Wales","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Digital, Data and Technology","SEO/HEO","1040","1020","38840","38000"
"In post","2021","Wales","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","G6/G7","60","60","56850","56620"
"In post","2021","Wales","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Economics","SEO/HEO","60","60","33280","31050"
"In post","2021","Wales","Finance","AA/AO","130","120","21780","21590"
"In post","2021","Wales","Finance","EO","160","150","27430","28850"
"In post","2021","Wales","Finance","G6/G7","120","120","58960","60830"
"In post","2021","Wales","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Finance","SEO/HEO","280","260","39090","37410"
"In post","2021","Wales","Human Resources","AA/AO","130","120","22080","22120"
"In post","2021","Wales","Human Resources","EO","160","150","26350","26690"
"In post","2021","Wales","Human Resources","G6/G7","120","110","55880","55110"
"In post","2021","Wales","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Human Resources","SEO/HEO","370","350","35690","35000"
"In post","2021","Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Inspector of Education and Training","G6/G7","60","60","74480","74730"
"In post","2021","Wales","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Wales","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","AA/AO","40","40","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","EO","40","40","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","SEO/HEO","70","70","38150","37410"
"In post","2021","Wales","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal","EO","90","90","25990","25560"
"In post","2021","Wales","Legal","G6/G7","330","300","57500","56620"
"In post","2021","Wales","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal","SEO/HEO","200","180","35930","35000"
"In post","2021","Wales","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Medicine","EO","50","40","[c]","[c]"
"In post","2021","Wales","Medicine","G6/G7","100","90","74400","75900"
"In post","2021","Wales","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Medicine","SEO/HEO","100","90","39820","37890"
"In post","2021","Wales","Operational Delivery","AA/AO","8900","7770","21310","21590"
"In post","2021","Wales","Operational Delivery","EO","3470","3220","26460","26470"
"In post","2021","Wales","Operational Delivery","G6/G7","520","510","58720","58210"
"In post","2021","Wales","Operational Delivery","SCS","70","70","89160","79230"
"In post","2021","Wales","Operational Delivery","SEO/HEO","2580","2450","35920","34860"
"In post","2021","Wales","Operational Delivery","Unknown","1080","1010","29720","28470"
"In post","2021","Wales","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other","AA/AO","320","310","21110","20920"
"In post","2021","Wales","Other","EO","170","160","27660","28850"
"In post","2021","Wales","Other","G6/G7","130","120","61570","60830"
"In post","2021","Wales","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other","SEO/HEO","460","440","39200","37410"
"In post","2021","Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Policy","AA/AO","200","190","22870","23830"
"In post","2021","Wales","Policy","EO","350","330","28220","28850"
"In post","2021","Wales","Policy","G6/G7","390","380","59820","60830"
"In post","2021","Wales","Policy","SCS","70","70","89210","80360"
"In post","2021","Wales","Policy","SEO/HEO","940","890","39690","37410"
"In post","2021","Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Project Delivery","EO","70","70","26560","26670"
"In post","2021","Wales","Project Delivery","G6/G7","160","160","55040","52620"
"In post","2021","Wales","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Project Delivery","SEO/HEO","260","260","36700","36790"
"In post","2021","Wales","Property","AA/AO","70","60","21010","21590"
"In post","2021","Wales","Property","EO","100","90","26740","26490"
"In post","2021","Wales","Property","G6/G7","50","40","[c]","[c]"
"In post","2021","Wales","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Property","SEO/HEO","200","190","37310","36450"
"In post","2021","Wales","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Psychology","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Wales","Science and Engineering","AA/AO","80","80","20210","21000"
"In post","2021","Wales","Science and Engineering","EO","240","230","28940","28750"
"In post","2021","Wales","Science and Engineering","G6/G7","190","180","60110","59720"
"In post","2021","Wales","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Science and Engineering","SEO/HEO","220","210","40050","40720"
"In post","2021","Wales","Security","AA/AO","190","190","21820","20060"
"In post","2021","Wales","Security","EO","40","40","[c]","[c]"
"In post","2021","Wales","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Security","SEO/HEO","70","60","36070","33320"
"In post","2021","Wales","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","G6/G7","60","60","51500","49100"
"In post","2021","Wales","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Social Research","SEO/HEO","330","310","38880","37020"
"In post","2021","Wales","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Statistics","EO","40","40","[c]","[c]"
"In post","2021","Wales","Statistics","G6/G7","110","110","54370","51640"
"In post","2021","Wales","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Statistics","SEO/HEO","220","210","34970","36840"
"In post","2021","Wales","Tax","AA/AO","360","340","20170","20140"
"In post","2021","Wales","Tax","EO","530","500","25660","25560"
"In post","2021","Wales","Tax","G6/G7","160","150","54540","52580"
"In post","2021","Wales","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Tax","SEO/HEO","610","590","33300","31810"
"In post","2021","Wales","Unknown","AA/AO","2220","1940","20810","21010"
"In post","2021","Wales","Unknown","EO","3200","2910","27440","27570"
"In post","2021","Wales","Unknown","G6/G7","80","80","54600","52580"
"In post","2021","Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","SEO/HEO","570","540","33360","32470"
"In post","2021","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Veterinarian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Veterinarian","SEO/HEO","50","50","38570","37360"
"In post","2021","West Midlands (England)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Commercial","EO","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Commercial","G6/G7","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Commercial","SEO/HEO","150","150","39230","38440"
"In post","2021","West Midlands (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Communications","EO","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Communications","G6/G7","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Communications","SEO/HEO","70","70","37550","36960"
"In post","2021","West Midlands (England)","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Counter Fraud","SEO/HEO","60","60","37150","37380"
"In post","2021","West Midlands (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Digital, Data and Technology","EO","120","120","26320","26000"
"In post","2021","West Midlands (England)","Digital, Data and Technology","G6/G7","250","250","55900","52580"
"In post","2021","West Midlands (England)","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Digital, Data and Technology","SEO/HEO","470","450","35860","35900"
"In post","2021","West Midlands (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Finance","EO","90","90","25840","26000"
"In post","2021","West Midlands (England)","Finance","G6/G7","140","140","56080","52580"
"In post","2021","West Midlands (England)","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Finance","SEO/HEO","250","240","36850","36780"
"In post","2021","West Midlands (England)","Human Resources","AA/AO","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Human Resources","EO","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Human Resources","G6/G7","60","60","56250","53800"
"In post","2021","West Midlands (England)","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Human Resources","SEO/HEO","180","170","36670","36260"
"In post","2021","West Midlands (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Inspector of Education and Training","G6/G7","60","60","75620","75500"
"In post","2021","West Midlands (England)","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Inspector of Education and Training","SEO/HEO","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Intelligence Analysis","EO","60","50","27850","27380"
"In post","2021","West Midlands (England)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Internal Audit","EO","[c]","[c]","[c]","[c]"
