"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","AA/AO","410","400","26590","24110"
"In post","2021","London","Security","EO","160","160","31700","29990"
"In post","2021","London","Security","G6/G7","180","180","61920","59640"
"In post","2021","London","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","SEO/HEO","450","440","41670","41410"
"In post","2021","London","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","G6/G7","190","180","59670","58130"
"In post","2021","London","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","SEO/HEO","240","230","38420","40020"
"In post","2021","London","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","EO","110","100","30010","30100"
"In post","2021","London","Statistics","G6/G7","340","330","59330","59160"
"In post","2021","London","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","SEO/HEO","420","410","39020","39590"
"In post","2021","London","Tax","AA/AO","60","60","24770","24120"
"In post","2021","London","Tax","EO","460","430","30930","30700"
"In post","2021","London","Tax","G6/G7","530","500","62870","59160"
"In post","2021","London","Tax","SCS","40","40","[c]","[c]"
"In post","2021","London","Tax","SEO/HEO","1210","1150","38620","36590"
"In post","2021","London","Unknown","AA/AO","1870","1670","24480","25110"
"In post","2021","London","Unknown","EO","7110","6720","30770","31060"
"In post","2021","London","Unknown","G6/G7","3530","3440","60260","57750"
"In post","2021","London","Unknown","SCS","1040","1020","93780","81450"
"In post","2021","London","Unknown","SEO/HEO","4590","4520","36070","36630"
"In post","2021","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","London","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Commercial","SEO/HEO","80","80","38020","37100"
"In post","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","SEO/HEO","60","60","34980","33280"
"In post","2021","North East (England)","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","EO","80","80","26240","25560"
"In post","2021","North East (England)","Digital, Data and Technology","G6/G7","170","170","53740","52580"
"In post","2021","North East (England)","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","SEO/HEO","420","400","35260","35900"
"In post","2021","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","EO","50","50","26120","26000"
"In post","2021","North East (England)","Finance","G6/G7","90","90","54990","52580"
"In post","2021","North East (England)","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","SEO/HEO","210","200","34990","36500"
"In post","2021","North East (England)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","SEO/HEO","80","70","35300","33840"
"In post","2021","North East (England)","Intelligence Analysis","EO","40","30","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"In post","2021","North East (England)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","EO","100","100","26010","25560"
"In post","2021","North East (England)","Legal","G6/G7","160","150","55160","55610"
"In post","2021","North East (England)","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","SEO/HEO","160","140","35780","36500"
"In post","2021","North East (England)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","AA/AO","8030","6770","22000","21430"
"In post","2021","North East (England)","Operational Delivery","EO","2880","2620","26570","25560"
"In post","2021","North East (England)","Operational Delivery","G6/G7","270","270","55150","52580"
"In post","2021","North East (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","SEO/HEO","1810","1720","34880","32180"
"In post","2021","North East (England)","Operational Delivery","Unknown","700","650","29190","28200"
"In post","2021","North East (England)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","AA/AO","120","120","20570","21090"
"In post","2021","North East (England)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","SEO/HEO","60","50","35580","37460"
"In post","2021","North East (England)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","EO","50","50","25740","26000"
"In post","2021","North East (England)","Policy","G6/G7","110","110","53530","50840"
"In post","2021","North East (England)","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","SEO/HEO","180","170","34940","36500"
"In post","2021","North East (England)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","EO","70","70","25950","25560"
"In post","2021","North East (England)","Project Delivery","G6/G7","280","270","52670","52580"
"In post","2021","North East (England)","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","SEO/HEO","510","480","35250","36970"
"In post","2021","North East (England)","Property","AA/AO","50","40","[c]","[c]"
"In post","2021","North East (England)","Property","EO","60","60","25700","25860"
"In post","2021","North East (England)","Property","G6/G7","50","50","[c]","[c]"
"In post","2021","North East (England)","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","SEO/HEO","130","120","36010","35900"
"In post","2021","North East (England)","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Psychology","SEO/HEO","60","60","39110","40060"
"In post","2021","North East (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","SEO/HEO","50","40","[c]","[c]"
"In post","2021","North East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","AA/AO","660","630","20190","20140"
"In post","2021","North East (England)","Tax","EO","670","640","25720","25560"
"In post","2021","North East (England)","Tax","G6/G7","200","200","54610","52580"
"In post","2021","North East (England)","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","SEO/HEO","620","590","33330","31810"
"In post","2021","North East (England)","Unknown","AA/AO","4680","4050","20810","21010"
"In post","2021","North East (England)","Unknown","EO","3760","3350","27300","27570"
"In post","2021","North East (England)","Unknown","G6/G7","550","530","55900","52620"
"In post","2021","North East (England)","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","SEO/HEO","1600","1510","34040","32960"
"In post","2021","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","EO","70","60","25230","25000"
"In post","2021","North West (England)","Commercial","G6/G7","90","90","56990","52580"
"In post","2021","North West (England)","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","SEO/HEO","330","310","35870","35570"
"In post","2021","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","EO","30","30","[c]","[c]"
"In post","2021","North West (England)","Communications","G6/G7","40","40","[c]","[c]"
