"Status","Year","Sex","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","AA/AO","500","490","20350","20140"
"New entrant CS","2021","Female","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","EO","140","140","26290","26180"
"New entrant CS","2021","Female","Digital, Data & Technology","G6/G7","170","160","56680","54700"
"New entrant CS","2021","Female","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","SEO/HEO","350","340","36010","35500"
"New entrant CS","2021","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","AA/AO","60","60","20500","20150"
"New entrant CS","2021","Female","Finance","EO","110","100","25180","26350"
"New entrant CS","2021","Female","Finance","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","SEO/HEO","210","210","36450","36570"
"New entrant CS","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","AA/AO","150","140","20950","20920"
"New entrant CS","2021","Female","Human Resources","EO","150","150","25800","26300"
"New entrant CS","2021","Female","Human Resources","G6/G7","80","80","56740","55000"
"New entrant CS","2021","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","SEO/HEO","220","210","34250","33470"
"New entrant CS","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","AA/AO","280","270","20490","20120"
"New entrant CS","2021","Female","Legal","EO","140","140","26860","26950"
"New entrant CS","2021","Female","Legal","G6/G7","250","240","53710","51250"
"New entrant CS","2021","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","SEO/HEO","240","240","34870","36800"
"New entrant CS","2021","Female","No function","AA/AO","5470","5240","21270","20600"
"New entrant CS","2021","Female","No function","EO","1940","1900","26370","25970"
"New entrant CS","2021","Female","No function","G6/G7","590","560","56710","53380"
"New entrant CS","2021","Female","No function","SCS","90","70","92430","87250"
"New entrant CS","2021","Female","No function","SEO/HEO","3000","2840","33680","32790"
"New entrant CS","2021","Female","No function","Unknown","1120","1030","22850","22920"
"New entrant CS","2021","Female","Project Delivery","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","EO","220","210","24090","25560"
"New entrant CS","2021","Female","Project Delivery","G6/G7","120","110","55450","53500"
"New entrant CS","2021","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","SEO/HEO","380","370","35410","34710"
"New entrant CS","2021","Female","Project Delivery","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Property","AA/AO","120","120","20650","20880"
"New entrant CS","2021","Female","Property","EO","80","70","25170","24920"
"New entrant CS","2021","Female","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","SEO/HEO","90","80","35350","34780"
"New entrant CS","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","AA/AO","130","130","21880","20800"
"New entrant CS","2021","Female","Security","EO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","AA/AO","4060","3950","21530","21010"
"New entrant CS","2021","Female","Unknown","EO","7530","7280","28450","27570"
"New entrant CS","2021","Female","Unknown","G6/G7","370","340","58460","56120"
"New entrant CS","2021","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","SEO/HEO","990","960","35720","35050"
"New entrant CS","2021","Female","Unknown","Unknown","220","220","[c]","[c]"
"New entrant CS","2021","Male","Analysis","AA/AO","60","60","21620","21050"
"New entrant CS","2021","Male","Analysis","EO","100","100","26800","27000"
"New entrant CS","2021","Male","Analysis","G6/G7","70","70","59270","56320"
"New entrant CS","2021","Male","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","SEO/HEO","380","380","33670","32750"
"New entrant CS","2021","Male","Commercial","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Commercial","EO","50","50","25570","26350"
"New entrant CS","2021","Male","Commercial","G6/G7","70","70","69920","63130"
"New entrant CS","2021","Male","Commercial","SCS","90","90","85060","72000"
"New entrant CS","2021","Male","Commercial","SEO/HEO","130","130","37390","36800"
"New entrant CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","EO","410","410","25530","25560"
"New entrant CS","2021","Male","Communications","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","SEO/HEO","170","170","34310","31810"
"New entrant CS","2021","Male","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","EO","50","50","26390","25560"
"New entrant CS","2021","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Debt","AA/AO","440","430","20290","20140"
"New entrant CS","2021","Male","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","AA/AO","50","50","21420","21040"
"New entrant CS","2021","Male","Digital, Data & Technology","EO","240","240","26490","26130"
"New entrant CS","2021","Male","Digital, Data & Technology","G6/G7","320","310","57700","54990"
"New entrant CS","2021","Male","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","SEO/HEO","510","510","36670","36500"
"New entrant CS","2021","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","AA/AO","50","40","[c]","[c]"
"New entrant CS","2021","Male","Finance","EO","80","80","24190","25000"
"New entrant CS","2021","Male","Finance","G6/G7","50","50","59480","57910"
"New entrant CS","2021","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","SEO/HEO","170","160","35840","34550"
"New entrant CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","AA/AO","60","60","20450","20800"
"New entrant CS","2021","Male","Human Resources","EO","60","60","25840","26430"
"New entrant CS","2021","Male","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","SEO/HEO","90","80","33790","33060"
"New entrant CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","AA/AO","110","110","20420","20120"
"New entrant CS","2021","Male","Legal","EO","70","70","27070","26950"
"New entrant CS","2021","Male","Legal","G6/G7","170","160","53460","50520"
"New entrant CS","2021","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","SEO/HEO","130","130","34990","37230"
"New entrant CS","2021","Male","No function","AA/AO","4620","4540","22130","21050"
"New entrant CS","2021","Male","No function","EO","1280","1270","27020","26200"
"New entrant CS","2021","Male","No function","G6/G7","570","550","57470","54500"
"New entrant CS","2021","Male","No function","SCS","100","90","99500","90000"
"New entrant CS","2021","Male","No function","SEO/HEO","2100","2060","34110","33210"
"New entrant CS","2021","Male","No function","Unknown","310","280","23210","22920"
"New entrant CS","2021","Male","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","EO","240","240","22640","23230"
"New entrant CS","2021","Male","Project Delivery","G6/G7","150","150","56310","54520"
"New entrant CS","2021","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","SEO/HEO","520","520","36510","36030"
"New entrant CS","2021","Male","Project Delivery","Unknown","120","120","35670","33000"
"New entrant CS","2021","Male","Property","AA/AO","140","130","21450","20880"
"New entrant CS","2021","Male","Property","EO","90","90","25840","25000"
"New entrant CS","2021","Male","Property","G6/G7","60","60","56500","54540"
"New entrant CS","2021","Male","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","SEO/HEO","160","160","34530","33150"
"New entrant CS","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","AA/AO","480","480","25270","23540"
"New entrant CS","2021","Male","Security","EO","80","70","27090","26000"
"New entrant CS","2021","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","SEO/HEO","60","60","35820","34550"
"New entrant CS","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","AA/AO","3430","3410","21420","21010"
"New entrant CS","2021","Male","Unknown","EO","4970","4930","28220","27570"
"New entrant CS","2021","Male","Unknown","G6/G7","430","420","60220","57430"
"New entrant CS","2021","Male","Unknown","SCS","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","SEO/HEO","860","850","36080","35310"
"New entrant CS","2021","Male","Unknown","Unknown","120","120","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","AA/AO","90","80","22000","21260"
"New entrant CS","2022","Female","Analysis","EO","140","130","26890","26670"
"New entrant CS","2022","Female","Analysis","G6/G7","60","50","55590","53360"
"New entrant CS","2022","Female","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","SEO/HEO","430","410","34030","33000"
"New entrant CS","2022","Female","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","EO","140","130","26070","26350"
"New entrant CS","2022","Female","Commercial","G6/G7","130","120","63190","62400"
"New entrant CS","2022","Female","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","SEO/HEO","250","210","35170","35000"
"New entrant CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","AA/AO","80","80","21440","21250"
"New entrant CS","2022","Female","Communications","EO","410","390","26750","26590"
"New entrant CS","2022","Female","Communications","G6/G7","60","50","57140","54270"
"New entrant CS","2022","Female","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","SEO/HEO","260","260","35810","34260"
"New entrant CS","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","AA/AO","300","280","22310","21260"
"New entrant CS","2022","Female","Counter Fraud","EO","460","450","27610","27570"
"New entrant CS","2022","Female","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","SEO/HEO","70","60","35110","33080"
"New entrant CS","2022","Female","Debt","AA/AO","590","560","21290","21250"
"New entrant CS","2022","Female","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","AA/AO","130","130","20810","21170"
"New entrant CS","2022","Female","Digital, Data & Technology","EO","210","200","26500","26590"
"New entrant CS","2022","Female","Digital, Data & Technology","G6/G7","220","220","53700","53360"
"New entrant CS","2022","Female","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","SEO/HEO","540","520","35690","35310"
"New entrant CS","2022","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","AA/AO","100","90","21140","21250"
"New entrant CS","2022","Female","Finance","EO","180","160","25410","25120"
"New entrant CS","2022","Female","Finance","G6/G7","80","80","55430","54110"
"New entrant CS","2022","Female","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","SEO/HEO","280","250","36130","36120"
"New entrant CS","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","AA/AO","280","260","21240","21300"
"New entrant CS","2022","Female","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","AA/AO","220","210","21310","21170"
"New entrant CS","2022","Female","Human Resources","EO","280","260","26110","26350"
"New entrant CS","2022","Female","Human Resources","G6/G7","110","110","55110","53290"
"New entrant CS","2022","Female","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","SEO/HEO","320","310","34280","33080"
"New entrant CS","2022","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","AA/AO","240","240","21410","21250"
"New entrant CS","2022","Female","Legal","EO","220","210","27160","26950"
"New entrant CS","2022","Female","Legal","G6/G7","250","230","53880","52080"
"New entrant CS","2022","Female","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","SEO/HEO","160","150","40040","40000"
"New entrant CS","2022","Female","No function","AA/AO","9290","8910","21960","21260"
"New entrant CS","2022","Female","No function","EO","4650","4480","27490","27570"
"New entrant CS","2022","Female","No function","G6/G7","830","790","55740","53210"
"New entrant CS","2022","Female","No function","SCS","100","90","94210","89320"
"New entrant CS","2022","Female","No function","SEO/HEO","3820","3690","34060","33080"
"New entrant CS","2022","Female","No function","Unknown","6470","5950","28000","24800"
"New entrant CS","2022","Female","Project Delivery","AA/AO","90","80","21220","21300"
"New entrant CS","2022","Female","Project Delivery","EO","230","230","24250","24750"
"New entrant CS","2022","Female","Project Delivery","G6/G7","100","100","55390","54110"
"New entrant CS","2022","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","SEO/HEO","380","370","35220","34710"
"New entrant CS","2022","Female","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Female","Property","AA/AO","180","180","21440","21750"
"New entrant CS","2022","Female","Property","EO","140","130","25260","25000"
"New entrant CS","2022","Female","Property","G6/G7","60","50","55190","54140"
"New entrant CS","2022","Female","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","SEO/HEO","150","140","35830","34260"
"New entrant CS","2022","Female","Security","AA/AO","90","90","23440","23540"
"New entrant CS","2022","Female","Security","EO","70","60","26060","26350"
"New entrant CS","2022","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","SEO/HEO","70","70","35150","33570"
"New entrant CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","AA/AO","1870","1790","21780","21260"
"New entrant CS","2022","Female","Unknown","EO","1790","1710","27210","27230"
"New entrant CS","2022","Female","Unknown","G6/G7","350","330","57950","55000"
"New entrant CS","2022","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","SEO/HEO","1170","1130","36070","35050"
"New entrant CS","2022","Female","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Male","Analysis","AA/AO","100","100","21440","21260"
"New entrant CS","2022","Male","Analysis","EO","140","130","26640","26350"
"New entrant CS","2022","Male","Analysis","G6/G7","90","80","59110","54910"
"New entrant CS","2022","Male","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Analysis","SEO/HEO","440","420","33770","33080"
"New entrant CS","2022","Male","Commercial","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Commercial","EO","80","80","25490","26130"
"New entrant CS","2022","Male","Commercial","G6/G7","130","120","70090","70000"
"New entrant CS","2022","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","SEO/HEO","190","160","36190","36360"
"New entrant CS","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","AA/AO","80","80","21500","21250"
"New entrant CS","2022","Male","Communications","EO","390","380","26600","26590"
"New entrant CS","2022","Male","Communications","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","SEO/HEO","190","190","34820","33080"
"New entrant CS","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","AA/AO","240","240","22170","21260"
"New entrant CS","2022","Male","Counter Fraud","EO","390","390","27720","27570"
"New entrant CS","2022","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","SEO/HEO","120","120","34920","33080"
"New entrant CS","2022","Male","Debt","AA/AO","390","380","21280","21250"
"New entrant CS","2022","Male","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","AA/AO","150","150","20370","21110"
"New entrant CS","2022","Male","Digital, Data & Technology","EO","380","380","26530","26370"
"New entrant CS","2022","Male","Digital, Data & Technology","G6/G7","450","440","56100","54700"
"New entrant CS","2022","Male","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data & Technology","SEO/HEO","780","750","36240","35900"
"New entrant CS","2022","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","AA/AO","80","70","21180","21250"
"New entrant CS","2022","Male","Finance","EO","150","140","25280","25000"
"New entrant CS","2022","Male","Finance","G6/G7","70","70","55870","54070"
"New entrant CS","2022","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","SEO/HEO","220","210","36500","36500"
"New entrant CS","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","AA/AO","200","200","21190","21300"
"New entrant CS","2022","Male","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","AA/AO","90","90","21400","21170"
"New entrant CS","2022","Male","Human Resources","EO","110","110","26250","26880"
"New entrant CS","2022","Male","Human Resources","G6/G7","60","50","57010","55740"
"New entrant CS","2022","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","SEO/HEO","150","140","34480","33000"
"New entrant CS","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","AA/AO","80","80","21320","21250"
"New entrant CS","2022","Male","Legal","EO","90","90","27360","26950"
"New entrant CS","2022","Male","Legal","G6/G7","120","120","53670","51200"
"New entrant CS","2022","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","SEO/HEO","80","80","39540","40300"
"New entrant CS","2022","Male","No function","AA/AO","7210","7080","22420","21260"
"New entrant CS","2022","Male","No function","EO","3420","3370","27580","27570"
"New entrant CS","2022","Male","No function","G6/G7","700","690","55970","53380"
"New entrant CS","2022","Male","No function","SCS","80","80","98510","87000"
"New entrant CS","2022","Male","No function","SEO/HEO","2980","2940","34100","33080"
"New entrant CS","2022","Male","No function","Unknown","2370","2180","30020","27980"
"New entrant CS","2022","Male","Project Delivery","AA/AO","50","50","21270","21260"
"New entrant CS","2022","Male","Project Delivery","EO","270","270","22240","23240"
"New entrant CS","2022","Male","Project Delivery","G6/G7","160","160","56960","54110"
"New entrant CS","2022","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","SEO/HEO","520","520","36800","36720"
"New entrant CS","2022","Male","Project Delivery","Unknown","130","130","36970","33000"
"New entrant CS","2022","Male","Property","AA/AO","140","140","21770","21750"
"New entrant CS","2022","Male","Property","EO","130","130","25600","25000"
"New entrant CS","2022","Male","Property","G6/G7","100","90","56710","54490"
"New entrant CS","2022","Male","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","SEO/HEO","220","220","35240","33000"
"New entrant CS","2022","Male","Security","AA/AO","390","390","25430","25000"
"New entrant CS","2022","Male","Security","EO","130","120","28070","26350"
"New entrant CS","2022","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","SEO/HEO","100","100","35550","34260"
"New entrant CS","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","AA/AO","1350","1330","21670","21260"
"New entrant CS","2022","Male","Unknown","EO","1570","1490","27510","27230"
"New entrant CS","2022","Male","Unknown","G6/G7","350","340","59550","57430"
"New entrant CS","2022","Male","Unknown","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Male","Unknown","SEO/HEO","960","950","36160","35050"
"New entrant CS","2022","Male","Unknown","Unknown","140","130","21390","16190"
"New entrant CS","2022","Unknown","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
