"Status","Year","Region_ITL3","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South Nottinghamshire","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","EO","Unknown","40","40","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Operational Delivery","80","70","40250","38160"
"In post","2021","South Nottinghamshire","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Psychology","40","40","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","AA/AO","Operational Delivery","150","130","19960","19830"
"In post","2021","South Teesside","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","AA/AO","Unknown","280","260","20870","21010"
"In post","2021","South Teesside","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Operational Delivery","120","110","25530","25310"
"In post","2021","South Teesside","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","EO","Unknown","300","260","27410","27570"
"In post","2021","South Teesside","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","G6/G7","Legal","40","40","[c]","[c]"
"In post","2021","South Teesside","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","SEO/HEO","Unknown","50","40","[c]","[c]"
"In post","2021","South Teesside","Unknown","Operational Delivery","120","100","28050","28200"
"In post","2021","South Teesside","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Operational Delivery","220","210","22250","22160"
"In post","2021","South West Wales","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","AA/AO","Unknown","180","150","20840","21010"
"In post","2021","South West Wales","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Operational Delivery","170","160","27530","27770"
"In post","2021","South West Wales","EO","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","EO","Unknown","220","190","27460","27570"
"In post","2021","South West Wales","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Policy","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Operational Delivery","120","110","38320","37410"
"In post","2021","South West Wales","SEO/HEO","Other","70","60","39110","37410"
"In post","2021","South West Wales","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Policy","80","70","40220","37410"
"In post","2021","South West Wales","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2021","South West Wales","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Unknown","Operational Delivery","70","70","27930","24020"
"In post","2021","Southampton","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Operational Delivery","170","140","20810","20910"
"In post","2021","Southampton","AA/AO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","AA/AO","Unknown","70","60","20690","21010"
"In post","2021","Southampton","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Operational Delivery","120","110","26080","26210"
"In post","2021","Southampton","EO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Policy","30","30","[c]","[c]"
"In post","2021","Southampton","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","EO","Unknown","180","160","27490","27570"
"In post","2021","Southampton","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Southampton","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Policy","50","40","[c]","[c]"
"In post","2021","Southampton","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Operational Delivery","100","100","39790","39480"
"In post","2021","Southampton","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Policy","80","80","36640","38650"
"In post","2021","Southampton","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Property","30","30","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Unknown","Operational Delivery","70","60","28080","28200"
"In post","2021","Southampton","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Operational Delivery","180","150","20540","20720"
"In post","2021","Southend-on-Sea","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","AA/AO","Unknown","80","70","23960","24180"
"In post","2021","Southend-on-Sea","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Operational Delivery","90","80","26220","25560"
"In post","2021","Southend-on-Sea","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","EO","Tax","50","50","26890","27230"
"In post","2021","Southend-on-Sea","EO","Unknown","150","140","29620","29290"
"In post","2021","Southend-on-Sea","G6/G7","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","G6/G7","Legal","[c]","[c]","[c]","[c]"
