"Status","Year","Sexual_orientation","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","20-29","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Swansea","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Tower Hamlets","90","90","36220","33120"
"In post","2021","Undeclared","20-29","Tyneside","60","60","27340","25560"
"In post","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Westminster","930","930","38610","35060"
"In post","2021","Undeclared","20-29","Wiltshire","70","70","27390","27220"
"In post","2021","Undeclared","20-29","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","York","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Aberdeen City and Aberdeenshire","50","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Angus and Dundee City","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","260","250","36460","36520"
"In post","2021","Undeclared","30-39","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Belfast","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Berkshire","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Birmingham","170","160","31180","27570"
"In post","2021","Undeclared","30-39","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Blackpool","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Bradford","40","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Bristol, City of","110","100","33980","31810"
"In post","2021","Undeclared","30-39","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Cambridgeshire CC","60","60","36380","31900"
"In post","2021","Undeclared","30-39","Camden and City of London","50","50","[c]","[c]"
"In post","2021","Undeclared","30-39","Cardiff and Vale of Glamorgan","190","180","34270","31810"
"In post","2021","Undeclared","30-39","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Central Hampshire","70","70","38600","40000"
"In post","2021","Undeclared","30-39","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","City of Edinburgh","330","310","32970","29350"
"In post","2021","Undeclared","30-39","Clackmannanshire and Fife","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Coventry","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Croydon","120","110","38720","35630"
"In post","2021","Undeclared","30-39","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Devon CC","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Durham CC","70","60","27130","24890"
"In post","2021","Undeclared","30-39","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Kent","60","50","27600","25310"
"In post","2021","Undeclared","30-39","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Flintshire and Wrexham","50","50","[c]","[c]"
"In post","2021","Undeclared","30-39","Glasgow City","200","190","30130","27570"
"In post","2021","Undeclared","30-39","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Greater Manchester South West","80","80","31750","27570"
"In post","2021","Undeclared","30-39","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Harrow and Hillingdon","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Hertfordshire","40","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Hounslow and Richmond upon Thames","50","50","[c]","[c]"
"In post","2021","Undeclared","30-39","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Lambeth","90","80","42600","40070"
"In post","2021","Undeclared","30-39","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Leeds","140","130","32870","30950"
"In post","2021","Undeclared","30-39","Leicester","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Leicestershire CC and Rutland","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Lewisham and Southwark","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Lincolnshire","40","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Liverpool","150","140","27890","25040"
"In post","2021","Undeclared","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Manchester","140","140","32670","27570"
"In post","2021","Undeclared","30-39","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Mid Lancashire","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Monmouthshire and Newport","60","50","35680","31730"
"In post","2021","Undeclared","30-39","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","North Lanarkshire","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Nottingham","100","90","30920","30950"
"In post","2021","Undeclared","30-39","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Overseas","80","80","45470","41800"
"In post","2021","Undeclared","30-39","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Plymouth","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Portsmouth","50","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Sefton","70","60","28980","27570"
"In post","2021","Undeclared","30-39","Sheffield","140","130","32650","29730"
"In post","2021","Undeclared","30-39","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Somerset","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","South Hampshire","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","South Lanarkshire","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Staffordshire CC","50","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Suffolk","60","60","29110","29750"
"In post","2021","Undeclared","30-39","Sunderland","30","30","[c]","[c]"
"In post","2021","Undeclared","30-39","Swansea","320","280","25050","21590"
"In post","2021","Undeclared","30-39","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Tower Hamlets","140","140","51910","54700"
"In post","2021","Undeclared","30-39","Tyneside","210","190","29140","25560"
"In post","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Warrington","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Westminster","1100","1080","50250","53130"
"In post","2021","Undeclared","30-39","Wiltshire","130","120","36920","36430"
"In post","2021","Undeclared","30-39","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","York","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Aberdeen City and Aberdeenshire","50","40","[c]","[c]"
"In post","2021","Undeclared","40-49","Angus and Dundee City","40","40","[c]","[c]"
"In post","2021","Undeclared","40-49","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Barnsley, Doncaster and Rotherham","60","50","30510","27570"
"In post","2021","Undeclared","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","360","350","43420","40850"
"In post","2021","Undeclared","40-49","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Belfast","50","40","[c]","[c]"
"In post","2021","Undeclared","40-49","Berkshire","60","60","37820","39830"
"In post","2021","Undeclared","40-49","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Birmingham","220","200","31580","27570"
"In post","2021","Undeclared","40-49","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Blackpool","110","100","29770","27570"
"In post","2021","Undeclared","40-49","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Bradford","50","50","25990","21440"
"In post","2021","Undeclared","40-49","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Bristol, City of","140","130","36460","31810"
"In post","2021","Undeclared","40-49","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Buckinghamshire CC","40","30","[c]","[c]"
"In post","2021","Undeclared","40-49","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","40-49","Calderdale and Kirklees","30","30","[c]","[c]"
"In post","2021","Undeclared","40-49","Cambridgeshire CC","80","80","35420","33300"
"In post","2021","Undeclared","40-49","Camden and City of London","100","90","38720","35920"
