"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Declared non-disabled","East Wales","240","230","31750","31810"
"In post","2021","Counter Fraud","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Eastern Scotland","140","130","32030","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","240","220","35220","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Greater Manchester","640","600","34420","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Hampshire and Isle of Wight","80","80","33110","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Inner London - East","120","110","42000","39800"
"In post","2021","Counter Fraud","Declared non-disabled","Inner London - West","890","870","40520","36160"
"In post","2021","Counter Fraud","Declared non-disabled","Kent","110","100","30060","28130"
"In post","2021","Counter Fraud","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Merseyside","360","330","33520","31810"
"In post","2021","Counter Fraud","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Northern Ireland","240","230","32140","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Northumberland and Tyne and Wear","330","310","32470","31810"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - South","400","390","38480","36160"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Southern Scotland","60","50","28640","28130"
"In post","2021","Counter Fraud","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","West Central Scotland","350","320","31210","31810"
"In post","2021","Counter Fraud","Declared non-disabled","West Midlands","450","410","32530","31810"
"In post","2021","Counter Fraud","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","West Yorkshire","550","510","32830","31810"
"In post","2021","Counter Fraud","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Anglia","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Wales","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Greater Manchester","70","70","34930","31810"
"In post","2021","Counter Fraud","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - West","120","110","41450","36160"
"In post","2021","Counter Fraud","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Merseyside","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Outer London - South","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Midlands","50","50","34800","31810"
"In post","2021","Counter Fraud","Undeclared","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Derbyshire and Nottinghamshire","120","120","30690","28130"
"In post","2021","Counter Fraud","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","East Anglia","100","90","26250","25560"
"In post","2021","Counter Fraud","Unknown","East Wales","60","60","30210","29970"
"In post","2021","Counter Fraud","Unknown","Eastern Scotland","70","60","29320","26130"
"In post","2021","Counter Fraud","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","32550","28130"
"In post","2021","Counter Fraud","Unknown","Greater Manchester","290","280","29930","25560"
"In post","2021","Counter Fraud","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - East","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - West","390","370","37650","36160"
"In post","2021","Counter Fraud","Unknown","Kent","60","50","29970","28130"
"In post","2021","Counter Fraud","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Merseyside","120","110","28880","25560"
"In post","2021","Counter Fraud","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Northern Ireland","90","90","29840","25870"
"In post","2021","Counter Fraud","Unknown","Northumberland and Tyne and Wear","120","110","29670","25560"
"In post","2021","Counter Fraud","Unknown","Outer London - South","140","140","35360","32520"
"In post","2021","Counter Fraud","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Central Scotland","110","100","28810","28130"
"In post","2021","Counter Fraud","Unknown","West Midlands","160","150","30490","28130"
"In post","2021","Counter Fraud","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Yorkshire","170","160","30080","25560"
"In post","2021","Debt","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Eastern Scotland","40","30","[c]","[c]"
"In post","2021","Debt","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Northumberland and Tyne and Wear","40","30","[c]","[c]"
"In post","2021","Debt","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","West Central Scotland","70","50","22490","21400"
"In post","2021","Debt","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared disabled","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Derbyshire and Nottinghamshire","100","90","22500","20140"
"In post","2021","Debt","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","East Anglia","30","30","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","East Wales","170","160","24350","21440"
"In post","2021","Debt","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Eastern Scotland","220","210","21950","20140"
"In post","2021","Debt","Declared non-disabled","Essex","40","30","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Inner London - East","150","140","28050","25630"
"In post","2021","Debt","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Merseyside","190","170","23740","21440"
"In post","2021","Debt","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Northumberland and Tyne and Wear","230","200","22290","20140"
"In post","2021","Debt","Declared non-disabled","Outer London - South","120","110","27320","25630"
"In post","2021","Debt","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Southern Scotland","150","130","22580","20140"
"In post","2021","Debt","Declared non-disabled","Surrey, East and West Sussex","50","30","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","West Central Scotland","320","270","22710","20510"
"In post","2021","Debt","Declared non-disabled","West Midlands","190","170","22580","20140"
"In post","2021","Debt","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Declared non-disabled","West Yorkshire","200","170","25150","21440"
"In post","2021","Debt","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Derbyshire and Nottinghamshire","120","110","20660","20140"
"In post","2021","Debt","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","East Wales","120","110","21670","20140"
"In post","2021","Debt","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Eastern Scotland","340","320","21090","20140"
"In post","2021","Debt","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Inner London - East","70","60","27930","25630"
"In post","2021","Debt","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Merseyside","80","80","21570","20140"
"In post","2021","Debt","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Northumberland and Tyne and Wear","290","280","20780","20140"
"In post","2021","Debt","Unknown","Outer London - South","90","80","25810","24120"
"In post","2021","Debt","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Southern Scotland","120","120","20730","20140"
"In post","2021","Debt","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","West Central Scotland","110","100","21320","20140"
"In post","2021","Debt","Unknown","West Midlands","180","170","20850","20140"
"In post","2021","Debt","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","West Yorkshire","160","150","21480","20140"
"In post","2021","Digital, Data & Technology","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Devon","90","80","36320","34450"
"In post","2021","Digital, Data & Technology","Declared disabled","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","East Wales","60","60","40070","36840"
"In post","2021","Digital, Data & Technology","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","38570","38300"
"In post","2021","Digital, Data & Technology","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Inner London - East","110","110","48910","54700"
"In post","2021","Digital, Data & Technology","Declared disabled","Inner London - West","160","160","44500","38730"
"In post","2021","Digital, Data & Technology","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","West Midlands","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Bedfordshire and Hertfordshire","60","60","36050","34820"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","200","200","42430","39650"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Cheshire","80","70","42830","45990"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Derbyshire and Nottinghamshire","110","110","42140","38650"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Devon","1080","1030","40710","39650"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Dorset and Somerset","120","120","38270","35340"
"In post","2021","Digital, Data & Technology","Declared non-disabled","East Anglia","90","90","34220","32960"
"In post","2021","Digital, Data & Technology","Declared non-disabled","East Wales","570","550","40880","38060"
"In post","2021","Digital, Data & Technology","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Eastern Scotland","110","110","40960","35720"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Essex","180","160","37940","35000"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","470","460","39150","36300"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Greater Manchester","230","230","40130","38630"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Hampshire and Isle of Wight","190","190","37660","33300"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","60","60","38660","32580"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Inner London - East","820","800","52900","54700"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Inner London - West","1160","1140","49250","46710"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Lancashire","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Merseyside","170","160","37220","32800"
"In post","2021","Digital, Data & Technology","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","North Yorkshire","110","100","39950","37910"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Northumberland and Tyne and Wear","400","390","40120","38630"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Outer London - South","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Outer London - West and North West","90","90","39650","38500"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Shropshire and Staffordshire","250","240","40860","38630"
"In post","2021","Digital, Data & Technology","Declared non-disabled","South Yorkshire","150","140","43730","40320"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Southern Scotland","120","120","39650","37260"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Surrey, East and West Sussex","140","140","36180","32480"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Tees Valley and Durham","70","60","36690","36640"
"In post","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Declared non-disabled","West Central Scotland","100","90","37370","33040"
"In post","2021","Digital, Data & Technology","Declared non-disabled","West Midlands","310","300","41590","37510"
"In post","2021","Digital, Data & Technology","Declared non-disabled","West Wales and The Valleys","570","560","39540","35860"
"In post","2021","Digital, Data & Technology","Declared non-disabled","West Yorkshire","280","270","38450","31990"
"In post","2021","Digital, Data & Technology","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
