"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Debt","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Eastern Scotland","70","70","20290","20140"
"New entrant CS","2021","Debt","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Northumberland and Tyne and Wear","90","90","20450","20140"
"New entrant CS","2021","Debt","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Southern Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Eastern Scotland","190","180","20400","20140"
"New entrant CS","2021","Debt","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Northumberland and Tyne and Wear","220","220","20330","20140"
"New entrant CS","2021","Debt","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Southern Scotland","70","70","20140","20140"
"New entrant CS","2021","Debt","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","West Midlands","80","70","20140","20140"
"New entrant CS","2021","Debt","Unknown","West Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Devon","60","60","31040","30930"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","East Wales","60","60","36360","36030"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","36200","35800"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Inner London - East","110","100","48940","50000"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Inner London - West","130","130","48240","43190"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","West Wales and The Valleys","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Devon","60","60","30880","27130"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","East Wales","90","80","35620","32540"
"New entrant CS","2021","Digital, Data & Technology","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","35180","31810"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Greater Manchester","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Inner London - East","130","130","44150","40600"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Inner London - West","170","160","45430","40650"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","West Midlands","50","50","38290","36500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","32510","25000"
"New entrant CS","2021","Finance","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Inner London - West","100","100","41480","34170"
"New entrant CS","2021","Finance","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Inner London - West","110","110","37290","32790"
"New entrant CS","2021","Finance","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
