"Status","Year","Ethnicity","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","20-29","AA/AO","520","510","24210","23720"
"In post","2022","Black","20-29","EO","970","950","28750","28500"
"In post","2022","Black","20-29","G6/G7","100","100","55080","53760"
"In post","2022","Black","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","20-29","SEO/HEO","640","630","35540","34550"
"In post","2022","Black","20-29","Unknown","150","140","26920","27060"
"In post","2022","Black","30-39","AA/AO","750","690","24650","23140"
"In post","2022","Black","30-39","EO","1080","1030","28850","28670"
"In post","2022","Black","30-39","G6/G7","370","370","55660","53760"
"In post","2022","Black","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","30-39","SEO/HEO","1090","1080","36670","36340"
"In post","2022","Black","30-39","Unknown","230","220","29980","27980"
"In post","2022","Black","40-49","AA/AO","810","740","24610","23720"
"In post","2022","Black","40-49","EO","1180","1130","29080","29000"
"In post","2022","Black","40-49","G6/G7","450","440","57970","56270"
"In post","2022","Black","40-49","SCS","30","30","[c]","[c]"
"In post","2022","Black","40-49","SEO/HEO","1160","1150","37940","37610"
"In post","2022","Black","40-49","Unknown","220","210","32110","30200"
"In post","2022","Black","50-59","AA/AO","1390","1310","24710","24250"
"In post","2022","Black","50-59","EO","1870","1800","29720","30000"
"In post","2022","Black","50-59","G6/G7","490","480","59740","57940"
"In post","2022","Black","50-59","SCS","60","60","95670","85880"
"In post","2022","Black","50-59","SEO/HEO","1290","1270","39050","38020"
"In post","2022","Black","50-59","Unknown","410","390","33470","32090"
"In post","2022","Black","60-64","AA/AO","480","430","24490","24230"
"In post","2022","Black","60-64","EO","470","420","29800","29790"
"In post","2022","Black","60-64","G6/G7","60","60","63130","62120"
"In post","2022","Black","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","60-64","SEO/HEO","260","250","39090","37930"
"In post","2022","Black","60-64","Unknown","140","140","32720","32090"
"In post","2022","Black","65+","AA/AO","190","160","24160","24310"
"In post","2022","Black","65+","EO","100","90","30260","30780"
"In post","2022","Black","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","65+","SEO/HEO","50","50","40730","40190"
"In post","2022","Black","65+","Unknown","50","50","32310","31100"
"In post","2022","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","20-29","AA/AO","630","610","23530","21840"
"In post","2022","Mixed","20-29","EO","690","670","27930","27570"
"In post","2022","Mixed","20-29","G6/G7","200","190","55030","53600"
"In post","2022","Mixed","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","20-29","SEO/HEO","810","800","35230","34260"
"In post","2022","Mixed","20-29","Unknown","110","110","25450","24090"
"In post","2022","Mixed","30-39","AA/AO","460","420","23790","21840"
"In post","2022","Mixed","30-39","EO","600","570","28240","27570"
"In post","2022","Mixed","30-39","G6/G7","540","530","57480","55310"
"In post","2022","Mixed","30-39","SCS","40","40","[c]","[c]"
"In post","2022","Mixed","30-39","SEO/HEO","820","790","37170","36650"
"In post","2022","Mixed","30-39","Unknown","160","160","29390","28200"
"In post","2022","Mixed","40-49","AA/AO","340","310","23420","21300"
"In post","2022","Mixed","40-49","EO","440","420","28230","27570"
"In post","2022","Mixed","40-49","G6/G7","440","420","59650","57740"
"In post","2022","Mixed","40-49","SCS","60","60","84480","78500"
"In post","2022","Mixed","40-49","SEO/HEO","500","480","38430","37930"
"In post","2022","Mixed","40-49","Unknown","140","130","33190","34220"
"In post","2022","Mixed","50-59","AA/AO","400","360","23840","21740"
"In post","2022","Mixed","50-59","EO","450","420","28760","27570"
"In post","2022","Mixed","50-59","G6/G7","250","240","60130","58830"
"In post","2022","Mixed","50-59","SCS","40","40","[c]","[c]"
"In post","2022","Mixed","50-59","SEO/HEO","420","410","38870","37850"
"In post","2022","Mixed","50-59","Unknown","100","90","35100","34100"
"In post","2022","Mixed","60-64","AA/AO","130","110","22370","21410"
"In post","2022","Mixed","60-64","EO","100","80","28820","27570"
"In post","2022","Mixed","60-64","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","60-64","SEO/HEO","90","80","38730","37930"
"In post","2022","Mixed","60-64","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","65+","AA/AO","40","30","[c]","[c]"
"In post","2022","Mixed","65+","EO","50","40","[c]","[c]"
"In post","2022","Mixed","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","20-29","AA/AO","120","120","23810","23140"
"In post","2022","Other ethnicity","20-29","EO","180","170","28300","27680"
"In post","2022","Other ethnicity","20-29","G6/G7","40","40","[c]","[c]"
"In post","2022","Other ethnicity","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","20-29","SEO/HEO","170","160","36290","35290"
"In post","2022","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","30-39","AA/AO","110","100","24000","21860"
"In post","2022","Other ethnicity","30-39","EO","140","130","28730","28310"
"In post","2022","Other ethnicity","30-39","G6/G7","140","140","58180","55210"
"In post","2022","Other ethnicity","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","30-39","SEO/HEO","200","200","36920","36740"
"In post","2022","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","40-49","AA/AO","120","100","24000","22060"
"In post","2022","Other ethnicity","40-49","EO","170","160","28270","27570"
"In post","2022","Other ethnicity","40-49","G6/G7","130","130","59690","57480"
"In post","2022","Other ethnicity","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","40-49","SEO/HEO","180","180","38370","37330"
"In post","2022","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","50-59","AA/AO","140","130","24550","23020"
"In post","2022","Other ethnicity","50-59","EO","170","160","29200","28760"
"In post","2022","Other ethnicity","50-59","G6/G7","90","90","60890","59680"
"In post","2022","Other ethnicity","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","50-59","SEO/HEO","160","160","40860","39650"
"In post","2022","Other ethnicity","50-59","Unknown","40","30","[c]","[c]"
"In post","2022","Other ethnicity","60-64","AA/AO","50","40","23890","23230"
"In post","2022","Other ethnicity","60-64","EO","50","40","29070","28480"
"In post","2022","Other ethnicity","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","60-64","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","20-29","AA/AO","330","320","23390","21840"
"In post","2022","Undeclared","20-29","EO","380","370","28130","27570"
"In post","2022","Undeclared","20-29","G6/G7","100","100","55130","54570"
"In post","2022","Undeclared","20-29","SEO/HEO","490","490","35610","34630"
"In post","2022","Undeclared","20-29","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","30-39","AA/AO","660","610","23490","21680"
"In post","2022","Undeclared","30-39","EO","860","820","28360","27570"
"In post","2022","Undeclared","30-39","G6/G7","650","640","57110","55210"
"In post","2022","Undeclared","30-39","SCS","30","30","[c]","[c]"
"In post","2022","Undeclared","30-39","SEO/HEO","1140","1120","37280","36800"
"In post","2022","Undeclared","30-39","Unknown","110","100","33480","32690"
"In post","2022","Undeclared","40-49","AA/AO","990","890","23340","21410"
"In post","2022","Undeclared","40-49","EO","1240","1170","28460","27570"
"In post","2022","Undeclared","40-49","G6/G7","860","840","59170","57480"
"In post","2022","Undeclared","40-49","SCS","70","60","85200","79760"
"In post","2022","Undeclared","40-49","SEO/HEO","1530","1480","37910","37610"
"In post","2022","Undeclared","40-49","Unknown","150","140","34770","34680"
"In post","2022","Undeclared","50-59","AA/AO","1790","1610","22850","21490"
"In post","2022","Undeclared","50-59","EO","2240","2090","28750","27570"
"In post","2022","Undeclared","50-59","G6/G7","1020","1000","60730","58710"
"In post","2022","Undeclared","50-59","SCS","80","80","88120","82310"
"In post","2022","Undeclared","50-59","SEO/HEO","2320","2250","38460","37890"
"In post","2022","Undeclared","50-59","Unknown","210","200","35020","34340"
"In post","2022","Undeclared","60-64","AA/AO","630","520","22380","21380"
"In post","2022","Undeclared","60-64","EO","660","530","28550","27570"
"In post","2022","Undeclared","60-64","G6/G7","210","180","61370","59000"
"In post","2022","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","60-64","SEO/HEO","610","520","38300","37590"
"In post","2022","Undeclared","60-64","Unknown","70","60","35860","34490"
"In post","2022","Undeclared","65+","AA/AO","230","170","22590","21410"
"In post","2022","Undeclared","65+","EO","220","170","28930","27570"
"In post","2022","Undeclared","65+","G6/G7","50","40","62060","59750"
"In post","2022","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","65+","SEO/HEO","160","130","39420","37650"
"In post","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","AA/AO","350","330","21540","21250"
"In post","2022","Unknown","16-19","EO","100","100","22570","24490"
"In post","2022","Unknown","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","50","50","[c]","[c]"
"In post","2022","Unknown","20-29","AA/AO","7720","7510","22790","21640"
"In post","2022","Unknown","20-29","EO","4910","4870","27230","26820"
"In post","2022","Unknown","20-29","G6/G7","1040","1040","55820","54650"
"In post","2022","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","SEO/HEO","6390","6370","33910","33080"
"In post","2022","Unknown","20-29","Unknown","1210","1180","25700","24090"
"In post","2022","Unknown","30-39","AA/AO","5270","4900","23270","21410"
"In post","2022","Unknown","30-39","EO","4320","4150","27900","27230"
"In post","2022","Unknown","30-39","G6/G7","3060","3000","58330","56010"
"In post","2022","Unknown","30-39","SCS","170","170","81590","77000"
"In post","2022","Unknown","30-39","SEO/HEO","5040","4920","36450","35520"
"In post","2022","Unknown","30-39","Unknown","1300","1220","30470","28200"
"In post","2022","Unknown","40-49","AA/AO","3550","3250","22810","21300"
"In post","2022","Unknown","40-49","EO","2750","2600","28040","27370"
"In post","2022","Unknown","40-49","G6/G7","2590","2500","60480","58600"
"In post","2022","Unknown","40-49","SCS","400","390","94100","88390"
"In post","2022","Unknown","40-49","SEO/HEO","3190","3080","37570","37280"
"In post","2022","Unknown","40-49","Unknown","1170","1080","34020","32400"
"In post","2022","Unknown","50-59","AA/AO","3990","3600","22650","21390"
"In post","2022","Unknown","50-59","EO","2930","2750","29240","27570"
"In post","2022","Unknown","50-59","G6/G7","1970","1930","61740","60490"
"In post","2022","Unknown","50-59","SCS","310","300","104630","96040"
"In post","2022","Unknown","50-59","SEO/HEO","2730","2640","38640","38020"
"In post","2022","Unknown","50-59","Unknown","1300","1220","35280","32690"
"In post","2022","Unknown","60-64","AA/AO","1440","1180","22300","21300"
"In post","2022","Unknown","60-64","EO","730","590","29330","28650"
"In post","2022","Unknown","60-64","G6/G7","340","310","61560","59380"
"In post","2022","Unknown","60-64","SCS","40","30","[c]","[c]"
"In post","2022","Unknown","60-64","SEO/HEO","570","500","39290","38510"
"In post","2022","Unknown","60-64","Unknown","420","370","33190","31520"
"In post","2022","Unknown","65+","AA/AO","480","370","22360","21300"
"In post","2022","Unknown","65+","EO","200","150","29180","28860"
"In post","2022","Unknown","65+","G6/G7","110","90","62290","60650"
"In post","2022","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","SEO/HEO","210","160","39510","39000"
"In post","2022","Unknown","65+","Unknown","140","100","31410","28640"
"In post","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","White","16-19","AA/AO","450","430","21350","21250"
"In post","2022","White","16-19","EO","160","150","23460","24300"
"In post","2022","White","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","20-29","AA/AO","15380","15020","22890","21410"
"In post","2022","White","20-29","EO","13500","13360","27120","27130"
"In post","2022","White","20-29","G6/G7","3230","3220","54630","53420"
"In post","2022","White","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","White","20-29","SEO/HEO","15050","14980","34870","33570"
"In post","2022","White","20-29","Unknown","2560","2530","26080","24090"
"In post","2022","White","30-39","AA/AO","16160","14790","23330","21680"
"In post","2022","White","30-39","EO","16880","15990","27630","27570"
"In post","2022","White","30-39","G6/G7","12550","12180","57160","55210"
"In post","2022","White","30-39","SCS","750","730","79610","75240"
"In post","2022","White","30-39","SEO/HEO","23320","22610","36750","36240"
"In post","2022","White","30-39","Unknown","3290","3070","30710","30210"
"In post","2022","White","40-49","AA/AO","17960","16090","22980","21300"
"In post","2022","White","40-49","EO","19470","18110","27790","27570"
"In post","2022","White","40-49","G6/G7","15570","14940","59330","57490"
"In post","2022","White","40-49","SCS","2230","2150","86980","80000"
"In post","2022","White","40-49","SEO/HEO","23790","22840","37740","37280"
"In post","2022","White","40-49","Unknown","3600","3350","34350","34340"
"In post","2022","White","50-59","AA/AO","29090","26130","22930","21280"
"In post","2022","White","50-59","EO","28940","26800","28130","27570"
"In post","2022","White","50-59","G6/G7","15460","15080","60640","58850"
"In post","2022","White","50-59","SCS","2050","2020","94360","85430"
"In post","2022","White","50-59","SEO/HEO","29250","28270","38180","37300"
"In post","2022","White","50-59","Unknown","3500","3310","33920","30210"
"In post","2022","White","60-64","AA/AO","11460","9220","22260","21260"
"In post","2022","White","60-64","EO","8760","6940","28160","27570"
"In post","2022","White","60-64","G6/G7","2710","2380","61790","60310"
"In post","2022","White","60-64","SCS","350","320","103550","94500"
"In post","2022","White","60-64","SEO/HEO","6750","5720","38370","36910"
"In post","2022","White","60-64","Unknown","1200","1030","32130","28200"
"In post","2022","White","65+","AA/AO","4000","3060","22030","21260"
