"Status","Year","Ethnicity","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","AA/AO","190","180","21530","21010"
"Leaver CS","2021","Asian","20-29","EO","110","110","27300","27570"
"Leaver CS","2021","Asian","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","AA/AO","90","80","21220","21010"
"Leaver CS","2021","Asian","30-39","EO","60","60","27390","27570"
"Leaver CS","2021","Asian","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","SEO/HEO","70","70","36800","36800"
"Leaver CS","2021","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","AA/AO","80","60","[c]","[c]"
"Leaver CS","2021","Asian","40-49","EO","30","30","[c]","[c]"
"Leaver CS","2021","Asian","40-49","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Asian","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Asian","50-59","EO","40","30","[c]","[c]"
"Leaver CS","2021","Asian","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Asian","60-64","EO","40","30","[c]","[c]"
"Leaver CS","2021","Asian","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","AA/AO","70","50","[c]","[c]"
"Leaver CS","2021","Asian","65+","EO","30","20","[c]","[c]"
"Leaver CS","2021","Asian","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","AA/AO","80","70","22770","22680"
"Leaver CS","2021","Black","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Black","30-39","EO","30","30","[c]","[c]"
"Leaver CS","2021","Black","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Black","40-49","EO","30","30","[c]","[c]"
"Leaver CS","2021","Black","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Black","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","AA/AO","70","70","21950","21010"
"Leaver CS","2021","Mixed","20-29","EO","30","30","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","AA/AO","110","100","19280","19130"
"Leaver CS","2021","Undeclared","20-29","EO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","AA/AO","120","100","22460","21010"
"Leaver CS","2021","Undeclared","50-59","EO","100","90","28810","27570"
"Leaver CS","2021","Undeclared","50-59","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","SEO/HEO","100","100","38350","37280"
"Leaver CS","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","EO","90","70","29110","27570"
"Leaver CS","2021","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","SEO/HEO","110","100","38360","37940"
"Leaver CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","AA/AO","70","50","21110","20950"
"Leaver CS","2021","Undeclared","65+","EO","50","30","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","AA/AO","1120","1070","21020","21010"
"Leaver CS","2021","Unknown","20-29","EO","460","430","25500","26950"
"Leaver CS","2021","Unknown","20-29","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","SEO/HEO","270","250","33230","32470"
"Leaver CS","2021","Unknown","20-29","Unknown","180","180","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","AA/AO","540","500","21620","21010"
"Leaver CS","2021","Unknown","30-39","EO","270","250","28390","27570"
"Leaver CS","2021","Unknown","30-39","G6/G7","130","120","57810","55060"
"Leaver CS","2021","Unknown","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","SEO/HEO","200","190","35600","35310"
"Leaver CS","2021","Unknown","30-39","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","AA/AO","370","340","21200","21010"
"Leaver CS","2021","Unknown","40-49","EO","180","170","27790","27570"
"Leaver CS","2021","Unknown","40-49","G6/G7","110","100","61320","59370"
"Leaver CS","2021","Unknown","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","SEO/HEO","140","130","36720","36800"
"Leaver CS","2021","Unknown","40-49","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","AA/AO","400","350","21180","21010"
"Leaver CS","2021","Unknown","50-59","EO","260","240","28420","27570"
"Leaver CS","2021","Unknown","50-59","G6/G7","120","110","64210","60080"
"Leaver CS","2021","Unknown","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","SEO/HEO","190","180","38010","37910"
"Leaver CS","2021","Unknown","50-59","Unknown","130","130","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","AA/AO","220","180","21230","21010"
"Leaver CS","2021","Unknown","60-64","EO","110","90","27720","27140"
"Leaver CS","2021","Unknown","60-64","G6/G7","80","70","62740","60260"
"Leaver CS","2021","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","SEO/HEO","140","120","37930","36870"
"Leaver CS","2021","Unknown","60-64","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","65+","AA/AO","190","140","21150","21010"
"Leaver CS","2021","Unknown","65+","EO","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","SEO/HEO","70","60","41690","39270"
"Leaver CS","2021","Unknown","65+","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","16-19","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","White","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","20-29","AA/AO","1530","1490","21090","21010"
"Leaver CS","2021","White","20-29","EO","430","410","25530","26000"
"Leaver CS","2021","White","20-29","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","White","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","20-29","SEO/HEO","370","360","34220","33330"
"Leaver CS","2021","White","20-29","Unknown","100","100","[c]","[c]"
"Leaver CS","2021","White","30-39","AA/AO","880","780","21480","21010"
"Leaver CS","2021","White","30-39","EO","410","380","27110","27570"
"Leaver CS","2021","White","30-39","G6/G7","270","260","57250","54700"
"Leaver CS","2021","White","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","30-39","SEO/HEO","490","460","36810","36960"
"Leaver CS","2021","White","30-39","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","White","40-49","AA/AO","780","670","21100","21010"
"Leaver CS","2021","White","40-49","EO","410","370","27620","27570"
"Leaver CS","2021","White","40-49","G6/G7","230","210","60750","57430"
"Leaver CS","2021","White","40-49","SCS","70","60","94640","89890"
"Leaver CS","2021","White","40-49","SEO/HEO","410","380","37120","37240"
"Leaver CS","2021","White","40-49","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","White","50-59","AA/AO","1650","1410","21550","21010"
"Leaver CS","2021","White","50-59","EO","1080","960","27890","27570"
"Leaver CS","2021","White","50-59","G6/G7","530","490","61760","59500"
"Leaver CS","2021","White","50-59","SCS","110","100","103270","99940"
"Leaver CS","2021","White","50-59","SEO/HEO","1080","1020","38220","37460"
"Leaver CS","2021","White","50-59","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","White","60-64","AA/AO","1250","990","21480","21010"
"Leaver CS","2021","White","60-64","EO","870","690","27740","27570"
"Leaver CS","2021","White","60-64","G6/G7","410","350","62600","60830"
"Leaver CS","2021","White","60-64","SCS","100","80","95600","93000"
"Leaver CS","2021","White","60-64","SEO/HEO","850","730","38440","36960"
"Leaver CS","2021","White","60-64","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","White","65+","AA/AO","1380","1010","20630","20570"
