"Status","Year","Region_ITL3","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Camden and City of London","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Chancellor's other departments","30","30","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","HM Revenue and Customs","160","150","40700","36630"
"In post","2021","Camden and City of London","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Home Office","60","60","34970","31520"
"In post","2021","Camden and City of London","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Undeclared","Ministry of Justice","120","110","29600","24670"
"In post","2021","Camden and City of London","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","HM Revenue and Customs","480","460","36950","36160"
"In post","2021","Camden and City of London","Unknown","HM Treasury","110","110","58680","51550"
"In post","2021","Camden and City of London","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Ministry of Justice","210","200","25490","22680"
"In post","2021","Camden and City of London","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Unknown","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Attorney General's Departments","160","150","41350","40420"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","830","770","32270","27460"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department for Environment, Food and Rural Affairs","70","70","30130","24920"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department for Transport","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department for Work and Pensions","790","730","28060","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","ESTYN","100","90","58240","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Food Standards Agency","80","80","41080","37910"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","HM Revenue and Customs","2340","2170","29120","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Home Office","270","250","28880","25360"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Ministry of Defence","210","200","26540","22640"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Ministry of Justice","810","760","29510","25250"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Welsh Government","2350","2220","43140","37410"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department for Business, Energy and Industrial Strategy","50","50","31720","29910"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department for Work and Pensions","60","60","27990","27570"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","HM Revenue and Customs","200","200","27650","25560"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Ministry of Justice","70","70","28260","23080"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Welsh Government","120","120","42520","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Department for Business, Energy and Industrial Strategy","100","90","31550","27460"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Department for Work and Pensions","100","90","28340","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","HM Revenue and Customs","260","230","28830","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Home Office","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Ministry of Justice","80","80","30840","26810"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Welsh Government","350","340","45060","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Business, Energy and Industrial Strategy","300","270","27950","24250"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Department for Work and Pensions","230","210","26790","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","HM Revenue and Customs","1410","1290","25910","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Ministry of Justice","200","190","27630","24440"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Welsh Government","100","90","44730","37410"
"In post","2021","Causeway Coast and Glens","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Heterosexual / straight","Ministry of Defence","50","50","20870","20310"
"In post","2021","Causeway Coast and Glens","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","Ministry of Defence","290","290","30420","26930"
"In post","2021","Central Bedfordshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Ministry of Defence","50","50","32910","33020"
"In post","2021","Central Bedfordshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Department for Work and Pensions","90","80","27380","27570"
"In post","2021","Central Hampshire","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","Ministry of Defence","2630","2540","36500","33300"
"In post","2021","Central Hampshire","Heterosexual / straight","Ministry of Justice","270","260","30710","29830"
"In post","2021","Central Hampshire","Heterosexual / straight","National Crime Agency","60","50","37070","36410"
"In post","2021","Central Hampshire","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","Ministry of Defence","90","90","34710","33300"
"In post","2021","Central Hampshire","LGBO","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Central Hampshire","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","Ministry of Defence","360","350","37290","36460"
"In post","2021","Central Hampshire","Undeclared","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Cabinet Office","40","30","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Ministry of Defence","390","380","40800","40000"
"In post","2021","Central Hampshire","Unknown","Ministry of Justice","80","80","29600","29440"
"In post","2021","Central Hampshire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Heterosexual / straight","Department for Work and Pensions","400","360","26860","27570"
"In post","2021","Central Valleys","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Heterosexual / straight","Ministry of Justice","120","110","28190","28200"
"In post","2021","Central Valleys","Heterosexual / straight","Welsh Government","710","680","41130","37410"
"In post","2021","Central Valleys","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","LGBO","Welsh Government","30","30","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Welsh Government","100","100","41360","37410"
"In post","2021","Central Valleys","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Department for Work and Pensions","140","120","25230","26840"
"In post","2021","Central Valleys","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Welsh Government","70","70","43280","39310"
"In post","2021","Cheshire East","Heterosexual / straight","Department for Environment, Food and Rural Affairs","90","90","34080","29180"
"In post","2021","Cheshire East","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Heterosexual / straight","Department for Work and Pensions","120","110","29620","27570"
"In post","2021","Cheshire East","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Heterosexual / straight","Ministry of Justice","220","210","31080","27680"
"In post","2021","Cheshire East","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","LGBO","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Department for Environment, Food and Rural Affairs","70","60","26690","25080"
"In post","2021","Cheshire East","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Ministry of Justice","80","80","26900","24440"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Department for Work and Pensions","210","200","24920","27570"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","Ministry of Justice","100","90","26800","23840"
"In post","2021","Cheshire West and Chester","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Department for Work and Pensions","70","60","27610","27570"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","Ministry of Justice","740","690","29890","27380"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","National Crime Agency","50","50","34660","33690"
"In post","2021","Chorley and West Lancashire","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","Ministry of Justice","70","60","30940","30700"
"In post","2021","Chorley and West Lancashire","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","Ministry of Justice","290","260","27990","26810"
"In post","2021","Chorley and West Lancashire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Competition and Markets Authority","50","50","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","50","50","26390","23490"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Department for Work and Pensions","240","220","29640","27570"
"In post","2021","City of Edinburgh","Heterosexual / straight","HM Revenue and Customs","1060","1000","30580","28130"
"In post","2021","City of Edinburgh","Heterosexual / straight","Home Office","120","110","27900","25440"
"In post","2021","City of Edinburgh","Heterosexual / straight","Ministry of Defence","180","170","26850","21830"
"In post","2021","City of Edinburgh","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Scotland Office","40","40","[c]","[c]"
"In post","2021","City of Edinburgh","Heterosexual / straight","Scottish Government","5250","5030","42450","38540"
"In post","2021","City of Edinburgh","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","HM Revenue and Customs","100","90","27350","25560"
"In post","2021","City of Edinburgh","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
