"Status","Year","Region_ITL3","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","LGBO","Scottish Government","120","120","31500","30040"
"New entrant CS","2022","City of Edinburgh","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Undeclared","Scottish Government","60","60","33260","31540"
"New entrant CS","2022","City of Edinburgh","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","HM Revenue and Customs","180","180","24470","21250"
"New entrant CS","2022","City of Edinburgh","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Scottish Government","630","600","33700","31280"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Scottish Government","50","50","22510","21640"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Work and Pensions","100","100","22380","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Department for Education","110","110","32130","29360"
"New entrant CS","2022","Coventry","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Heterosexual / straight","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","HM Revenue and Customs","140","130","35820","31130"
"New entrant CS","2022","Croydon","Heterosexual / straight","Home Office","70","70","37610","30150"
"New entrant CS","2022","Croydon","Heterosexual / straight","Ministry of Justice","70","70","28230","27060"
"New entrant CS","2022","Croydon","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","HM Revenue and Customs","100","100","34000","30750"
"New entrant CS","2022","Croydon","Unknown","Home Office","320","320","36230","28650"
"New entrant CS","2022","Croydon","Unknown","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for Education","80","80","32750","29360"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","HM Treasury","50","50","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Heterosexual / straight","Department for Work and Pensions","60","60","22260","21260"
"New entrant CS","2022","Derby","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Heterosexual / straight","Ministry of Justice","60","60","26160","24780"
"New entrant CS","2022","Derby","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","140","130","28740","24400"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department for Work and Pensions","50","40","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Ministry of Justice","120","110","25020","23140"
"New entrant CS","2022","Devon CC","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
