"Status","Year","Responsibility_level","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Grants Management","50","40","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","No function","290","280","28720","27380"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Project Delivery","110","110","21240","20520"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Unknown","590","530","27390","27570"
"In post","2021","EO","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","No function","100","90","31010","32790"
"In post","2021","EO","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Property","90","90","31300","30160"
"In post","2021","EO","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Unknown","430","400","27680","27570"
"In post","2021","EO","Inner London - East","Analysis","50","50","27990","28100"
"In post","2021","EO","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Inner London - East","Communications","50","40","[c]","[c]"
"In post","2021","EO","Inner London - East","Counter Fraud","40","40","[c]","[c]"
"In post","2021","EO","Inner London - East","Debt","60","60","30500","31470"
"In post","2021","EO","Inner London - East","Digital, Data & Technology","130","130","29370","28820"
"In post","2021","EO","Inner London - East","Finance","60","60","28720","27960"
"In post","2021","EO","Inner London - East","Human Resources","60","50","29550","29570"
"In post","2021","EO","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Inner London - East","Legal","40","30","[c]","[c]"
"In post","2021","EO","Inner London - East","No function","1360","1290","31600","31710"
"In post","2021","EO","Inner London - East","Project Delivery","100","100","29410","29570"
"In post","2021","EO","Inner London - East","Property","90","80","30500","30520"
"In post","2021","EO","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Inner London - East","Unknown","2410","2280","30680","31060"
"In post","2021","EO","Inner London - West","Analysis","210","200","28980","28880"
"In post","2021","EO","Inner London - West","Commercial","100","100","28970","29000"
"In post","2021","EO","Inner London - West","Communications","230","230","28550","27850"
"In post","2021","EO","Inner London - West","Counter Fraud","440","430","30060","29570"
"In post","2021","EO","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Inner London - West","Digital, Data & Technology","180","170","29160","29460"
"In post","2021","EO","Inner London - West","Finance","230","220","28350","28230"
"In post","2021","EO","Inner London - West","Human Resources","330","320","28400","27690"
"In post","2021","EO","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Inner London - West","Legal","700","670","28850","29280"
"In post","2021","EO","Inner London - West","No function","3180","3110","28860","28170"
"In post","2021","EO","Inner London - West","Project Delivery","280","280","29170","29750"
"In post","2021","EO","Inner London - West","Property","60","60","29050","28500"
"In post","2021","EO","Inner London - West","Security","120","120","31450","30310"
"In post","2021","EO","Inner London - West","Unknown","1800","1730","30350","31060"
"In post","2021","EO","Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Counter Fraud","100","90","26460","25560"
"In post","2021","EO","Kent","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Legal","30","30","[c]","[c]"
"In post","2021","EO","Kent","No function","660","630","30610","31610"
"In post","2021","EO","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Unknown","2710","2470","27870","27370"
"In post","2021","EO","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Human Resources","100","90","26830","26670"
"In post","2021","EO","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Legal","90","80","27330","28130"
"In post","2021","EO","Lancashire","No function","890","810","27930","27130"
"In post","2021","EO","Lancashire","Project Delivery","80","70","26000","25560"
"In post","2021","EO","Lancashire","Property","30","30","[c]","[c]"
"In post","2021","EO","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lancashire","Unknown","3110","2810","27450","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","No function","630","590","27200","27130"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Unknown","1090","1000","27370","27570"
"In post","2021","EO","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","No function","180","160","29070","27380"
"In post","2021","EO","Lincolnshire","Project Delivery","50","50","26550","26670"
"In post","2021","EO","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Unknown","460","420","27630","27570"
"In post","2021","EO","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Merseyside","Commercial","40","40","[c]","[c]"
"In post","2021","EO","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Merseyside","Counter Fraud","210","190","25990","25560"
"In post","2021","EO","Merseyside","Debt","60","50","26310","25560"
"In post","2021","EO","Merseyside","Digital, Data & Technology","60","50","26510","26670"
"In post","2021","EO","Merseyside","Finance","40","30","[c]","[c]"
"In post","2021","EO","Merseyside","Human Resources","70","60","25670","25560"
"In post","2021","EO","Merseyside","Legal","80","80","27130","27280"
"In post","2021","EO","Merseyside","No function","1250","1130","26120","25560"
"In post","2021","EO","Merseyside","Project Delivery","90","80","25940","25560"
"In post","2021","EO","Merseyside","Property","60","50","26200","26000"
"In post","2021","EO","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Merseyside","Unknown","4220","3840","26340","26160"
"In post","2021","EO","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","No function","180","170","30580","33590"
"In post","2021","EO","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Unknown","360","330","27950","27570"
"In post","2021","EO","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Grants Management","60","60","25310","24920"
"In post","2021","EO","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","North Yorkshire","No function","220","210","26470","26370"
"In post","2021","EO","North Yorkshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","EO","North Yorkshire","Property","30","30","[c]","[c]"
"In post","2021","EO","North Yorkshire","Security","110","110","29650","26670"
"In post","2021","EO","North Yorkshire","Unknown","460","420","27930","27570"
"In post","2021","EO","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Counter Fraud","170","160","25990","25560"
"In post","2021","EO","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","No function","440","410","26740","25560"
"In post","2021","EO","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Unknown","280","270","26270","25310"
"In post","2021","EO","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northumberland and Tyne and Wear","Communications","810","780","25690","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Counter Fraud","200","190","25830","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Debt","80","70","25260","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Digital, Data & Technology","80","80","25820","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Finance","40","40","[c]","[c]"
"In post","2021","EO","Northumberland and Tyne and Wear","Grants Management","70","70","25410","25190"
"In post","2021","EO","Northumberland and Tyne and Wear","Human Resources","140","130","25070","25550"
"In post","2021","EO","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northumberland and Tyne and Wear","Legal","50","50","27180","27870"
"In post","2021","EO","Northumberland and Tyne and Wear","No function","1310","1180","25890","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Project Delivery","130","120","25940","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Property","60","50","25850","25860"
"In post","2021","EO","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northumberland and Tyne and Wear","Unknown","2550","2280","27360","27570"
"In post","2021","EO","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","No function","320","300","32060","30780"
"In post","2021","EO","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - East and North East","Unknown","1380","1280","31060","31060"
"In post","2021","EO","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Counter Fraud","240","230","30070","29570"
"In post","2021","EO","Outer London - South","Debt","50","50","31190","32300"
"In post","2021","EO","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Finance","30","30","[c]","[c]"
"In post","2021","EO","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","No function","620","580","30290","30110"
"In post","2021","EO","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Property","80","80","29850","29450"
"In post","2021","EO","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - South","Unknown","2130","1990","29840","29370"
"In post","2021","EO","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Communications","120","120","20520","20000"
"In post","2021","EO","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","No function","530","500","29840","29570"
"In post","2021","EO","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Property","60","50","29720","29450"
"In post","2021","EO","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Outer London - West and North West","Unknown","3230","2920","30310","30500"
"In post","2021","EO","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","No function","50","40","[c]","[c]"
"In post","2021","EO","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Property","30","30","[c]","[c]"
"In post","2021","EO","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Unknown","150","150","27880","27370"
"In post","2021","EO","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Commercial","50","50","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Digital, Data & Technology","60","60","26220","25560"
"In post","2021","EO","Shropshire and Staffordshire","Finance","30","30","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","No function","780","740","28230","27130"
"In post","2021","EO","Shropshire and Staffordshire","Project Delivery","130","120","25800","26670"
"In post","2021","EO","Shropshire and Staffordshire","Property","40","30","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Unknown","1300","1180","27730","27570"
"In post","2021","EO","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","EO","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Legal","40","30","[c]","[c]"
"In post","2021","EO","South Yorkshire","No function","430","400","28410","27380"
"In post","2021","EO","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","South Yorkshire","Security","40","40","[c]","[c]"
"In post","2021","EO","South Yorkshire","Unknown","2090","1850","26630","27570"
"In post","2021","EO","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Counter Fraud","50","40","26640","25560"
"In post","2021","EO","Southern Scotland","Debt","30","30","[c]","[c]"
"In post","2021","EO","Southern Scotland","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","EO","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Legal","50","40","[c]","[c]"
"In post","2021","EO","Southern Scotland","No function","500","440","27050","25560"
"In post","2021","EO","Southern Scotland","Project Delivery","280","260","23490","24310"
"In post","2021","EO","Southern Scotland","Property","60","50","31970","30160"
"In post","2021","EO","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Southern Scotland","Unknown","820","730","27640","27570"
"In post","2021","EO","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Debt","50","30","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Digital, Data & Technology","50","50","26850","25660"
"In post","2021","EO","Surrey, East and West Sussex","Finance","70","60","26840","26670"
"In post","2021","EO","Surrey, East and West Sussex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Human Resources","40","30","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Legal","50","40","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","No function","590","550","29840","28400"
"In post","2021","EO","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Surrey, East and West Sussex","Unknown","2070","1850","27930","27570"
"In post","2021","EO","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","No function","840","770","28510","27130"
"In post","2021","EO","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Property","60","50","25390","25100"
"In post","2021","EO","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Tees Valley and Durham","Unknown","1370","1220","27070","27570"
"In post","2021","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Unknown","540","500","28000","27570"
"In post","2021","EO","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Counter Fraud","190","180","26370","25560"
"In post","2021","EO","West Central Scotland","Debt","90","70","26240","25560"
"In post","2021","EO","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Finance","90","80","26240","25560"
"In post","2021","EO","West Central Scotland","Human Resources","100","100","26800","26670"
"In post","2021","EO","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Legal","110","100","28410","29350"
"In post","2021","EO","West Central Scotland","No function","1640","1560","29160","29040"
"In post","2021","EO","West Central Scotland","Project Delivery","80","70","22840","22110"
"In post","2021","EO","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Central Scotland","Security","100","100","40120","43920"
"In post","2021","EO","West Central Scotland","Unknown","2680","2430","27200","27570"
"In post","2021","EO","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands","Communications","130","130","25620","25560"
"In post","2021","EO","West Midlands","Counter Fraud","250","230","26100","25560"
"In post","2021","EO","West Midlands","Debt","60","60","25250","25560"
"In post","2021","EO","West Midlands","Digital, Data & Technology","60","50","26500","25560"
"In post","2021","EO","West Midlands","Finance","50","50","25200","25000"
"In post","2021","EO","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands","Legal","130","120","26310","25820"
"In post","2021","EO","West Midlands","No function","1470","1390","26300","25560"
"In post","2021","EO","West Midlands","Project Delivery","40","40","[c]","[c]"
"In post","2021","EO","West Midlands","Property","70","60","26190","26000"
"In post","2021","EO","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands","Unknown","3490","3130","27190","27570"
"In post","2021","EO","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Commercial","40","30","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Digital, Data & Technology","200","200","26890","26470"
"In post","2021","EO","West Wales and The Valleys","Finance","40","40","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Human Resources","50","40","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","No function","1130","1030","27010","26780"
"In post","2021","EO","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Property","50","40","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Wales and The Valleys","Unknown","2300","2090","27670","27570"
"In post","2021","EO","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Yorkshire","Communications","350","340","25600","25560"
"In post","2021","EO","West Yorkshire","Counter Fraud","300","280","25930","25560"
