"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Wales","Female","AA/AO","570","540","21060","21250"
"New entrant CS","2022","East Wales","Female","EO","250","240","25740","25860"
"New entrant CS","2022","East Wales","Female","G6/G7","60","60","54280","51380"
"New entrant CS","2022","East Wales","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Female","SEO/HEO","350","340","34390","33080"
"New entrant CS","2022","East Wales","Female","Unknown","130","120","24830","23170"
"New entrant CS","2022","East Wales","Male","AA/AO","500","490","21370","21250"
"New entrant CS","2022","East Wales","Male","EO","240","240","26090","26130"
"New entrant CS","2022","East Wales","Male","G6/G7","80","80","55730","52080"
"New entrant CS","2022","East Wales","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Male","SEO/HEO","290","290","34750","33080"
"New entrant CS","2022","East Wales","Male","Unknown","60","60","29890","28710"
"New entrant CS","2022","East Wales","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Female","AA/AO","170","170","21730","21260"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Female","EO","40","30","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Female","Unknown","120","110","27850","25480"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Male","AA/AO","170","170","22390","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Male","EO","40","40","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Female","AA/AO","830","800","21780","21250"
"New entrant CS","2022","Eastern Scotland","Female","EO","420","400","27230","27230"
"New entrant CS","2022","Eastern Scotland","Female","G6/G7","130","120","55580","52080"
"New entrant CS","2022","Eastern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Female","SEO/HEO","490","480","35680","33220"
"New entrant CS","2022","Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Male","AA/AO","620","610","21950","21250"
"New entrant CS","2022","Eastern Scotland","Male","EO","340","330","27250","27230"
"New entrant CS","2022","Eastern Scotland","Male","G6/G7","110","110","57020","55210"
"New entrant CS","2022","Eastern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Male","SEO/HEO","340","330","35870","33080"
"New entrant CS","2022","Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Female","AA/AO","170","170","23280","24250"
"New entrant CS","2022","Essex","Female","EO","80","80","28720","29290"
"New entrant CS","2022","Essex","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Essex","Female","Unknown","190","170","28020","24800"
"New entrant CS","2022","Essex","Male","AA/AO","110","110","23460","24250"
"New entrant CS","2022","Essex","Male","EO","70","70","29000","29290"
"New entrant CS","2022","Essex","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Male","Unknown","70","70","28600","24800"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","AA/AO","470","450","20990","21170"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","EO","380","370","24410","24750"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","G6/G7","140","130","52880","49860"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SEO/HEO","580","560","33370","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","320","290","28180","24800"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","AA/AO","320","320","21440","21260"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","EO","410","410","23710","24830"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","G6/G7","180","170","55140","53500"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SEO/HEO","690","680","34530","33080"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","220","220","33050","29550"
"New entrant CS","2022","Greater Manchester","Female","AA/AO","600","570","21310","21250"
"New entrant CS","2022","Greater Manchester","Female","EO","420","420","26320","26590"
"New entrant CS","2022","Greater Manchester","Female","G6/G7","100","90","54870","52080"
"New entrant CS","2022","Greater Manchester","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Female","SEO/HEO","340","340","33850","33080"
"New entrant CS","2022","Greater Manchester","Female","Unknown","350","330","26750","24090"
"New entrant CS","2022","Greater Manchester","Male","AA/AO","540","520","21370","21250"
"New entrant CS","2022","Greater Manchester","Male","EO","430","430","26680","26590"
"New entrant CS","2022","Greater Manchester","Male","G6/G7","130","130","56570","53500"
"New entrant CS","2022","Greater Manchester","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","Male","SEO/HEO","360","350","34010","33080"
"New entrant CS","2022","Greater Manchester","Male","Unknown","140","130","28640","25240"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","AA/AO","370","310","20980","20890"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","EO","160","150","25740","26130"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","G6/G7","50","50","54070","52460"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","SEO/HEO","180","180","33050","30710"
"New entrant CS","2022","Hampshire and Isle of Wight","Female","Unknown","180","160","27830","24800"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","AA/AO","300","270","22060","21250"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","EO","160","160","25750","26130"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","G6/G7","80","80","56890","53050"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","SEO/HEO","250","240","32530","30910"
"New entrant CS","2022","Hampshire and Isle of Wight","Male","Unknown","60","60","29230","28200"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","AA/AO","130","130","21510","21300"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","EO","90","80","27020","27570"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","110","100","27590","24800"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","AA/AO","120","120","22150","21300"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","EO","60","60","26510","27570"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Female","EO","40","40","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - East","Female","AA/AO","210","200","25270","24490"
"New entrant CS","2022","Inner London - East","Female","EO","510","500","29650","30750"
"New entrant CS","2022","Inner London - East","Female","G6/G7","180","170","59280","58130"
"New entrant CS","2022","Inner London - East","Female","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Inner London - East","Female","SEO/HEO","450","440","37130","37610"
"New entrant CS","2022","Inner London - East","Female","Unknown","310","290","35850","33700"
"New entrant CS","2022","Inner London - East","Male","AA/AO","170","170","25820","25110"
"New entrant CS","2022","Inner London - East","Male","EO","350","340","29850","30750"
"New entrant CS","2022","Inner London - East","Male","G6/G7","160","160","61140","58600"
"New entrant CS","2022","Inner London - East","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - East","Male","SEO/HEO","350","350","37210","37610"
"New entrant CS","2022","Inner London - East","Male","Unknown","140","130","38270","34100"
"New entrant CS","2022","Inner London - West","Female","AA/AO","430","420","24220","23720"
"New entrant CS","2022","Inner London - West","Female","EO","1100","1040","27740","27680"
"New entrant CS","2022","Inner London - West","Female","G6/G7","720","680","56890","54110"
"New entrant CS","2022","Inner London - West","Female","SCS","60","60","92700","79190"
"New entrant CS","2022","Inner London - West","Female","SEO/HEO","2050","1980","35420","34260"
"New entrant CS","2022","Inner London - West","Female","Unknown","80","70","32440","27980"
"New entrant CS","2022","Inner London - West","Male","AA/AO","340","340","25170","24490"
"New entrant CS","2022","Inner London - West","Male","EO","640","610","27840","27680"
"New entrant CS","2022","Inner London - West","Male","G6/G7","590","570","58750","54700"
"New entrant CS","2022","Inner London - West","Male","SCS","80","70","104730","93610"
"New entrant CS","2022","Inner London - West","Male","SEO/HEO","1650","1610","35650","34260"
"New entrant CS","2022","Inner London - West","Male","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Kent","Female","AA/AO","300","290","24260","24250"
"New entrant CS","2022","Kent","Female","EO","70","70","27240","26130"
"New entrant CS","2022","Kent","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Female","Unknown","190","170","27810","25480"
"New entrant CS","2022","Kent","Male","AA/AO","290","290","24390","24250"
"New entrant CS","2022","Kent","Male","EO","120","110","28100","26130"
"New entrant CS","2022","Kent","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent","Male","Unknown","60","50","29030","27900"
"New entrant CS","2022","Lancashire","Female","AA/AO","480","460","21510","21260"
"New entrant CS","2022","Lancashire","Female","EO","180","170","27190","27570"
"New entrant CS","2022","Lancashire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","Female","SEO/HEO","60","60","35620","35310"
"New entrant CS","2022","Lancashire","Female","Unknown","210","190","27620","24800"
"New entrant CS","2022","Lancashire","Male","AA/AO","390","390","21700","21260"
"New entrant CS","2022","Lancashire","Male","EO","130","130","27640","27570"
"New entrant CS","2022","Lancashire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancashire","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Lancashire","Male","Unknown","60","50","29450","28200"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","AA/AO","390","380","21440","21260"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","EO","60","60","26680","27570"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Female","Unknown","180","160","27860","24800"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","AA/AO","230","230","21990","21260"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","EO","70","70","27160","27570"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","Male","Unknown","60","50","30010","28200"
"New entrant CS","2022","Lincolnshire","Female","AA/AO","100","90","21520","21170"
"New entrant CS","2022","Lincolnshire","Female","EO","50","50","26830","27570"
"New entrant CS","2022","Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Female","Unknown","70","70","28050","25480"
"New entrant CS","2022","Lincolnshire","Male","AA/AO","90","90","22310","21430"
"New entrant CS","2022","Lincolnshire","Male","EO","50","50","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merseyside","Female","AA/AO","770","740","21110","21250"
"New entrant CS","2022","Merseyside","Female","EO","460","450","26400","26590"
"New entrant CS","2022","Merseyside","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Merseyside","Female","SCS","[c]","[c]","[c]","[c]"
