"Status","Year","Ethnicity","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Budget Responsibility","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Budget Responsibility","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Standards and Testing Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","No function","60","50","33040","28100"
"New entrant CS","2022","Mixed","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
