"Status","Year","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","North West (England)","690","690","23000","21010"
"New entrant CS","2021","Bournemouth and Poole","South West (England)","110","110","25610","27570"
"New entrant CS","2021","Bradford","Yorkshire and The Humber","270","270","25270","25560"
"New entrant CS","2021","Breckland and South Norfolk","East of England","60","60","[c]","[c]"
"New entrant CS","2021","Brent","London","150","150","29420","31060"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Wales","80","70","25510","24240"
"New entrant CS","2021","Brighton and Hove","South East (England)","150","140","25810","27570"
"New entrant CS","2021","Bristol, City of","South West (England)","880","850","30290","27570"
"New entrant CS","2021","Bromley","London","110","110","28020","31060"
"New entrant CS","2021","Buckinghamshire CC","South East (England)","260","250","28880","27570"
"New entrant CS","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Yorkshire and The Humber","140","130","26330","27570"
"New entrant CS","2021","Cambridgeshire CC","East of England","380","370","30070","27340"
"New entrant CS","2021","Camden and City of London","London","340","340","30690","24090"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Wales","900","870","25690","21010"
"New entrant CS","2021","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Central Hampshire","South East (England)","380","370","28880","26350"
"New entrant CS","2021","Central Valleys","Wales","100","100","24690","22920"
"New entrant CS","2021","Cheshire East","North West (England)","90","90","25940","22850"
"New entrant CS","2021","Cheshire West and Chester","North West (England)","130","130","22310","21010"
"New entrant CS","2021","Chorley and West Lancashire","North West (England)","110","100","25330","24120"
"New entrant CS","2021","City of Edinburgh","Scotland","1500","1470","30580","26160"
"New entrant CS","2021","Clackmannanshire and Fife","Scotland","90","90","26190","26350"
"New entrant CS","2021","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","180","170","27020","27570"
"New entrant CS","2021","Coventry","West Midlands (England)","350","340","31580","27570"
"New entrant CS","2021","Croydon","London","760","750","34700","30120"
"New entrant CS","2021","Darlington","North East (England)","70","70","29410","25000"
"New entrant CS","2021","Derby","East Midlands (England)","140","130","25810","27570"
"New entrant CS","2021","Devon CC","South West (England)","690","670","26140","22850"
"New entrant CS","2021","Dorset CC","South West (England)","190","190","25160","22850"
"New entrant CS","2021","Dudley","West Midlands (England)","110","110","24580","27570"
"New entrant CS","2021","Dumfries and Galloway","Scotland","50","50","24390","25140"
"New entrant CS","2021","Durham CC","North East (England)","400","400","23030","21010"
"New entrant CS","2021","Ealing","London","160","160","30260","31060"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Scotland","70","70","23940","23230"
"New entrant CS","2021","East Cumbria","North West (England)","60","60","26600","21050"
"New entrant CS","2021","East Derbyshire","East Midlands (England)","60","50","26690","27570"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","140","140","26650","23540"
"New entrant CS","2021","East Kent","South East (England)","510","500","25970","24880"
"New entrant CS","2021","East Lancashire","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","North West (England)","140","140","26890","27570"
"New entrant CS","2021","East Riding of Yorkshire","Yorkshire and The Humber","180","180","24390","22850"
"New entrant CS","2021","East Surrey","South East (England)","160","160","28160","29290"
"New entrant CS","2021","East Sussex CC","South East (England)","340","330","24040","22920"
"New entrant CS","2021","Enfield","London","140","130","30070","31060"
"New entrant CS","2021","Essex Haven Gateway","East of England","120","120","29050","29290"
"New entrant CS","2021","Essex Thames Gateway","East of England","160","160","25940","24180"
"New entrant CS","2021","Falkirk","Scotland","160","150","22430","21010"
"New entrant CS","2021","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Wales","190","190","23280","22850"
"New entrant CS","2021","Glasgow City","Scotland","1200","1170","27480","23450"
"New entrant CS","2021","Gloucestershire","South West (England)","180","180","26130","27570"
"New entrant CS","2021","Greater Manchester North East","North West (England)","250","240","26360","27570"
"New entrant CS","2021","Greater Manchester North West","North West (England)","190","190","23320","21010"
"New entrant CS","2021","Greater Manchester South East","North West (England)","230","230","22740","21010"
"New entrant CS","2021","Greater Manchester South West","North West (England)","790","780","26530","24880"
"New entrant CS","2021","Gwent Valleys","Wales","70","70","25540","27570"
"New entrant CS","2021","Gwynedd","Wales","70","70","21400","21010"
"New entrant CS","2021","Hackney and Newham","London","370","360","29870","31060"
"New entrant CS","2021","Haringey and Islington","London","420","410","28220","31030"
"New entrant CS","2021","Harrow and Hillingdon","London","360","360","29350","31060"
"New entrant CS","2021","Hartlepool and Stockton-on-Tees","North East (England)","120","120","23250","22850"
"New entrant CS","2021","Heart of Essex","East of England","230","220","27650","27700"
"New entrant CS","2021","Herefordshire, County of","West Midlands (England)","60","50","27820","26970"
"New entrant CS","2021","Hertfordshire","East of England","500","490","28290","29290"
"New entrant CS","2021","Hounslow and Richmond upon Thames","London","370","360","29070","30720"
"New entrant CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","70","60","27800","26160"
"New entrant CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","130","130","25610","21030"
"New entrant CS","2021","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Isle of Wight","South East (England)","90","90","24300","24120"
"New entrant CS","2021","Kensington & Chelsea and Hammersmith & Fulham","London","210","200","29300","31060"
"New entrant CS","2021","Kent Thames Gateway","South East (England)","270","270","26740","27850"
"New entrant CS","2021","Kingston upon Hull, City of","Yorkshire and The Humber","170","170","25590","24880"
"New entrant CS","2021","Lambeth","London","1260","1160","37110","32330"
"New entrant CS","2021","Lancaster and Wyre","North West (England)","170","170","23040","21010"
"New entrant CS","2021","Leeds","Yorkshire and The Humber","1890","1840","28790","27570"
"New entrant CS","2021","Leicester","East Midlands (England)","410","390","24080","22350"
"New entrant CS","2021","Leicestershire CC and Rutland","East Midlands (England)","190","190","25360","22850"
"New entrant CS","2021","Lewisham and Southwark","London","310","300","31070","31060"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","290","280","26800","25790"
"New entrant CS","2021","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","North West (England)","590","570","26430","21430"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","East of England","130","120","24430","27570"
"New entrant CS","2021","Manchester","North West (England)","1220","1180","30930","27570"
"New entrant CS","2021","Medway","South East (England)","170","170","26750","27850"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","London","210","200","29830","31060"
"New entrant CS","2021","Mid Kent","South East (England)","140","140","28610","29290"
"New entrant CS","2021","Mid Lancashire","North West (England)","250","240","24460","22350"
"New entrant CS","2021","Milton Keynes","South East (England)","150","150","25160","27570"
"New entrant CS","2021","Monmouthshire and Newport","Wales","810","790","28900","27570"
"New entrant CS","2021","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Yorkshire and The Humber","90","80","23020","21430"
"New entrant CS","2021","North and West Norfolk","East of England","90","90","25060","24230"
"New entrant CS","2021","North Hampshire","South East (England)","160","150","28280","27120"
"New entrant CS","2021","North Lanarkshire","Scotland","120","110","23640","20760"
"New entrant CS","2021","North Northamptonshire","East Midlands (England)","110","110","27230","27570"
"New entrant CS","2021","North Nottinghamshire","East Midlands (England)","110","110","24150","22920"
"New entrant CS","2021","North Yorkshire CC","Yorkshire and The Humber","210","200","28000","27570"
"New entrant CS","2021","Northumberland","North East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","East of England","240","230","25960","23750"
"New entrant CS","2021","Nottingham","East Midlands (England)","840","820","28280","25560"
"New entrant CS","2021","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Oxfordshire","South East (England)","370","340","27840","27570"
"New entrant CS","2021","Perth and Kinross and Stirling","Scotland","120","120","25960","25980"
"New entrant CS","2021","Peterborough","East of England","150","140","26130","27570"
"New entrant CS","2021","Plymouth","South West (England)","330","320","26640","22350"
"New entrant CS","2021","Portsmouth","South East (England)","440","430","28200","25190"
"New entrant CS","2021","Powys","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","London","300","290","28500","31060"
"New entrant CS","2021","Sandwell","West Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Sefton","North West (England)","370","370","26560","24880"
"New entrant CS","2021","Sheffield","Yorkshire and The Humber","740","720","28450","25000"
"New entrant CS","2021","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","West Midlands (England)","110","110","26810","27570"
"New entrant CS","2021","Solihull","West Midlands (England)","60","50","27790","27570"
"New entrant CS","2021","Somerset","South West (England)","220","210","26020","22920"
"New entrant CS","2021","South and West Derbyshire","East Midlands (England)","100","90","24950","26370"
"New entrant CS","2021","South Ayrshire","Scotland","80","80","26550","27570"
"New entrant CS","2021","South Hampshire","South East (England)","580","550","29020","28290"
"New entrant CS","2021","South Lanarkshire","Scotland","240","230","21360","20140"
"New entrant CS","2021","South Nottinghamshire","East Midlands (England)","60","50","26500","22850"
"New entrant CS","2021","South Teesside","North East (England)","110","110","22310","21010"
"New entrant CS","2021","South West Wales","Wales","100","100","23560","21050"
"New entrant CS","2021","Southampton","South East (England)","220","210","30260","27570"
"New entrant CS","2021","Southend-on-Sea","East of England","120","120","29080","29290"
"New entrant CS","2021","Staffordshire CC","West Midlands (England)","470","460","24660","23700"
"New entrant CS","2021","Stoke-on-Trent","West Midlands (England)","280","260","22060","18880"
"New entrant CS","2021","Suffolk","East of England","490","480","25220","25980"
"New entrant CS","2021","Sunderland","North East (England)","340","330","24570","25560"
"New entrant CS","2021","Swansea","Wales","560","520","24120","21590"
"New entrant CS","2021","Swindon","South West (England)","100","90","26920","27570"
"New entrant CS","2021","Telford and Wrekin","West Midlands (England)","190","180","32610","27570"
"New entrant CS","2021","Thurrock","East of England","50","50","[c]","[c]"
"New entrant CS","2021","Torbay","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Tower Hamlets","London","980","970","39690","33960"
"New entrant CS","2021","Tyneside","North East (England)","2180","2150","24880","21010"
"New entrant CS","2021","Unknown","Unknown","900","880","32720","27570"
"New entrant CS","2021","Wakefield","Yorkshire and The Humber","200","190","26040","27570"
"New entrant CS","2021","Walsall","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Wandsworth","London","180","180","28290","30220"
"New entrant CS","2021","Warrington","North West (England)","450","440","29780","27570"
"New entrant CS","2021","Warwickshire","West Midlands (England)","100","100","24680","22920"
"New entrant CS","2021","West Cumbria","North West (England)","90","90","29360","24620"
"New entrant CS","2021","West Essex","East of England","100","100","28730","29290"
"New entrant CS","2021","West Kent","South East (England)","50","50","28870","29290"
"New entrant CS","2021","West Lothian","Scotland","70","60","23050","21010"
"New entrant CS","2021","West Northamptonshire","East Midlands (England)","170","160","23200","22850"
"New entrant CS","2021","West Surrey","South East (England)","380","370","28870","27960"
"New entrant CS","2021","West Sussex (North East)","South East (England)","190","180","27700","27570"
"New entrant CS","2021","West Sussex (South West)","South East (England)","130","130","27830","27570"
"New entrant CS","2021","Westminster","London","7620","7530","38390","33570"
"New entrant CS","2021","Wiltshire","South West (England)","910","850","29820","26670"
"New entrant CS","2021","Wirral","North West (England)","140","140","23350","22350"
"New entrant CS","2021","Wolverhampton","West Midlands (England)","80","70","24160","22920"
"New entrant CS","2021","Worcestershire","West Midlands (England)","250","240","25480","22850"
"New entrant CS","2021","York","Yorkshire and The Humber","350","340","30530","26750"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Scotland","270","270","30400","27230"
"New entrant CS","2022","Angus and Dundee City","Scotland","680","660","25230","23230"
"New entrant CS","2022","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","London","120","110","31970","31060"
"New entrant CS","2022","Barnet","London","390","350","31360","27980"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","400","390","25660","23170"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","1310","1280","31170","27570"
"New entrant CS","2022","Bedford","East of England","190","180","27570","27570"
"New entrant CS","2022","Belfast","Northern Ireland","510","500","27870","26590"
"New entrant CS","2022","Berkshire","South East (England)","420","420","29790","26350"
"New entrant CS","2022","Bexley and Greenwich","London","270","260","28860","29020"
"New entrant CS","2022","Birmingham","West Midlands (England)","2440","2350","28360","26590"
"New entrant CS","2022","Blackburn with Darwen","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Blackpool","North West (England)","680","670","25730","21260"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","South West (England)","140","130","27260","26030"
"New entrant CS","2022","Bradford","Yorkshire and The Humber","600","560","23810","21250"
"New entrant CS","2022","Breckland and South Norfolk","East of England","80","80","26430","23140"
"New entrant CS","2022","Brent","London","120","120","31110","31060"
"New entrant CS","2022","Bridgend and Neath Port Talbot","Wales","110","100","25720","21260"
"New entrant CS","2022","Brighton and Hove","South East (England)","120","110","28550","26370"
"New entrant CS","2022","Bristol, City of","South West (England)","1130","1100","31450","28590"
"New entrant CS","2022","Bromley","London","130","120","32550","31060"
"New entrant CS","2022","Buckinghamshire","South East (England)","240","230","29940","28140"
"New entrant CS","2022","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Calderdale and Kirklees","Yorkshire and The Humber","200","190","27340","27570"
"New entrant CS","2022","Cambridgeshire CC","East of England","440","420","28480","26140"
"New entrant CS","2022","Camden and City of London","London","230","230","37450","31060"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","Wales","1260","1230","27950","24500"
"New entrant CS","2022","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","East of England","40","30","[c]","[c]"
"New entrant CS","2022","Central Hampshire","South East (England)","480","470","30550","27010"
"New entrant CS","2022","Central Valleys","Wales","290","280","27260","27570"
"New entrant CS","2022","Cheshire East","North West (England)","230","220","25370","23140"
"New entrant CS","2022","Cheshire West and Chester","North West (England)","80","70","26760","24800"
"New entrant CS","2022","Chorley and West Lancashire","North West (England)","210","210","24830","23140"
"New entrant CS","2022","City of Edinburgh","Scotland","2120","2060","31860","27230"
"New entrant CS","2022","Clackmannanshire and Fife","Scotland","150","140","25640","23620"
"New entrant CS","2022","Conwy and Denbighshire","Wales","80","80","31370","27570"
"New entrant CS","2022","Cornwall and Isles of Scilly","South West (England)","250","240","25720","21260"
"New entrant CS","2022","Coventry","West Midlands (England)","350","340","32110","29360"
"New entrant CS","2022","Croydon","London","900","880","34430","30750"
"New entrant CS","2022","Darlington","North East (England)","260","250","32720","29360"
"New entrant CS","2022","Derby","East Midlands (England)","210","190","25130","23170"
"New entrant CS","2022","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","South West (England)","620","600","27210","23170"
"New entrant CS","2022","Dorset","South West (England)","260","250","25240","23140"
"New entrant CS","2022","Dudley","West Midlands (England)","140","130","24400","21260"
"New entrant CS","2022","Dumfries and Galloway","Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Durham","North East (England)","610","600","24490","22990"
"New entrant CS","2022","Ealing","London","90","80","33610","31060"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Scotland","150","150","24000","21260"
"New entrant CS","2022","East Cumbria","North West (England)","150","140","27250","23960"
"New entrant CS","2022","East Derbyshire","East Midlands (England)","70","70","27100","26310"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","250","250","26450","22630"
"New entrant CS","2022","East Kent","South East (England)","450","420","25730","24250"
"New entrant CS","2022","East Lancashire","North West (England)","80","70","28170","27570"
"New entrant CS","2022","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","North West (England)","190","180","29670","27570"
"New entrant CS","2022","East Riding of Yorkshire","Yorkshire and The Humber","260","260","24630","23140"
"New entrant CS","2022","East Surrey","South East (England)","190","180","29280","31020"
"New entrant CS","2022","East Sussex CC","South East (England)","290","280","25340","21840"
"New entrant CS","2022","Enfield","London","40","40","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","East of England","130","120","31240","27880"
"New entrant CS","2022","Essex Thames Gateway","East of England","150","140","25240","24250"
"New entrant CS","2022","Falkirk","Scotland","170","160","23840","21640"
"New entrant CS","2022","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","Wales","300","290","24440","23140"
"New entrant CS","2022","Glasgow City","Scotland","2520","2470","29820","27230"
"New entrant CS","2022","Gloucestershire CC","South West (England)","200","190","28000","26310"
"New entrant CS","2022","Greater Manchester North East","North West (England)","170","160","26330","24800"
"New entrant CS","2022","Greater Manchester North West","North West (England)","270","260","25110","23170"
"New entrant CS","2022","Greater Manchester South East","North West (England)","120","110","24970","23170"
"New entrant CS","2022","Greater Manchester South West","North West (England)","1430","1380","28180","25480"
"New entrant CS","2022","Gwent Valleys","Wales","80","80","27680","27570"
"New entrant CS","2022","Gwynedd","Wales","90","80","24590","21260"
"New entrant CS","2022","Hackney and Newham","London","560","550","35260","31060"
"New entrant CS","2022","Haringey and Islington","London","320","310","31520","31060"
"New entrant CS","2022","Harrow and Hillingdon","London","220","210","29710","28650"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","North East (England)","260","250","26310","24090"
"New entrant CS","2022","Heart of Essex","East of England","270","260","27540","25120"
"New entrant CS","2022","Herefordshire, County of","West Midlands (England)","60","60","26170","26350"
"New entrant CS","2022","Hertfordshire CC","East of England","430","420","29870","29290"
"New entrant CS","2022","Hounslow and Richmond upon Thames","London","450","440","30260","28700"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","110","100","27050","24880"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","140","130","27180","27020"
"New entrant CS","2022","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","South East (England)","120","110","23980","23140"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","170","170","30700","30520"
"New entrant CS","2022","Kent Thames Gateway","South East (England)","200","190","26600","28140"
"New entrant CS","2022","Kingston upon Hull, City of","Yorkshire and The Humber","240","230","25030","23140"
"New entrant CS","2022","Lambeth","London","790","760","38570","32330"
"New entrant CS","2022","Lancaster and Wyre","North West (England)","120","120","24280","21260"
"New entrant CS","2022","Leeds","Yorkshire and The Humber","2330","2190","30850","27570"
"New entrant CS","2022","Leicester","East Midlands (England)","440","420","24490","21260"
"New entrant CS","2022","Leicestershire CC and Rutland","East Midlands (England)","310","290","25340","23140"
"New entrant CS","2022","Lewisham and Southwark","London","320","310","35990","31060"
"New entrant CS","2022","Lincolnshire CC","East Midlands (England)","450","430","27030","25480"
"New entrant CS","2022","Lisburn and Castlereagh","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2022","Liverpool","North West (England)","1690","1650","25480","23170"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","East of England","100","90","28500","27570"
"New entrant CS","2022","Manchester","North West (England)","1430","1400","30810","27570"
"New entrant CS","2022","Medway","South East (England)","230","230","27010","27430"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","London","130","130","32160","31060"
"New entrant CS","2022","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mid Kent","South East (England)","170","160","27830","24920"
"New entrant CS","2022","Mid Lancashire","North West (England)","470","450","26600","23140"
"New entrant CS","2022","Mid Ulster","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Milton Keynes","South East (England)","220","210","27540","27570"
"New entrant CS","2022","Monmouthshire and Newport","Wales","940","900","29880","29540"
"New entrant CS","2022","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North and North East Lincolnshire","Yorkshire and The Humber","90","90","27050","24840"
"New entrant CS","2022","North and West Norfolk","East of England","100","100","24150","23140"
"New entrant CS","2022","North Hampshire","South East (England)","130","120","30390","27250"
"New entrant CS","2022","North Lanarkshire","Scotland","270","260","24150","21640"
"New entrant CS","2022","North Northamptonshire","East Midlands (England)","130","120","23860","21260"
"New entrant CS","2022","North Nottinghamshire","East Midlands (England)","190","170","25540","24800"
"New entrant CS","2022","North Yorkshire CC","Yorkshire and The Humber","180","170","31050","26330"
"New entrant CS","2022","Northumberland","North East (England)","70","70","30010","27570"
"New entrant CS","2022","Norwich and East Norfolk","East of England","430","410","25200","23140"
"New entrant CS","2022","Nottingham","East Midlands (England)","1370","1330","27380","26590"
"New entrant CS","2022","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","50","50","37970","36740"
"New entrant CS","2022","Oxfordshire CC","South East (England)","430","410","29110","27330"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scotland","120","120","25310","21640"
"New entrant CS","2022","Peterborough","East of England","140","130","29090","27350"
"New entrant CS","2022","Plymouth","South West (England)","350","340","27050","23540"
"New entrant CS","2022","Portsmouth","South East (England)","290","280","28700","24880"
"New entrant CS","2022","Powys","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","London","260","250","29730","28090"
"New entrant CS","2022","Sandwell","West Midlands (England)","110","100","27040","27570"
"New entrant CS","2022","Scottish Borders","Scotland","80","80","24770","24400"
"New entrant CS","2022","Sefton","North West (England)","670","660","26310","24880"
"New entrant CS","2022","Sheffield","Yorkshire and The Humber","820","790","30300","27570"
"New entrant CS","2022","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","West Midlands (England)","130","130","28460","27570"
"New entrant CS","2022","Solihull","West Midlands (England)","160","150","27910","27570"
"New entrant CS","2022","Somerset CC","South West (England)","310","300","28110","24090"
"New entrant CS","2022","South and West Derbyshire","East Midlands (England)","130","120","27090","23180"
"New entrant CS","2022","South Ayrshire","Scotland","70","70","25590","27570"
"New entrant CS","2022","South Hampshire","South East (England)","580","490","26900","23860"
"New entrant CS","2022","South Lanarkshire","Scotland","370","360","24390","21250"
"New entrant CS","2022","South Nottinghamshire","East Midlands (England)","160","160","29420","25020"
"New entrant CS","2022","South Teesside","North East (England)","100","100","27090","27570"
"New entrant CS","2022","South West Wales","Wales","160","150","28470","23630"
"New entrant CS","2022","Southampton","South East (England)","200","200","31150","26310"
"New entrant CS","2022","Southend-on-Sea","East of England","120","110","28570","26590"
"New entrant CS","2022","Staffordshire CC","West Midlands (England)","590","570","26540","23140"
"New entrant CS","2022","Stoke-on-Trent","West Midlands (England)","210","190","25340","21260"
"New entrant CS","2022","Suffolk CC","East of England","570","530","26840","24800"
"New entrant CS","2022","Sunderland","North East (England)","400","390","23820","21260"
"New entrant CS","2022","Swansea","Wales","860","810","23630","21840"
"New entrant CS","2022","Swindon","South West (England)","80","80","28610","24100"
"New entrant CS","2022","Telford and Wrekin","West Midlands (England)","160","150","33240","27570"
"New entrant CS","2022","Thurrock","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Torbay","South West (England)","50","40","[c]","[c]"
"New entrant CS","2022","Tower Hamlets","London","880","870","40050","34260"
"New entrant CS","2022","Tyneside","North East (England)","2520","2450","26520","23170"
"New entrant CS","2022","Unknown","Unknown","870","770","29440","27570"
"New entrant CS","2022","Wakefield","Yorkshire and The Humber","260","250","26720","23170"
"New entrant CS","2022","Walsall","West Midlands (England)","70","70","24730","21260"
"New entrant CS","2022","Wandsworth","London","190","180","29460","30520"
"New entrant CS","2022","Warrington","North West (England)","280","270","30630","28840"
"New entrant CS","2022","Warwickshire CC","West Midlands (England)","190","170","28210","27570"
"New entrant CS","2022","West Cumbria","North West (England)","210","200","26230","21300"
"New entrant CS","2022","West Essex","East of England","70","60","29730","29290"
"New entrant CS","2022","West Kent","South East (England)","50","40","[c]","[c]"
"New entrant CS","2022","West Lothian","Scotland","50","50","[c]","[c]"
"New entrant CS","2022","West Northamptonshire","East Midlands (England)","180","170","26970","24800"
"New entrant CS","2022","West Surrey","South East (England)","410","390","31400","28140"
"New entrant CS","2022","West Sussex (North East)","South East (England)","160","150","29230","25770"
"New entrant CS","2022","West Sussex (South West)","South East (England)","160","160","29230","27570"
"New entrant CS","2022","Westminster","London","7180","6910","38130","33570"
"New entrant CS","2022","Wiltshire","South West (England)","1000","970","30000","26350"
"New entrant CS","2022","Wirral","North West (England)","300","290","24850","21260"
"New entrant CS","2022","Wolverhampton","West Midlands (England)","260","240","30060","27570"
"New entrant CS","2022","Worcestershire CC","West Midlands (England)","400","380","26110","23140"
"New entrant CS","2022","York","Yorkshire and The Humber","490","470","31030","27570"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
