"Status","Year","Function_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","East Kent","Home Office","60","60","26090","26360"
"Leaver CS","2021","Unknown","East Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Lothian and Midlothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Merseyside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Riding of Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Riding of Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Sussex CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Sussex CC","Department for Work and Pensions","60","50","25160","21010"
"Leaver CS","2021","Unknown","East Sussex CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Enfield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex Haven Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex Haven Gateway","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex Thames Gateway","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Essex Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Falkirk","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Falkirk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Falkirk","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Flintshire and Wrexham","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Flintshire and Wrexham","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2021","Unknown","Flintshire and Wrexham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Glasgow City","Department for Work and Pensions","110","90","25240","26120"
"Leaver CS","2021","Unknown","Glasgow City","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Glasgow City","Home Office","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Glasgow City","Scottish Government","90","80","41590","37210"
"Leaver CS","2021","Unknown","Gloucestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester North East","Department for Work and Pensions","50","50","26360","27570"
"Leaver CS","2021","Unknown","Greater Manchester North West","Department for Work and Pensions","70","60","23320","21010"
"Leaver CS","2021","Unknown","Greater Manchester South East","Department for Work and Pensions","60","50","23970","21010"
"Leaver CS","2021","Unknown","Greater Manchester South East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester South West","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester South West","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester South West","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gwent Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gwent Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gwynedd","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gwynedd","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gwynedd","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hackney and Newham","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hackney and Newham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Haringey and Islington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Harrow and Hillingdon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Harrow and Hillingdon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Harrow and Hillingdon","Home Office","70","60","31640","29240"
"Leaver CS","2021","Unknown","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Hartlepool and Stockton-on-Tees","HM Revenue and Customs","160","130","[c]","[c]"
"Leaver CS","2021","Unknown","Heart of Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, County of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","Department for Work and Pensions","50","50","27520","25110"
"Leaver CS","2021","Unknown","Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hounslow and Richmond upon Thames","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hounslow and Richmond upon Thames","Home Office","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Hounslow and Richmond upon Thames","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Isle of Anglesey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Isle of Anglesey","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Isle of Anglesey","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Isle of Wight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kent Thames Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kingston upon Hull, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kingston upon Hull, City of","HM Revenue and Customs","110","90","[c]","[c]"
"Leaver CS","2021","Unknown","Kingston upon Hull, City of","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kingston upon Hull, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lambeth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lancaster and Wyre","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lancaster and Wyre","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","Department for Work and Pensions","150","130","32930","27570"
"Leaver CS","2021","Unknown","Leeds","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leeds","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicester","Department for Work and Pensions","50","50","24700","21010"
"Leaver CS","2021","Unknown","Leicester","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire CC and Rutland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire CC and Rutland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire CC and Rutland","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Lewisham and Southwark","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lewisham and Southwark","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lewisham and Southwark","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lewisham and Southwark","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","Ministry of Defence","100","90","29580","29930"
"Leaver CS","2021","Unknown","Lisburn and Castlereagh","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lisburn and Castlereagh","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Liverpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Liverpool","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Liverpool","Home Office","150","120","24020","21430"
"Leaver CS","2021","Unknown","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Luton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Luton","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Luton","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Manchester","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Manchester","Department for Work and Pensions","70","60","32660","27570"
"Leaver CS","2021","Unknown","Manchester","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Manchester","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medway","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mid Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mid Kent","HM Revenue and Customs","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","Mid Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mid Lancashire","Department for Work and Pensions","50","40","23540","21010"
"Leaver CS","2021","Unknown","Mid Lancashire","HM Revenue and Customs","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Milton Keynes","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Milton Keynes","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Milton Keynes","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Monmouthshire and Newport","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Monmouthshire and Newport","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Na h-Eileanan Siar","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Newry, Mourne and Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North and North East Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North and North East Lincolnshire","HM Revenue and Customs","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","North and North East Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North and West Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North and West Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Hampshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Lanarkshire","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","North Lanarkshire","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","North Northamptonshire","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","North Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire CC","Ministry of Defence","60","50","30760","22570"
"Leaver CS","2021","Unknown","Northumberland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northumberland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Norwich and East Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Nottingham","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Nottingham","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Nottingham","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Nottingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Nottingham","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Ministry of Defence","80","80","38280","36960"
"Leaver CS","2021","Unknown","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
