"Status","Year","Organisation","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","No function","40","40","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","No function","120","110","30790","28590"
"New entrant CS","2021","Public Health England","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared non-disabled","No function","1540","1340","34450","31370"
"New entrant CS","2021","Public Health England","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Undeclared","No function","240","190","39440","32330"
"New entrant CS","2021","Public Health England","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Unknown","No function","30","30","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared non-disabled","Grants Management","50","50","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","Legal","60","50","22870","20850"
"New entrant CS","2021","Scottish Forestry","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Declared disabled","Unknown","50","50","34570","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","Unknown","270","260","36060","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Unknown","Unknown","460","440","38330","30650"
"New entrant CS","2021","Scottish Housing Regulator","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","No function","230","220","21530","20810"
"New entrant CS","2021","Scottish Prison Service","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Declared disabled","Unknown","50","50","23030","20060"
"New entrant CS","2021","Social Security Scotland","Declared non-disabled","Unknown","200","190","25380","20060"
"New entrant CS","2021","Social Security Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","Unknown","130","130","27950","23340"
"New entrant CS","2021","Standards and Testing Agency","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","Project Delivery","100","100","38700","39000"
"New entrant CS","2021","Submarine Delivery Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Commercial","50","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","No function","30","30","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","No function","100","100","23960","23320"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
