"Status","Year","Profession_of_post","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Economics","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Ministry of Defence","220","200","36340","33300"
"Leaver CS","2022","Finance","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Department of Health and Social Care","60","50","40030","35140"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Ministry of Defence","120","110","32420","26930"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","90","90","64290","73000"
"Leaver CS","2022","Inspector of Education and Training","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Home Office","50","40","28410","27370"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","HM Treasury","30","30","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
