"Status","Year","Ethnicity","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Health Security Agency","70","70","31840","28590"
"New entrant CS","2022","Asian","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Crown Prosecution Service","40","40","[c]","[c]"
"New entrant CS","2022","Black","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Department for Work and Pensions (excl. agencies)","440","430","28010","27570"
"New entrant CS","2022","Black","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","HM Courts and Tribunals Service","60","60","25560","23720"
"New entrant CS","2022","Black","Female","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","HM Prison and Probation Service","400","380","29180","27520"
"New entrant CS","2022","Black","Female","HM Revenue and Customs (excl. agencies)","180","170","28090","26590"
"New entrant CS","2022","Black","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Health Security Agency","120","110","30350","28410"
"New entrant CS","2022","Black","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Work and Pensions (excl. agencies)","220","220","27910","27570"
"New entrant CS","2022","Black","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Prison and Probation Service","250","240","30290","28330"
"New entrant CS","2022","Black","Male","HM Revenue and Customs (excl. agencies)","120","120","29330","26590"
"New entrant CS","2022","Black","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Health Security Agency","50","50","31220","30860"
"New entrant CS","2022","Black","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Work and Pensions (excl. agencies)","170","170","25890","27570"
"New entrant CS","2022","Mixed","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Courts and Tribunals Service","50","40","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Prison and Probation Service","250","240","27600","24800"
"New entrant CS","2022","Mixed","Female","HM Revenue and Customs (excl. agencies)","90","90","29200","26590"
"New entrant CS","2022","Mixed","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
