"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Department for Work and Pensions","190","180","23040","21260"
"New entrant CS","2022","West Central Scotland","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","HM Revenue and Customs","110","110","27300","26590"
"New entrant CS","2022","West Central Scotland","20-29","Home Office","60","50","23940","24880"
"New entrant CS","2022","West Central Scotland","20-29","Ministry of Defence","70","70","25240","23540"
"New entrant CS","2022","West Central Scotland","20-29","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","20-29","Office of Gas and Electricity Markets","70","70","25680","23450"
"New entrant CS","2022","West Central Scotland","20-29","Scottish Government","580","570","25930","22000"
"New entrant CS","2022","West Central Scotland","30-39","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Department for Work and Pensions","110","110","24310","21260"
"New entrant CS","2022","West Central Scotland","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","HM Revenue and Customs","70","70","29690","33080"
"New entrant CS","2022","West Central Scotland","30-39","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Ministry of Defence","50","50","31240","24520"
"New entrant CS","2022","West Central Scotland","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Office of Gas and Electricity Markets","70","60","31790","26940"
"New entrant CS","2022","West Central Scotland","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","30-39","Scottish Government","470","460","30540","27230"
"New entrant CS","2022","West Central Scotland","40-49","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Department for Work and Pensions","90","90","26680","21260"
"New entrant CS","2022","West Central Scotland","40-49","HM Revenue and Customs","40","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","40-49","Scottish Government","300","300","33500","31540"
"New entrant CS","2022","West Central Scotland","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Department for Work and Pensions","90","80","24390","21260"
"New entrant CS","2022","West Central Scotland","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","50-59","Scottish Government","220","210","33060","27230"
"New entrant CS","2022","West Central Scotland","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Department for Education","70","70","28320","25000"
"New entrant CS","2022","West Midlands","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Department for Levelling Up, Housing and Communities","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Department for Transport","70","70","26170","24240"
"New entrant CS","2022","West Midlands","20-29","Department for Work and Pensions","280","280","24930","27570"
"New entrant CS","2022","West Midlands","20-29","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","HM Revenue and Customs","350","350","25090","25370"
"New entrant CS","2022","West Midlands","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Ministry of Justice","360","350","22860","22210"
"New entrant CS","2022","West Midlands","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Education","60","60","33870","34680"
"New entrant CS","2022","West Midlands","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Department for Work and Pensions","180","170","26850","27570"
"New entrant CS","2022","West Midlands","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","HM Revenue and Customs","210","200","26170","26590"
"New entrant CS","2022","West Midlands","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Ministry of Justice","210","200","24640","23170"
"New entrant CS","2022","West Midlands","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
