"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","HM Land Registry","70","60","31000","27130"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","HM Revenue and Customs","130","110","26130","21440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Home Office","60","60","29940","27370"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Ministry of Defence","100","90","32820","26930"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Ministry of Justice","630","570","28630","24920"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Department for Transport","50","50","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Department for Work and Pensions","560","500","25990","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","HM Land Registry","110","100","31050","27130"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","HM Revenue and Customs","160","140","27320","21440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Home Office","60","50","28790","27240"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Ministry of Defence","140","140","28460","22080"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Ministry of Justice","730","680","28920","25400"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Department for Work and Pensions","150","110","25560","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","HM Revenue and Customs","60","50","25550","21440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Ministry of Defence","50","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Ministry of Justice","210","170","24230","20600"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Ministry of Justice","60","40","23490","20600"
"In post","2021","Lincolnshire","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Ministry of Defence","70","70","25410","26350"
"In post","2021","Lincolnshire","20-29","Ministry of Justice","150","150","24600","25300"
"In post","2021","Lincolnshire","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Department for Work and Pensions","80","70","26190","27570"
"In post","2021","Lincolnshire","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","30-39","Ministry of Defence","130","130","27810","26510"
"In post","2021","Lincolnshire","30-39","Ministry of Justice","210","200","27720","26630"
"In post","2021","Lincolnshire","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Department for Work and Pensions","110","100","26550","27570"
"In post","2021","Lincolnshire","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","40-49","Ministry of Defence","230","220","29790","26670"
"In post","2021","Lincolnshire","40-49","Ministry of Justice","200","190","29120","26480"
"In post","2021","Lincolnshire","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Department for Work and Pensions","230","210","26680","27570"
"In post","2021","Lincolnshire","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","50-59","Ministry of Defence","480","470","28240","23870"
"In post","2021","Lincolnshire","50-59","Ministry of Justice","280","260","30160","28960"
"In post","2021","Lincolnshire","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Department for Work and Pensions","70","50","26200","27570"
"In post","2021","Lincolnshire","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","60-64","Ministry of Defence","170","160","26830","21580"
"In post","2021","Lincolnshire","60-64","Ministry of Justice","80","60","28250","24200"
"In post","2021","Lincolnshire","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","65+","Ministry of Defence","50","50","25980","21130"
"In post","2021","Lincolnshire","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","16-19","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Attorney General's Departments","80","80","26360","23470"
"In post","2021","Merseyside","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Charity Commission","30","30","[c]","[c]"
"In post","2021","Merseyside","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Department for Work and Pensions","380","370","26160","27570"
"In post","2021","Merseyside","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","HM Land Registry","70","70","23870","22350"
"In post","2021","Merseyside","20-29","HM Revenue and Customs","690","670","25140","20140"
"In post","2021","Merseyside","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Home Office","1080","1030","23610","24880"
"In post","2021","Merseyside","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Ministry of Justice","190","180","23700","22920"
"In post","2021","Merseyside","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","20-29","Other Cabinet Office Agencies","60","60","27930","27770"
"In post","2021","Merseyside","30-39","Attorney General's Departments","70","60","38260","38000"
"In post","2021","Merseyside","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Charity Commission","80","80","31390","29160"
"In post","2021","Merseyside","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Department for Work and Pensions","650","590","27910","27570"
"In post","2021","Merseyside","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","HM Land Registry","60","60","28910","22350"
"In post","2021","Merseyside","30-39","HM Revenue and Customs","1150","1090","29700","25560"
"In post","2021","Merseyside","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Home Office","1540","1420","26030","24890"
"In post","2021","Merseyside","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Ministry of Justice","390","370","26220","24920"
"In post","2021","Merseyside","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","30-39","Other Cabinet Office Agencies","120","120","35850","34800"
"In post","2021","Merseyside","40-49","Attorney General's Departments","80","80","40540","38180"
"In post","2021","Merseyside","40-49","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Merseyside","40-49","Charity Commission","90","80","36470","29400"
"In post","2021","Merseyside","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","40-49","Department for Transport","30","30","[c]","[c]"
"In post","2021","Merseyside","40-49","Department for Work and Pensions","1130","1010","29040","27570"
"In post","2021","Merseyside","40-49","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Merseyside","40-49","HM Land Registry","90","80","30820","27130"
"In post","2021","Merseyside","40-49","HM Revenue and Customs","1220","1140","30590","25560"
"In post","2021","Merseyside","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","40-49","Home Office","1310","1220","27760","25040"
"In post","2021","Merseyside","40-49","Ministry of Defence","70","60","27250","26350"
"In post","2021","Merseyside","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","40-49","Ministry of Justice","430","400","29120","26530"
"In post","2021","Merseyside","40-49","Other Cabinet Office Agencies","100","90","43150","38990"
"In post","2021","Merseyside","50-59","Attorney General's Departments","110","110","41530","38600"
"In post","2021","Merseyside","50-59","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Merseyside","50-59","Charity Commission","80","70","34010","29320"
"In post","2021","Merseyside","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","50-59","Department for Transport","40","40","[c]","[c]"
"In post","2021","Merseyside","50-59","Department for Work and Pensions","1700","1520","29360","27570"
"In post","2021","Merseyside","50-59","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","Merseyside","50-59","HM Land Registry","200","180","30500","27130"
"In post","2021","Merseyside","50-59","HM Revenue and Customs","1450","1320","30880","25560"
"In post","2021","Merseyside","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","50-59","Home Office","1190","1090","27540","25040"
"In post","2021","Merseyside","50-59","Ministry of Defence","200","190","27390","22080"
"In post","2021","Merseyside","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","50-59","Ministry of Justice","510","480","29080","25230"
"In post","2021","Merseyside","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","50-59","Other Cabinet Office Agencies","110","100","41930","40160"
"In post","2021","Merseyside","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Department for Work and Pensions","550","420","27710","27570"
"In post","2021","Merseyside","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","HM Land Registry","60","40","32480","33840"
"In post","2021","Merseyside","60-64","HM Revenue and Customs","460","340","27320","21440"
"In post","2021","Merseyside","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Home Office","330","260","23410","21430"
"In post","2021","Merseyside","60-64","Ministry of Defence","50","40","24740","22080"
"In post","2021","Merseyside","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Ministry of Justice","180","150","27790","23240"
"In post","2021","Merseyside","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","60-64","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Department for Work and Pensions","140","100","26660","26120"
"In post","2021","Merseyside","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","HM Revenue and Customs","140","100","26840","21440"
"In post","2021","Merseyside","65+","Home Office","110","80","22300","21430"
"In post","2021","Merseyside","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","65+","Ministry of Justice","60","50","24210","21180"
"In post","2021","Merseyside","65+","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","20-29","Scottish Government","180","170","26420","25870"
"In post","2021","North Eastern Scotland","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Department for Work and Pensions","60","60","34770","27570"
"In post","2021","North Eastern Scotland","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","30-39","Scottish Government","280","270","32270","30650"
"In post","2021","North Eastern Scotland","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Department for Work and Pensions","80","80","49030","27570"
"In post","2021","North Eastern Scotland","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","40-49","Scottish Government","260","250","36280","33650"
"In post","2021","North Eastern Scotland","50-59","Department for Business, Energy and Industrial Strategy","50","50","48420","43650"
"In post","2021","North Eastern Scotland","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Department for Work and Pensions","150","140","41360","27570"
"In post","2021","North Eastern Scotland","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","50-59","Scottish Government","300","290","36370","33650"
"In post","2021","North Eastern Scotland","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","60-64","Scottish Government","80","60","33680","29190"
"In post","2021","North Eastern Scotland","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","65+","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Cabinet Office","100","100","24420","20920"
"In post","2021","North Yorkshire","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Department for Environment, Food and Rural Affairs","140","140","27860","28030"
"In post","2021","North Yorkshire","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Department for Work and Pensions","80","80","26610","26970"
"In post","2021","North Yorkshire","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","20-29","Ministry of Defence","90","80","24960","23720"
"In post","2021","North Yorkshire","20-29","Ministry of Justice","60","60","24700","22920"
"In post","2021","North Yorkshire","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Cabinet Office","70","70","29720","26670"
"In post","2021","North Yorkshire","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Department for Environment, Food and Rural Affairs","250","240","34020","31210"
"In post","2021","North Yorkshire","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Department for Work and Pensions","70","70","30080","27570"
"In post","2021","North Yorkshire","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Food Standards Agency","60","60","37110","37350"
"In post","2021","North Yorkshire","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Ministry of Defence","170","160","30510","28190"
"In post","2021","North Yorkshire","30-39","Ministry of Justice","70","60","27970","26310"
"In post","2021","North Yorkshire","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Attorney General's Departments","80","80","47590","50850"
"In post","2021","North Yorkshire","40-49","Cabinet Office","100","90","32340","33300"
"In post","2021","North Yorkshire","40-49","Department for Environment, Food and Rural Affairs","240","230","38900","36970"
"In post","2021","North Yorkshire","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Department for Work and Pensions","150","140","30560","27570"
"In post","2021","North Yorkshire","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Food Standards Agency","90","90","40270","37910"
"In post","2021","North Yorkshire","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Ministry of Defence","310","300","30670","26670"
"In post","2021","North Yorkshire","40-49","Ministry of Justice","90","80","31830","31420"
"In post","2021","North Yorkshire","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Office for Standards in Education","50","40","[c]","[c]"
"In post","2021","North Yorkshire","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Attorney General's Departments","140","130","54210","55610"
"In post","2021","North Yorkshire","50-59","Cabinet Office","130","120","30240","33300"
"In post","2021","North Yorkshire","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Department for Environment, Food and Rural Affairs","220","210","36890","31900"
"In post","2021","North Yorkshire","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Department for Work and Pensions","220","200","31050","27570"
"In post","2021","North Yorkshire","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Food Standards Agency","80","80","38140","36740"
"In post","2021","North Yorkshire","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Ministry of Defence","650","640","29180","26670"
"In post","2021","North Yorkshire","50-59","Ministry of Justice","110","100","31950","28200"
"In post","2021","North Yorkshire","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","50-59","Office for Standards in Education","50","50","[c]","[c]"
