"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Security","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Midlands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","50-59","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","60-64","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","65+","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","50-59","60","50","29400","28260"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60-64","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","65+","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","50-59","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","60-64","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","65+","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","50-59","130","120","24390","21430"
"Leaver CS","2021","Unknown","East Anglia","60-64","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","65+","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","20-29","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","30-39","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","40-49","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","50-59","240","200","32090","27370"
"Leaver CS","2021","Unknown","East Wales","60-64","130","100","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","65+","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","50-59","140","130","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","20-29","90","90","25190","23340"
"Leaver CS","2021","Unknown","Eastern Scotland","30-39","140","120","32930","28680"
"Leaver CS","2021","Unknown","Eastern Scotland","40-49","110","100","35740","27570"
"Leaver CS","2021","Unknown","Eastern Scotland","50-59","180","160","38980","32130"
"Leaver CS","2021","Unknown","Eastern Scotland","60-64","160","140","41440","31190"
"Leaver CS","2021","Unknown","Eastern Scotland","65+","100","70","32830","27570"
"Leaver CS","2021","Unknown","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","65+","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","70","60","31080","27570"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","60","50","33780","28850"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","65+","50","40","28230","27570"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","20-29","100","100","26620","25400"
"Leaver CS","2021","Unknown","Greater Manchester","30-39","70","70","30210","27570"
"Leaver CS","2021","Unknown","Greater Manchester","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","50-59","140","120","30450","27130"
"Leaver CS","2021","Unknown","Greater Manchester","60-64","110","90","27560","27340"
"Leaver CS","2021","Unknown","Greater Manchester","65+","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","50-59","70","60","29820","27570"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","60-64","70","60","30660","27240"
"Leaver CS","2021","Unknown","Hampshire and Isle of Wight","65+","70","50","28760","26890"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","20-29","80","70","29170","28670"
"Leaver CS","2021","Unknown","Inner London - East","30-39","70","70","34960","31060"
"Leaver CS","2021","Unknown","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","50-59","80","80","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","65+","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - West","20-29","350","280","31640","29250"
"Leaver CS","2021","Unknown","Inner London - West","30-39","180","140","44980","40950"
"Leaver CS","2021","Unknown","Inner London - West","40-49","130","110","58460","55330"
"Leaver CS","2021","Unknown","Inner London - West","50-59","250","220","53390","44580"
"Leaver CS","2021","Unknown","Inner London - West","60-64","160","120","46800","42740"
"Leaver CS","2021","Unknown","Inner London - West","65+","110","70","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","50-59","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lancashire","20-29","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Lancashire","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Lancashire","40-49","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Lancashire","50-59","120","100","27860","26510"
"Leaver CS","2021","Unknown","Lancashire","60-64","90","70","27760","26910"
"Leaver CS","2021","Unknown","Lancashire","65+","90","60","25330","21010"
"Leaver CS","2021","Unknown","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","50-59","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","60-64","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Leicestershire, Rutland and Northamptonshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","50-59","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Merseyside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Merseyside","20-29","100","90","22350","21010"
"Leaver CS","2021","Unknown","Merseyside","30-39","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Merseyside","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Merseyside","50-59","120","100","27820","24890"
"Leaver CS","2021","Unknown","Merseyside","60-64","110","80","26220","26890"
"Leaver CS","2021","Unknown","Merseyside","65+","110","70","23720","21430"
"Leaver CS","2021","Unknown","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Eastern Scotland","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","20-29","120","110","22580","21010"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","30-39","110","90","23890","21010"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","40-49","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","50-59","170","150","26690","22990"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","60-64","220","170","28620","26840"
"Leaver CS","2021","Unknown","Northumberland and Tyne and Wear","65+","190","130","24540","21010"
"Leaver CS","2021","Unknown","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - South","20-29","70","70","[c]","[c]"
"Leaver CS","2021","Unknown","Outer London - South","30-39","50","40","[c]","[c]"
