"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","G6/G7","Northern Ireland","130","120","56140","52580"
"In post","2021","Male","G6/G7","Northumberland and Tyne and Wear","910","900","54950","52580"
"In post","2021","Male","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Male","G6/G7","Outer London - South","880","860","63910","61280"
"In post","2021","Male","G6/G7","Outer London - West and North West","280","270","60080","58440"
"In post","2021","Male","G6/G7","Overseas","780","780","60220","58030"
"In post","2021","Male","G6/G7","Shropshire and Staffordshire","250","240","59160","54540"
"In post","2021","Male","G6/G7","South Yorkshire","580","570","56500","53120"
"In post","2021","Male","G6/G7","Southern Scotland","240","230","56450","53910"
"In post","2021","Male","G6/G7","Surrey, East and West Sussex","230","230","58680","56540"
"In post","2021","Male","G6/G7","Tees Valley and Durham","170","170","56830","52580"
"In post","2021","Male","G6/G7","Unknown","90","90","58380","55000"
"In post","2021","Male","G6/G7","West Central Scotland","680","670","60770","61010"
"In post","2021","Male","G6/G7","West Midlands","850","840","57380","53500"
"In post","2021","Male","G6/G7","West Wales and The Valleys","470","460","62150","60830"
"In post","2021","Male","G6/G7","West Yorkshire","930","910","56310","52760"
"In post","2021","Male","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Male","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","East Anglia","40","40","[c]","[c]"
"In post","2021","Male","SCS","East Wales","160","150","89330","80100"
"In post","2021","Male","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Eastern Scotland","120","110","90760","83230"
"In post","2021","Male","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","99580","92370"
"In post","2021","Male","SCS","Greater Manchester","80","70","88170","81120"
"In post","2021","Male","SCS","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2021","Male","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Inner London - East","350","330","99050","94560"
"In post","2021","Male","SCS","Inner London - West","2030","2010","92010","81490"
"In post","2021","Male","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Merseyside","50","50","[c]","[c]"
"In post","2021","Male","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Northumberland and Tyne and Wear","50","50","92390","88790"
"In post","2021","Male","SCS","Outer London - South","30","30","[c]","[c]"
"In post","2021","Male","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Overseas","180","180","87050","78410"
"In post","2021","Male","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Male","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Male","SCS","West Midlands","80","80","97280","89500"
"In post","2021","Male","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","West Yorkshire","90","80","88290","79880"
"In post","2021","Male","SEO/HEO","Bedfordshire and Hertfordshire","510","500","38800","37800"
"In post","2021","Male","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","1190","1160","39240","38160"
"In post","2021","Male","SEO/HEO","Cheshire","440","430","40550","40210"
"In post","2021","Male","SEO/HEO","Cornwall and Isles of Scilly","120","110","36450","35480"
"In post","2021","Male","SEO/HEO","Cumbria","140","140","35560","35840"
"In post","2021","Male","SEO/HEO","Derbyshire and Nottinghamshire","1460","1420","35670","33610"
"In post","2021","Male","SEO/HEO","Devon","1400","1360","38420","38450"
"In post","2021","Male","SEO/HEO","Dorset and Somerset","870","840","37210","35340"
"In post","2021","Male","SEO/HEO","East Anglia","1570","1520","36420","34610"
"In post","2021","Male","SEO/HEO","East Wales","2850","2780","36510","36030"
"In post","2021","Male","SEO/HEO","East Yorkshire and Northern Lincolnshire","320","300","38250","36460"
"In post","2021","Male","SEO/HEO","Eastern Scotland","2670","2580","38800","38540"
"In post","2021","Male","SEO/HEO","Essex","550","530","37730","35000"
"In post","2021","Male","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","6770","6630","36670","36880"
"In post","2021","Male","SEO/HEO","Greater Manchester","2540","2480","34780","32300"
"In post","2021","Male","SEO/HEO","Hampshire and Isle of Wight","2380","2330","36160","35480"
"In post","2021","Male","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","320","310","37520","36520"
"In post","2021","Male","SEO/HEO","Highlands and Islands","200","200","38950","37530"
"In post","2021","Male","SEO/HEO","Inner London - East","2190","2150","40440","40170"
"In post","2021","Male","SEO/HEO","Inner London - West","10880","10790","38220","37640"
"In post","2021","Male","SEO/HEO","Kent","770","740","37390","36480"
"In post","2021","Male","SEO/HEO","Lancashire","990","950","35920","34290"
"In post","2021","Male","SEO/HEO","Leicestershire, Rutland and Northamptonshire","440","420","37580","37120"
"In post","2021","Male","SEO/HEO","Lincolnshire","340","330","37320","36450"
"In post","2021","Male","SEO/HEO","Merseyside","1920","1870","35280","33300"
"In post","2021","Male","SEO/HEO","North Eastern Scotland","320","310","50250","41090"
"In post","2021","Male","SEO/HEO","North Yorkshire","670","660","35730","35480"
"In post","2021","Male","SEO/HEO","Northern Ireland","460","450","35030","32100"
"In post","2021","Male","SEO/HEO","Northumberland and Tyne and Wear","2210","2140","34740","32430"
"In post","2021","Male","SEO/HEO","Outer London - East and North East","180","170","40750","39070"
"In post","2021","Male","SEO/HEO","Outer London - South","1720","1690","39650","38770"
"In post","2021","Male","SEO/HEO","Outer London - West and North West","990","970","38660","37420"
"In post","2021","Male","SEO/HEO","Overseas","960","960","40640","36920"
"In post","2021","Male","SEO/HEO","Shropshire and Staffordshire","760","740","37990","37890"
"In post","2021","Male","SEO/HEO","South Yorkshire","1130","1100","35640","35310"
"In post","2021","Male","SEO/HEO","Southern Scotland","620","600","35460","33930"
"In post","2021","Male","SEO/HEO","Surrey, East and West Sussex","700","680","37930","37310"
"In post","2021","Male","SEO/HEO","Tees Valley and Durham","600","580","37440","36780"
"In post","2021","Male","SEO/HEO","Unknown","360","360","34840","32750"
"In post","2021","Male","SEO/HEO","West Central Scotland","2080","2010","37510","35810"
"In post","2021","Male","SEO/HEO","West Midlands","2030","1990","35700","33990"
"In post","2021","Male","SEO/HEO","West Wales and The Valleys","1420","1380","38900","37410"
"In post","2021","Male","SEO/HEO","West Yorkshire","2000","1940","35340","33920"
"In post","2021","Male","Unknown","Bedfordshire and Hertfordshire","50","50","28700","24170"
"In post","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","160","160","30540","28130"
"In post","2021","Male","Unknown","Cheshire","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Cumbria","140","140","41820","40670"
"In post","2021","Male","Unknown","Derbyshire and Nottinghamshire","120","110","33000","33670"
"In post","2021","Male","Unknown","Devon","140","140","37070","37170"
"In post","2021","Male","Unknown","Dorset and Somerset","60","50","29550","30210"
"In post","2021","Male","Unknown","East Anglia","120","110","31040","30210"
"In post","2021","Male","Unknown","East Wales","120","110","31540","31420"
"In post","2021","Male","Unknown","East Yorkshire and Northern Lincolnshire","60","60","30650","29280"
"In post","2021","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Essex","50","50","29320","29200"
"In post","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1090","1070","42700","39860"
"In post","2021","Male","Unknown","Greater Manchester","210","200","30380","29770"
"In post","2021","Male","Unknown","Hampshire and Isle of Wight","120","110","39280","37170"
"In post","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","80","70","29760","28200"
"In post","2021","Male","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Inner London - East","190","190","34250","34100"
"In post","2021","Male","Unknown","Inner London - West","80","80","37440","36580"
"In post","2021","Male","Unknown","Kent","70","70","29680","31260"
"In post","2021","Male","Unknown","Lancashire","100","90","31140","32100"
"In post","2021","Male","Unknown","Leicestershire, Rutland and Northamptonshire","70","60","30130","30210"
"In post","2021","Male","Unknown","Lincolnshire","30","30","[c]","[c]"
"In post","2021","Male","Unknown","Merseyside","80","80","31290","32690"
"In post","2021","Male","Unknown","North Yorkshire","50","50","29870","29200"
"In post","2021","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Northumberland and Tyne and Wear","90","90","30870","30210"
"In post","2021","Male","Unknown","Outer London - East and North East","70","70","33590","33950"
"In post","2021","Male","Unknown","Outer London - South","40","40","[c]","[c]"
"In post","2021","Male","Unknown","Outer London - West and North West","60","60","32550","29960"
"In post","2021","Male","Unknown","Overseas","160","150","[c]","[c]"
"In post","2021","Male","Unknown","Shropshire and Staffordshire","120","110","32940","34320"
"In post","2021","Male","Unknown","South Yorkshire","60","60","29830","30210"
"In post","2021","Male","Unknown","Surrey, East and West Sussex","80","80","28960","24320"
"In post","2021","Male","Unknown","Tees Valley and Durham","80","70","30200","30210"
"In post","2021","Male","Unknown","Unknown","1750","1740","37670","34160"
"In post","2021","Male","Unknown","West Central Scotland","50","50","43160","45130"
"In post","2021","Male","Unknown","West Midlands","180","180","30360","28200"
"In post","2021","Male","Unknown","West Wales and The Valleys","130","120","31240","30210"
"In post","2021","Male","Unknown","West Yorkshire","120","120","30500","31340"
"In post","2021","Unknown","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Female","AA/AO","Bedfordshire and Hertfordshire","660","590","23980","23230"
"In post","2022","Female","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","1520","1390","23870","21960"
"In post","2022","Female","AA/AO","Cheshire","800","700","22520","21260"
"In post","2022","Female","AA/AO","Cornwall and Isles of Scilly","400","340","21130","21260"
"In post","2022","Female","AA/AO","Cumbria","570","490","21620","21300"
"In post","2022","Female","AA/AO","Derbyshire and Nottinghamshire","2160","1890","21990","21260"
"In post","2022","Female","AA/AO","Devon","1530","1290","21660","21260"
"In post","2022","Female","AA/AO","Dorset and Somerset","790","700","21980","21260"
"In post","2022","Female","AA/AO","East Anglia","2400","2110","22420","21380"
"In post","2022","Female","AA/AO","East Wales","2980","2580","21730","21260"
"In post","2022","Female","AA/AO","East Yorkshire and Northern Lincolnshire","1060","910","22520","21260"
"In post","2022","Female","AA/AO","Eastern Scotland","3410","3060","22480","21260"
"In post","2022","Female","AA/AO","Essex","860","760","23310","23230"
"In post","2022","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","2180","1940","21870","21260"
