"Status","Year","Profession_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Science and Engineering","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","20-29","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
