"Status","Year","Parent_department","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Charity Commission","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Digital, Data & Technology","110","100","36660","35830"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","No function","240","230","43680","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","No function","140","130","31160","26000"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","No function","70","70","41480","34280"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","No function","100","90","49700","50270"
"Leaver CS","2022","Department for Education","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","No function","70","70","34560","29360"
"Leaver CS","2022","Department for Education","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","No function","60","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Grants Management","150","130","23860","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","No function","350","330","30200","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","No function","120","110","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","No function","70","70","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","No function","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","No function","90","80","46850","46120"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","No function","90","70","28150","26780"
"Leaver CS","2022","Department for Transport","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Digital, Data & Technology","50","50","41190","37250"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","No function","630","540","31730","26780"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
