"Status","Year","Region_ITL1","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Operational Delivery","240","240","53470","47150"
"In post","2021","London","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Operational Delivery","80","80","38800","32540"
"In post","2021","London","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Social Research","70","70","36600","32540"
"In post","2021","London","United Kingdom Statistics Authority","Statistics","90","90","45360","35780"
"In post","2021","London","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Legal","150","150","51930","54200"
"In post","2021","North East (England)","Attorney General's Departments","Operational Delivery","170","150","25580","23470"
"In post","2021","North East (England)","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office","Unknown","410","390","29410","24570"
"In post","2021","North East (England)","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Operational Delivery","170","160","29230","26390"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Commercial","70","60","40140","37100"
"In post","2021","North East (England)","Department for Education","Communications","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Digital, Data and Technology","130","120","37670","36960"
"In post","2021","North East (England)","Department for Education","Finance","110","110","38050","36500"
"In post","2021","North East (England)","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Operational Delivery","140","140","39810","36780"
"In post","2021","North East (England)","Department for Education","Policy","190","180","38080","36500"
"In post","2021","North East (England)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education","Property","60","60","38730","36500"
"In post","2021","North East (England)","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Operational Delivery","290","270","26190","24920"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Policy","60","50","40770","36850"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Project Delivery","70","70","41570","37230"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Operational Delivery","280","260","26990","26580"
"In post","2021","North East (England)","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Work and Pensions","Operational Delivery","70","70","42270","43830"
"In post","2021","North East (England)","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Work and Pensions","Unknown","9550","8460","27110","27570"
"In post","2021","North East (England)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department of Health and Social Care","Operational Delivery","80","80","39500","36690"
"In post","2021","North East (England)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Land Registry","Operational Delivery","660","600","27280","27130"
"In post","2021","North East (England)","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Communications","40","40","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Digital, Data and Technology","450","430","40460","38630"
"In post","2021","North East (England)","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Finance","190","190","39950","38630"
"In post","2021","North East (England)","HM Revenue and Customs","Human Resources","40","40","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Legal","160","150","29270","25560"
"In post","2021","North East (England)","HM Revenue and Customs","Operational Delivery","6500","5470","23780","21440"
"In post","2021","North East (England)","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Other","50","50","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Policy","60","60","44550","39370"
"In post","2021","North East (England)","HM Revenue and Customs","Project Delivery","700","670","40980","38630"
"In post","2021","North East (England)","HM Revenue and Customs","Property","160","140","34860","31100"
"In post","2021","North East (England)","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Revenue and Customs","Tax","2160","2060","29010","25560"
"In post","2021","North East (England)","HM Revenue and Customs","Unknown","670","640","26620","25560"
"In post","2021","North East (England)","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Counter Fraud","30","30","[c]","[c]"
"In post","2021","North East (England)","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Operational Delivery","1140","990","24480","21430"
"In post","2021","North East (England)","Home Office","Other","40","40","[c]","[c]"
"In post","2021","North East (England)","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Home Office","Project Delivery","40","40","[c]","[c]"
"In post","2021","North East (England)","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Other","110","110","22150","21090"
"In post","2021","North East (England)","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Operational Delivery","40","40","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Commercial","40","30","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Finance","30","30","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Legal","80","70","39910","40850"
"In post","2021","North East (England)","Ministry of Justice","Operational Delivery","4030","3710","27300","25400"
"In post","2021","North East (England)","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Psychology","90","90","37800","38150"
"In post","2021","North East (England)","Ministry of Justice","Security","50","50","[c]","[c]"
"In post","2021","North East (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","National Crime Agency","Operational Delivery","100","100","35520","36410"
"In post","2021","North East (England)","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Human Resources","40","40","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Legal","450","420","53040","54200"
"In post","2021","North West (England)","Attorney General's Departments","Operational Delivery","470","430","26750","25820"
"In post","2021","North West (England)","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cabinet Office","Unknown","440","430","46940","49700"
"In post","2021","North West (England)","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Operational Delivery","40","40","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","Unknown","160","150","31070","29160"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","70","60","39560","39490"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Operational Delivery","310","290","28850","25190"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Project Delivery","30","30","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","Commercial","100","90","38760","36780"
"In post","2021","North West (England)","Department for Education","Communications","50","50","30690","29360"
"In post","2021","North West (England)","Department for Education","Digital, Data and Technology","120","110","38880","36500"
"In post","2021","North West (England)","Department for Education","Finance","140","140","42220","42520"
"In post","2021","North West (England)","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","Operational Delivery","160","160","38570","36500"
"In post","2021","North West (England)","Department for Education","Policy","410","400","40390","36780"
"In post","2021","North West (England)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","Property","110","110","47270","50240"
"In post","2021","North West (England)","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","100","100","43150","48370"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Operational Delivery","1050","950","24710","21050"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Policy","50","50","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Project Delivery","50","50","36530","35900"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Property","40","40","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","Veterinarian","40","30","[c]","[c]"
"In post","2021","North West (England)","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Operational Delivery","430","400","28810","26780"
"In post","2021","North West (England)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Communications","30","30","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Human Resources","40","30","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Operational Delivery","530","500","39330","31710"
"In post","2021","North West (England)","Department for Work and Pensions","Policy","50","50","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Science and Engineering","100","90","37870","35910"
"In post","2021","North West (England)","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Work and Pensions","Unknown","17710","15930","26890","27570"
