"Status","Year","Region_ITL1","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North West (England)","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Economics","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Intelligence Analysis","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Knowledge and Information Management","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Home Office (incl. agencies)","110","100","24910","24310"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Department for Work and Pensions (excl. agencies)","240","230","28950","27570"
"Leaver Dept.","2021","North West (England)","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","HM Revenue and Customs (excl. agencies)","350","340","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Home Office (incl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Counter Fraud","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","International Trade","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Knowledge and Information Management","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Operational Delivery","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Science and Engineering","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Science and Engineering","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Statistics","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Department for Work and Pensions (excl. agencies)","150","140","25960","27570"
"Leaver Dept.","2021","Scotland","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","HM Revenue and Customs (excl. agencies)","200","200","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Knowledge and Information Management","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Knowledge and Information Management","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Delivery","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
