"Status","Year","Organisation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","Unknown","50","50","39510","39700"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","Unknown","80","80","31940","27540"
"New entrant CS","2021","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
