"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Department for Work and Pensions (excl. agencies)","70","70","26290","25110"
"Leaver CS","2021","Female","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","HM Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver CS","2021","Female","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","HM Prison and Probation Service","50","40","[c]","[c]"
"Leaver CS","2021","Female","Black","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Female","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Home Office (incl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Female","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","HM Prison and Probation Service","40","30","[c]","[c]"
"Leaver CS","2021","Female","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
