"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Animal and Plant Health Agency","90","90","32710","29140"
"Leaver CS","2022","Male","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Cabinet Office (excl. agencies)","150","150","51390","54700"
"Leaver CS","2022","Male","White","Centre for Environment, Fisheries and Aquaculture Science","30","30","[c]","[c]"
"Leaver CS","2022","Male","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Crown Office and Procurator Fiscal Service","40","30","[c]","[c]"
"Leaver CS","2022","Male","White","Crown Prosecution Service","110","100","47820","53050"
"Leaver CS","2022","Male","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Defence Equipment and Support","440","420","35360","31700"
"Leaver CS","2022","Male","White","Defence Science and Technology Laboratory","150","140","38480","38070"
"Leaver CS","2022","Male","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","50220","53380"
"Leaver CS","2022","Male","White","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2022","Male","White","Department for Education (excl. agencies)","90","90","46500","42950"
"Leaver CS","2022","Male","White","Department for Environment, Food and Rural Affairs (excl. agencies)","100","100","[c]","[c]"
"Leaver CS","2022","Male","White","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Male","White","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","46230","38880"
"Leaver CS","2022","Male","White","Department for Transport (excl. agencies)","70","60","50250","46710"
"Leaver CS","2022","Male","White","Department for Work and Pensions (excl. agencies)","2180","2020","27180","27570"
"Leaver CS","2022","Male","White","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Driver and Vehicle Licensing Agency","110","100","27600","21840"
"Leaver CS","2022","Male","White","Driver and Vehicle Standards Agency","200","170","29560","26830"
"Leaver CS","2022","Male","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","FCDO Services","40","30","[c]","[c]"
"Leaver CS","2022","Male","White","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2022","Male","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Foreign, Commonwealth and Development Office (excl. agencies)","120","50","[c]","[c]"
"Leaver CS","2022","Male","White","Forestry and Land Scotland","70","60","30310","27360"
"Leaver CS","2022","Male","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Government Legal Department","50","50","53040","50500"
"Leaver CS","2022","Male","White","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Health and Safety Executive","70","60","44170","42880"
"Leaver CS","2022","Male","White","HM Courts and Tribunals Service","360","330","25860","20970"
"Leaver CS","2022","Male","White","HM Land Registry","100","90","35480","33840"
"Leaver CS","2022","Male","White","HM Prison and Probation Service","2440","2280","[c]","[c]"
"Leaver CS","2022","Male","White","HM Revenue and Customs (excl. agencies)","1160","1010","37010","35380"
"Leaver CS","2022","Male","White","HM Treasury (excl. agencies)","60","60","[c]","[c]"
"Leaver CS","2022","Male","White","Home Office","670","580","33320","27370"
"Leaver CS","2022","Male","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Maritime and Coastguard Agency","60","60","41010","36040"
"Leaver CS","2022","Male","White","Medicines and Healthcare Products Regulatory Agency","60","50","58170","62790"
"Leaver CS","2022","Male","White","Met Office","60","60","37580","38200"
"Leaver CS","2022","Male","White","Ministry of Defence (excl. agencies)","1560","1500","32670","29250"
"Leaver CS","2022","Male","White","Ministry of Justice (excl. agencies)","90","90","46610","41750"
"Leaver CS","2022","Male","White","National Crime Agency","160","160","45100","41390"
"Leaver CS","2022","Male","White","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"Leaver CS","2022","Male","White","Office of Gas and Electricity Markets","90","90","50960","43650"
"Leaver CS","2022","Male","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Planning Inspectorate","40","40","[c]","[c]"
"Leaver CS","2022","Male","White","Public Health England","250","230","45210","37470"
"Leaver CS","2022","Male","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Rural Payments Agency","30","30","[c]","[c]"
"Leaver CS","2022","Male","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Scottish Government (excl. agencies)","130","120","46570","39660"
"Leaver CS","2022","Male","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Scottish Prison Service","80","70","33770","35000"
"Leaver CS","2022","Male","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Submarine Delivery Agency","90","80","39000","39860"
"Leaver CS","2022","Male","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","UK Health Security Agency","140","130","41320","36330"
"Leaver CS","2022","Male","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","UK Statistics Authority","190","160","30010","23750"
"Leaver CS","2022","Male","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Valuation Office Agency","60","50","31990","26030"
"Leaver CS","2022","Male","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Welsh Government (excl. agencies)","100","90","46180","38160"
"Leaver CS","2022","Male","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Department for Work and Pensions (excl. agencies)","50","50","29000","27570"
"Leaver Dept.","2021","Female","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","HM Revenue and Customs (excl. agencies)","80","70","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Home Office (incl. agencies)","90","80","35790","33960"
"Leaver Dept.","2021","Female","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
