"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Wales","AA/AO","150","140","23580","24630"
"In post","2022","Policy","Wales","EO","390","370","28240","29430"
"In post","2022","Policy","Wales","G6/G7","430","410","60430","61440"
"In post","2022","Policy","Wales","SCS","70","70","86480","78460"
"In post","2022","Policy","Wales","SEO/HEO","1070","1020","39990","38160"
"In post","2022","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","West Midlands (England)","AA/AO","50","50","[c]","[c]"
"In post","2022","Policy","West Midlands (England)","EO","130","120","25540","25000"
"In post","2022","Policy","West Midlands (England)","G6/G7","260","250","54170","50400"
"In post","2022","Policy","West Midlands (England)","SCS","30","30","[c]","[c]"
"In post","2022","Policy","West Midlands (England)","SEO/HEO","470","460","34850","35220"
"In post","2022","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Yorkshire and The Humber","EO","160","160","25750","25020"
"In post","2022","Policy","Yorkshire and The Humber","G6/G7","710","670","53830","50630"
"In post","2022","Policy","Yorkshire and The Humber","SCS","50","50","81650","74100"
"In post","2022","Policy","Yorkshire and The Humber","SEO/HEO","1120","1070","34670","35900"
"In post","2022","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","EO","30","30","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","G6/G7","90","90","56820","55210"
"In post","2022","Project Delivery","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East Midlands (England)","SEO/HEO","160","150","37320","38550"
"In post","2022","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","EO","50","40","[c]","[c]"
"In post","2022","Project Delivery","East of England","G6/G7","100","100","57640","55210"
"In post","2022","Project Delivery","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","East of England","SEO/HEO","320","300","37440","37640"
"In post","2022","Project Delivery","London","AA/AO","130","100","24180","24290"
"In post","2022","Project Delivery","London","EO","270","260","29480","29080"
"In post","2022","Project Delivery","London","G6/G7","1450","1410","61280","58550"
"In post","2022","Project Delivery","London","SCS","210","210","93940","91490"
"In post","2022","Project Delivery","London","SEO/HEO","1590","1560","39420","39600"
"In post","2022","Project Delivery","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North East (England)","EO","90","80","27070","26820"
"In post","2022","Project Delivery","North East (England)","G6/G7","330","320","56230","55210"
"In post","2022","Project Delivery","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North East (England)","SEO/HEO","580","550","37030","38450"
"In post","2022","Project Delivery","North West (England)","AA/AO","110","100","21360","21260"
"In post","2022","Project Delivery","North West (England)","EO","170","160","26690","26820"
"In post","2022","Project Delivery","North West (England)","G6/G7","480","470","56220","55210"
"In post","2022","Project Delivery","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","North West (England)","SEO/HEO","940","890","36460","36740"
"In post","2022","Project Delivery","North West (England)","Unknown","50","50","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Northern Ireland","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","G6/G7","70","70","58550","56110"
"In post","2022","Project Delivery","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Overseas","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scotland","EO","50","50","26730","26590"
"In post","2022","Project Delivery","Scotland","G6/G7","170","170","56980","55210"
"In post","2022","Project Delivery","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Scotland","SEO/HEO","370","350","37260","37140"
"In post","2022","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","South East (England)","AA/AO","130","100","21000","21260"
"In post","2022","Project Delivery","South East (England)","EO","130","130","26700","26670"
"In post","2022","Project Delivery","South East (England)","G6/G7","360","350","55850","54540"
"In post","2022","Project Delivery","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","South East (England)","SEO/HEO","810","780","36900","37450"
"In post","2022","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","South West (England)","EO","330","320","24990","25500"
"In post","2022","Project Delivery","South West (England)","G6/G7","1070","1040","55300","54540"
"In post","2022","Project Delivery","South West (England)","SCS","50","50","90730","86760"
"In post","2022","Project Delivery","South West (England)","SEO/HEO","2420","2320","36620","37730"
"In post","2022","Project Delivery","South West (England)","Unknown","420","410","44790","41270"
"In post","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wales","EO","120","100","27660","26780"
"In post","2022","Project Delivery","Wales","G6/G7","190","190","58110","56450"
"In post","2022","Project Delivery","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Wales","SEO/HEO","310","300","37460","38160"
"In post","2022","Project Delivery","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","West Midlands (England)","EO","80","80","26750","26820"
"In post","2022","Project Delivery","West Midlands (England)","G6/G7","190","190","55770","55210"
"In post","2022","Project Delivery","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","West Midlands (England)","SEO/HEO","390","370","37260","38170"
"In post","2022","Project Delivery","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Yorkshire and The Humber","EO","70","60","26660","26950"
"In post","2022","Project Delivery","Yorkshire and The Humber","G6/G7","220","210","54880","52280"
"In post","2022","Project Delivery","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Yorkshire and The Humber","SEO/HEO","430","410","35360","35310"
"In post","2022","Property","East Midlands (England)","AA/AO","120","110","19470","19010"
"In post","2022","Property","East Midlands (England)","EO","90","80","26690","26830"
"In post","2022","Property","East Midlands (England)","G6/G7","110","100","57960","57150"
"In post","2022","Property","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","East Midlands (England)","SEO/HEO","180","170","37510","36050"
"In post","2022","Property","East of England","AA/AO","100","90","19870","20480"
"In post","2022","Property","East of England","EO","120","110","26730","26670"
"In post","2022","Property","East of England","G6/G7","70","60","58070","57150"
"In post","2022","Property","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","East of England","SEO/HEO","280","270","37130","34000"
"In post","2022","Property","London","AA/AO","100","90","23600","24370"
"In post","2022","Property","London","EO","280","260","30480","30600"
"In post","2022","Property","London","G6/G7","370","360","62370","63500"
"In post","2022","Property","London","SCS","40","40","[c]","[c]"
"In post","2022","Property","London","SEO/HEO","500","480","40800","39990"
"In post","2022","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","North East (England)","AA/AO","50","50","20280","21250"
"In post","2022","Property","North East (England)","EO","110","100","26280","26030"
"In post","2022","Property","North East (England)","G6/G7","80","80","56740","55910"
"In post","2022","Property","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","North East (England)","SEO/HEO","180","170","36300","35310"
"In post","2022","Property","North West (England)","AA/AO","50","50","20160","21300"
"In post","2022","Property","North West (England)","EO","170","160","26270","26350"
"In post","2022","Property","North West (England)","G6/G7","150","150","56300","56170"
"In post","2022","Property","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","North West (England)","SEO/HEO","270","260","36270","34140"
"In post","2022","Property","Northern Ireland","AA/AO","40","40","[c]","[c]"
"In post","2022","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Overseas","SEO/HEO","120","120","38800","39120"
"In post","2022","Property","Scotland","AA/AO","90","90","19540","19010"
"In post","2022","Property","Scotland","EO","30","30","[c]","[c]"
"In post","2022","Property","Scotland","G6/G7","40","40","[c]","[c]"
"In post","2022","Property","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scotland","SEO/HEO","170","160","37290","35310"
"In post","2022","Property","South East (England)","AA/AO","130","120","19350","19010"
"In post","2022","Property","South East (England)","EO","180","170","26900","26670"
"In post","2022","Property","South East (England)","G6/G7","160","160","59060","57830"
"In post","2022","Property","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","South East (England)","SEO/HEO","420","410","38640","38200"
"In post","2022","Property","South East (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Property","South West (England)","AA/AO","90","80","19760","19550"
"In post","2022","Property","South West (England)","EO","150","140","26420","26670"
"In post","2022","Property","South West (England)","G6/G7","160","150","55810","54540"
"In post","2022","Property","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","South West (England)","SEO/HEO","440","430","36410","33370"
"In post","2022","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","AA/AO","80","70","21450","21840"
"In post","2022","Property","Wales","EO","100","100","26850","26880"
"In post","2022","Property","Wales","G6/G7","70","70","57790","57150"
"In post","2022","Property","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wales","SEO/HEO","210","200","37350","34000"
"In post","2022","Property","West Midlands (England)","AA/AO","80","80","19920","19810"
"In post","2022","Property","West Midlands (England)","EO","120","110","26350","26350"
"In post","2022","Property","West Midlands (England)","G6/G7","110","110","57190","56100"
"In post","2022","Property","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","West Midlands (England)","SEO/HEO","270","260","36710","34000"
"In post","2022","Property","Yorkshire and The Humber","AA/AO","70","60","19920","20770"
"In post","2022","Property","Yorkshire and The Humber","EO","160","150","26450","26670"
"In post","2022","Property","Yorkshire and The Humber","G6/G7","170","170","56240","54700"
"In post","2022","Property","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Property","Yorkshire and The Humber","SEO/HEO","330","310","36820","35900"
"In post","2022","Psychology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Midlands (England)","EO","60","60","26260","26850"
"In post","2022","Psychology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East Midlands (England)","SEO/HEO","130","120","36550","31180"
"In post","2022","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East of England","EO","60","60","26280","26330"
"In post","2022","Psychology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","East of England","SEO/HEO","100","100","36940","31180"
"In post","2022","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","London","SEO/HEO","50","50","40110","34610"
"In post","2022","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North East (England)","SEO/HEO","70","60","38380","38150"
"In post","2022","Psychology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North West (England)","EO","50","40","[c]","[c]"
"In post","2022","Psychology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","North West (England)","SEO/HEO","110","100","36860","31180"
"In post","2022","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South East (England)","EO","60","50","26840","26850"
"In post","2022","Psychology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South East (England)","SEO/HEO","130","120","37380","33120"
"In post","2022","Psychology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","South West (England)","SEO/HEO","70","60","37460","36720"
"In post","2022","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Wales","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Psychology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands (England)","EO","50","50","[c]","[c]"
"In post","2022","Psychology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","West Midlands (England)","SEO/HEO","90","90","34840","31180"
"In post","2022","Psychology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Yorkshire and The Humber","EO","50","50","[c]","[c]"
"In post","2022","Psychology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Yorkshire and The Humber","SEO/HEO","110","110","36610","31180"
"In post","2022","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","AA/AO","50","40","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","EO","60","50","26220","26360"
"In post","2022","Science and Engineering","East Midlands (England)","G6/G7","110","100","58540","57510"
"In post","2022","Science and Engineering","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East Midlands (England)","SEO/HEO","350","330","37460","37260"
"In post","2022","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","AA/AO","90","90","21860","21510"
"In post","2022","Science and Engineering","East of England","EO","130","130","26230","25460"
"In post","2022","Science and Engineering","East of England","G6/G7","180","170","57500","53860"
"In post","2022","Science and Engineering","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","SEO/HEO","500","470","35820","35900"
"In post","2022","Science and Engineering","London","AA/AO","50","40","[c]","[c]"
"In post","2022","Science and Engineering","London","EO","90","90","27980","27150"
"In post","2022","Science and Engineering","London","G6/G7","380","370","60190","58630"
"In post","2022","Science and Engineering","London","SCS","50","50","[c]","[c]"
"In post","2022","Science and Engineering","London","SEO/HEO","560","540","38980","40070"
"In post","2022","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AA/AO","30","30","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","EO","110","100","26040","26370"
"In post","2022","Science and Engineering","North West (England)","G6/G7","50","50","54510","53360"
"In post","2022","Science and Engineering","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SEO/HEO","170","150","36850","36330"
"In post","2022","Science and Engineering","North West (England)","Unknown","80","80","42050","40090"
"In post","2022","Science and Engineering","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO/HEO","80","80","40830","39780"
"In post","2022","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AA/AO","70","70","21650","21430"
"In post","2022","Science and Engineering","Scotland","EO","80","80","24240","25000"
"In post","2022","Science and Engineering","Scotland","G6/G7","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SEO/HEO","210","210","40430","39650"
"In post","2022","Science and Engineering","Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AA/AO","220","210","23320","24370"
"In post","2022","Science and Engineering","South East (England)","EO","250","240","27110","27960"
"In post","2022","Science and Engineering","South East (England)","G6/G7","580","550","53880","52310"
"In post","2022","Science and Engineering","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SEO/HEO","980","940","35830","36740"
"In post","2022","Science and Engineering","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AA/AO","340","340","20910","21170"
"In post","2022","Science and Engineering","South West (England)","EO","790","780","24690","25700"
"In post","2022","Science and Engineering","South West (England)","G6/G7","1470","1410","54390","51930"
"In post","2022","Science and Engineering","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","SEO/HEO","3380","3260","37020","38070"
"In post","2022","Science and Engineering","South West (England)","Unknown","640","640","40620","38220"
"In post","2022","Science and Engineering","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AA/AO","90","80","20960","21430"
"In post","2022","Science and Engineering","Wales","EO","250","240","29620","29470"
"In post","2022","Science and Engineering","Wales","G6/G7","200","180","61430","60790"
"In post","2022","Science and Engineering","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SEO/HEO","230","210","40510","41760"
"In post","2022","Science and Engineering","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AA/AO","60","60","21750","22750"
"In post","2022","Science and Engineering","West Midlands (England)","EO","60","50","25590","25190"
"In post","2022","Science and Engineering","West Midlands (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","SEO/HEO","170","160","36630","36330"
"In post","2022","Science and Engineering","Yorkshire and The Humber","AA/AO","50","50","21790","21400"
"In post","2022","Science and Engineering","Yorkshire and The Humber","EO","140","140","26740","26370"
"In post","2022","Science and Engineering","Yorkshire and The Humber","G6/G7","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","SEO/HEO","180","160","35990","35910"
"In post","2022","Security","East Midlands (England)","AA/AO","120","120","26230","21830"
"In post","2022","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Midlands (England)","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","AA/AO","360","350","27760","22900"
"In post","2022","Security","East of England","EO","90","90","35300","32240"
"In post","2022","Security","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","East of England","SEO/HEO","150","150","42420","38300"
"In post","2022","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","AA/AO","390","390","26950","24470"
"In post","2022","Security","London","EO","170","170","32070","30500"
"In post","2022","Security","London","G6/G7","230","230","61970","61820"
"In post","2022","Security","London","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","London","SEO/HEO","580","570","41060","40170"
"In post","2022","Security","London","Unknown","30","30","[c]","[c]"
"In post","2022","Security","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","North East (England)","G6/G7","30","30","[c]","[c]"
"In post","2022","Security","North East (England)","SEO/HEO","100","90","36220","35310"
"In post","2022","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","AA/AO","180","170","23650","20310"
"In post","2022","Security","North West (England)","EO","50","50","29430","26840"
"In post","2022","Security","North West (England)","G6/G7","50","50","56470","55210"
"In post","2022","Security","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","North West (England)","SEO/HEO","160","160","35740","35310"
"In post","2022","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","AA/AO","370","360","20900","20560"
"In post","2022","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","SEO/HEO","70","70","34580","34220"
"In post","2022","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","AA/AO","1200","1160","28820","24610"
"In post","2022","Security","Scotland","EO","110","110","39190","43920"
"In post","2022","Security","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Scotland","SEO/HEO","80","80","44210","41930"
"In post","2022","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","AA/AO","1310","1290","28880","26610"
"In post","2022","Security","South East (England)","EO","230","230","36100","40190"
"In post","2022","Security","South East (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Security","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","South East (England)","SEO/HEO","250","240","40850","38160"
"In post","2022","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","South West (England)","AA/AO","880","850","25680","21380"
"In post","2022","Security","South West (England)","EO","150","140","31910","26740"
"In post","2022","Security","South West (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Security","South West (England)","SEO/HEO","180","180","37300","36400"
"In post","2022","Security","South West (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","60","60","27820","27370"
"In post","2022","Security","Wales","AA/AO","190","190","22090","20430"
"In post","2022","Security","Wales","EO","30","30","[c]","[c]"
"In post","2022","Security","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Wales","SEO/HEO","70","70","36470","34650"
"In post","2022","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","AA/AO","220","220","25880","21170"
"In post","2022","Security","West Midlands (England)","EO","50","50","[c]","[c]"
"In post","2022","Security","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","West Midlands (England)","SEO/HEO","100","100","37890","36480"
"In post","2022","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","AA/AO","330","320","28950","26750"
"In post","2022","Security","Yorkshire and The Humber","EO","110","100","34830","34750"
"In post","2022","Security","Yorkshire and The Humber","G6/G7","50","50","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Security","Yorkshire and The Humber","SEO/HEO","140","140","38240","36810"
"In post","2022","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","East of England","EO","[c]","[c]","[c]","[c]"
