"Status","Year","Sexual_orientation","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","EO","60","50","27550","26740"
"In post","2021","Unknown","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","SEO/HEO","100","100","37240","34000"
"In post","2021","Unknown","UK Intellectual Property Office","AA/AO","80","70","20740","21140"
"In post","2021","Unknown","UK Intellectual Property Office","EO","220","210","25030","23320"
"In post","2021","Unknown","UK Intellectual Property Office","G6/G7","110","100","60130","59720"
"In post","2021","Unknown","UK Intellectual Property Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","SEO/HEO","140","130","38930","40640"
"In post","2021","Unknown","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","AA/AO","460","350","19730","19520"
"In post","2021","Unknown","United Kingdom Statistics Authority","EO","230","220","23900","23050"
"In post","2021","Unknown","United Kingdom Statistics Authority","G6/G7","230","220","53060","50090"
"In post","2021","Unknown","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","660","630","33240","32540"
"In post","2021","Unknown","Valuation Office Agency","AA/AO","330","300","21210","21100"
"In post","2021","Unknown","Valuation Office Agency","EO","310","290","26620","25930"
"In post","2021","Unknown","Valuation Office Agency","G6/G7","60","60","59080","55930"
"In post","2021","Unknown","Valuation Office Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","SEO/HEO","290","270","37780","37380"
"In post","2021","Unknown","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","SEO/HEO","80","70","47960","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","AA/AO","50","40","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","AA/AO","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","EO","200","190","25280","24250"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","G6/G7","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","SEO/HEO","440","400","35850","34500"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","AA/AO","610","560","22030","21300"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","EO","610","590","26380","25310"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","G6/G7","170","160","54120","53320"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","SEO/HEO","710","680","35100","35900"
"In post","2022","Heterosexual / straight","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Attorney General's Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","AA/AO","300","280","21840","21050"
"In post","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","EO","600","570","26650","27500"
"In post","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","G6/G7","1760","1720","58300","54700"
"In post","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","SCS","410","400","97210","87780"
"In post","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","SEO/HEO","1620","1580","36470","35590"
"In post","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","EO","60","60","25290","25010"
"In post","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","120","110","33350","31070"
"In post","2022","Heterosexual / straight","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","EO","50","50","24930","24440"
"In post","2022","Heterosexual / straight","Charity Commission","G6/G7","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Charity Commission","SEO/HEO","140","130","32320","29160"
"In post","2022","Heterosexual / straight","Companies House","AA/AO","270","240","21730","22740"
"In post","2022","Heterosexual / straight","Companies House","EO","210","200","27180","25460"
"In post","2022","Heterosexual / straight","Companies House","G6/G7","70","70","56690","53880"
"In post","2022","Heterosexual / straight","Companies House","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Companies House","SEO/HEO","250","240","38340","38000"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","EO","60","60","28200","27920"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","G6/G7","360","340","65470","62890"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","SCS","110","100","105850","99310"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","SEO/HEO","170","160","37690","34870"
"In post","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","AA/AO","70","60","20950","20970"
"In post","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","EO","60","50","25330","25120"
"In post","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","SEO/HEO","60","60","31920","30450"
"In post","2022","Heterosexual / straight","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Crown Commercial Service","EO","90","90","25950","25520"
"In post","2022","Heterosexual / straight","Crown Commercial Service","G6/G7","160","160","55240","52210"
"In post","2022","Heterosexual / straight","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Crown Commercial Service","SEO/HEO","310","300","35660","38330"
"In post","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","AA/AO","680","620","22550","23230"
"In post","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","EO","340","330","28690","27940"
"In post","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","G6/G7","190","170","68460","69780"
"In post","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","SEO/HEO","790","750","42260","41750"
"In post","2022","Heterosexual / straight","Crown Prosecution Service","AA/AO","1050","970","22660","22200"
"In post","2022","Heterosexual / straight","Crown Prosecution Service","EO","1060","990","27550","27350"
"In post","2022","Heterosexual / straight","Crown Prosecution Service","G6/G7","2180","2040","56650","55610"
"In post","2022","Heterosexual / straight","Crown Prosecution Service","SCS","70","70","96260","90730"
"In post","2022","Heterosexual / straight","Crown Prosecution Service","SEO/HEO","790","760","35580","35020"
"In post","2022","Heterosexual / straight","Defence Electronics and Components Agency","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Electronics and Components Agency","EO","70","70","27830","28150"
"In post","2022","Heterosexual / straight","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Equipment and Support","EO","1850","1770","22600","22000"
"In post","2022","Heterosexual / straight","Defence Equipment and Support","G6/G7","1450","1410","56240","54960"
"In post","2022","Heterosexual / straight","Defence Equipment and Support","SCS","100","90","101200","93640"
"In post","2022","Heterosexual / straight","Defence Equipment and Support","SEO/HEO","5170","4980","35310","34770"
"In post","2022","Heterosexual / straight","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Science and Technology Laboratory","EO","50","50","24250","23490"
"In post","2022","Heterosexual / straight","Defence Science and Technology Laboratory","G6/G7","430","420","52370","47660"
"In post","2022","Heterosexual / straight","Defence Science and Technology Laboratory","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Defence Science and Technology Laboratory","SEO/HEO","450","430","34480","38070"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","330","320","27830","27680"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","1960","1910","58300","56380"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","270","250","88660","82580"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1860","1830","38100","38620"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","EO","140","130","26810","26180"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","G6/G7","680","670","56250","54460"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SCS","100","100","83980","75600"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SEO/HEO","560","560","35410","34020"
"In post","2022","Heterosexual / straight","Department for Education (excl. agencies)","AA/AO","60","60","22180","21250"
"In post","2022","Heterosexual / straight","Department for Education (excl. agencies)","EO","520","500","26320","25000"
"In post","2022","Heterosexual / straight","Department for Education (excl. agencies)","G6/G7","1820","1750","56000","53420"
"In post","2022","Heterosexual / straight","Department for Education (excl. agencies)","SCS","180","170","81650","74100"
"In post","2022","Heterosexual / straight","Department for Education (excl. agencies)","SEO/HEO","2050","1980","35690","36500"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","120","110","23050","23060"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","460","440","26610","25340"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","1590","1530","54500","53200"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","150","150","83560","77440"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","2310","2230","35330","35900"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for International Trade","EO","160","150","27370","26510"
"In post","2022","Heterosexual / straight","Department for International Trade","G6/G7","710","700","56520","53750"
"In post","2022","Heterosexual / straight","Department for International Trade","SCS","120","120","87490","77000"
"In post","2022","Heterosexual / straight","Department for International Trade","SEO/HEO","730","720","36300","38150"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","220","220","27920","27850"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","1000","970","56130","53130"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS","130","120","84210","76580"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","1040","1020","35880","36340"
"In post","2022","Heterosexual / straight","Department for Transport (excl. agencies)","AA/AO","50","40","25610","25730"
"In post","2022","Heterosexual / straight","Department for Transport (excl. agencies)","EO","240","230","28600","29970"
"In post","2022","Heterosexual / straight","Department for Transport (excl. agencies)","G6/G7","1000","980","59600","54760"
"In post","2022","Heterosexual / straight","Department for Transport (excl. agencies)","SCS","180","170","88030","79590"
"In post","2022","Heterosexual / straight","Department for Transport (excl. agencies)","SEO/HEO","960","940","38450","38650"
"In post","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","AA/AO","18580","16170","21420","21260"
"In post","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","EO","33210","30200","28120","27570"
"In post","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","G6/G7","2530","2450","56550","54070"
"In post","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","SCS","200","190","88910","80510"
"In post","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","SEO/HEO","7680","7220","34970","34290"
"In post","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","EO","230","220","26970","27270"
"In post","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","G6/G7","960","920","57340","53360"
"In post","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","SCS","190","190","86170","76700"
"In post","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","SEO/HEO","850","820","36210","36820"
"In post","2022","Heterosexual / straight","Disclosure Scotland","AA/AO","120","110","22410","22140"
"In post","2022","Heterosexual / straight","Disclosure Scotland","EO","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Disclosure Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Disclosure Scotland","SEO/HEO","50","50","39470","36600"
"In post","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","AA/AO","2420","2100","21090","21840"
"In post","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","EO","670","630","26580","26470"
"In post","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","G6/G7","200","190","63080","59550"
"In post","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","SEO/HEO","720","700","37000","33350"
"In post","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","AA/AO","630","580","25000","26830"
"In post","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","EO","1460","1370","28360","26780"
"In post","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","G6/G7","90","90","54670","52000"
"In post","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","SEO/HEO","700","680","35390","33350"
"In post","2022","Heterosexual / straight","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Education and Skills Funding Agency","EO","120","120","25840","25000"
"In post","2022","Heterosexual / straight","Education and Skills Funding Agency","G6/G7","420","410","55140","51140"
"In post","2022","Heterosexual / straight","Education and Skills Funding Agency","SCS","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Education and Skills Funding Agency","SEO/HEO","760","730","34460","36500"
"In post","2022","Heterosexual / straight","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Education Scotland","G6/G7","140","140","69450","72480"
"In post","2022","Heterosexual / straight","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Education Scotland","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","G6/G7","60","60","73580","75480"
"In post","2022","Heterosexual / straight","Estyn","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","FCDO Services","AA/AO","100","100","24230","23520"
"In post","2022","Heterosexual / straight","FCDO Services","EO","160","150","28360","28170"
"In post","2022","Heterosexual / straight","FCDO Services","G6/G7","170","150","62710","60300"
"In post","2022","Heterosexual / straight","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","FCDO Services","SEO/HEO","360","340","40480","40330"
"In post","2022","Heterosexual / straight","FCDO Services","Unknown","60","60","21620","21600"
"In post","2022","Heterosexual / straight","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","EO","240","230","27060","26750"
"In post","2022","Heterosexual / straight","Food Standards Agency","G6/G7","190","190","55910","55300"
"In post","2022","Heterosexual / straight","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","SEO/HEO","570","560","35660","37350"
"In post","2022","Heterosexual / straight","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Scotland","EO","60","50","28950","30040"
"In post","2022","Heterosexual / straight","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Scotland","SEO/HEO","80","80","36970","36130"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","260","250","26290","25000"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","EO","480","460","30190","30500"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","1940","1900","60000","58470"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","410","400","86060","77860"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1770","1740","37670","37560"
"In post","2022","Heterosexual / straight","Forestry and Land Scotland","AA/AO","90","90","25310","25940"
"In post","2022","Heterosexual / straight","Forestry and Land Scotland","EO","100","100","31380","31060"
"In post","2022","Heterosexual / straight","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Forestry and Land Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Forestry and Land Scotland","SEO/HEO","110","100","41030","39520"
"In post","2022","Heterosexual / straight","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Actuary's Department","G6/G7","100","90","86350","80180"
"In post","2022","Heterosexual / straight","Government Actuary's Department","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Actuary's Department","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Internal Audit Agency","G6/G7","150","140","57540","57300"
"In post","2022","Heterosexual / straight","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Internal Audit Agency","SEO/HEO","200","190","40070","39980"
"In post","2022","Heterosexual / straight","Government Legal Department","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Legal Department","EO","240","230","28370","27350"
"In post","2022","Heterosexual / straight","Government Legal Department","G6/G7","1170","1070","58060","52580"
"In post","2022","Heterosexual / straight","Government Legal Department","SCS","130","120","83820","79180"
"In post","2022","Heterosexual / straight","Government Legal Department","SEO/HEO","180","180","37730","37730"
"In post","2022","Heterosexual / straight","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Property Agency","G6/G7","110","110","59460","57790"
"In post","2022","Heterosexual / straight","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Government Property Agency","SEO/HEO","90","90","36970","37300"
"In post","2022","Heterosexual / straight","Health and Safety Executive","AA/AO","190","170","22040","22410"
"In post","2022","Heterosexual / straight","Health and Safety Executive","EO","350","330","27490","26410"
"In post","2022","Heterosexual / straight","Health and Safety Executive","G6/G7","410","390","60410","57510"
"In post","2022","Heterosexual / straight","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Health and Safety Executive","SEO/HEO","970","920","44090","41000"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","AA/AO","6910","6000","21320","20970"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","EO","2040","1920","26230","25120"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","G6/G7","540","520","57650","57540"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","SCS","60","60","81910","77200"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","SEO/HEO","2040","1920","36250","36050"
"In post","2022","Heterosexual / straight","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","AA/AO","900","840","22690","22600"
"In post","2022","Heterosexual / straight","HM Land Registry","EO","1380","1220","27440","27130"
"In post","2022","Heterosexual / straight","HM Land Registry","G6/G7","220","210","61690","60520"
"In post","2022","Heterosexual / straight","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","SEO/HEO","1440","1300","37500","37290"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","AA/AO","18640","17710","26200","25700"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","EO","4650","4460","30750","31420"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","G6/G7","640","630","72480","70350"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","SCS","70","60","98500","98700"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","SEO/HEO","5220","5010","40710","38160"
"In post","2022","Heterosexual / straight","HM Prison and Probation Service","Unknown","13600","12640","30420","28200"
"In post","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","AA/AO","9460","8240","21680","21250"
"In post","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","EO","8970","8330","27420","26820"
"In post","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","G6/G7","5670","5480","59850","55210"
"In post","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","SCS","350","350","84510","78760"
"In post","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","SEO/HEO","15010","14370","36470","33430"
"In post","2022","Heterosexual / straight","HM Treasury (excl. agencies)","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury (excl. agencies)","EO","170","170","26700","26750"
"In post","2022","Heterosexual / straight","HM Treasury (excl. agencies)","G6/G7","720","700","58280","55840"
"In post","2022","Heterosexual / straight","HM Treasury (excl. agencies)","SCS","130","130","86210","78000"
