"Status","Year","Sexual_orientation","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","HM Treasury (excl. agencies)","SEO/HEO","570","570","34420","32320"
"In post","2022","Heterosexual / straight","Home Office","AA/AO","5600","4920","22210","21680"
"In post","2022","Heterosexual / straight","Home Office","EO","10760","9940","26860","25580"
"In post","2022","Heterosexual / straight","Home Office","G6/G7","2800","2730","60490","57680"
"In post","2022","Heterosexual / straight","Home Office","SCS","240","240","89600","82710"
"In post","2022","Heterosexual / straight","Home Office","SEO/HEO","7450","7210","36280","35200"
"In post","2022","Heterosexual / straight","Home Office","Unknown","160","160","[c]","[c]"
"In post","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","G6/G7","100","100","55180","53680"
"In post","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","SEO/HEO","60","50","36050","36570"
"In post","2022","Heterosexual / straight","Intellectual Property Office","AA/AO","140","130","21640","21810"
"In post","2022","Heterosexual / straight","Intellectual Property Office","EO","280","260","26290","24030"
"In post","2022","Heterosexual / straight","Intellectual Property Office","G6/G7","230","210","61390","60790"
"In post","2022","Heterosexual / straight","Intellectual Property Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Intellectual Property Office","SEO/HEO","360","350","38750","40140"
"In post","2022","Heterosexual / straight","Legal Aid Agency","AA/AO","320","290","21040","20970"
"In post","2022","Heterosexual / straight","Legal Aid Agency","EO","270","250","25820","25120"
"In post","2022","Heterosexual / straight","Legal Aid Agency","G6/G7","80","70","59620","57760"
"In post","2022","Heterosexual / straight","Legal Aid Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Legal Aid Agency","SEO/HEO","250","240","36820","36050"
"In post","2022","Heterosexual / straight","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Maritime and Coastguard Agency","AA/AO","190","170","24580","26840"
"In post","2022","Heterosexual / straight","Maritime and Coastguard Agency","EO","170","160","28570","26780"
"In post","2022","Heterosexual / straight","Maritime and Coastguard Agency","G6/G7","130","130","60010","56830"
"In post","2022","Heterosexual / straight","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Maritime and Coastguard Agency","SEO/HEO","430","420","39990","38650"
"In post","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","EO","100","100","27420","27400"
"In post","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","G6/G7","240","230","59210","53910"
"In post","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","SCS","60","60","89200","84310"
"In post","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","270","260","37660","40450"
"In post","2022","Heterosexual / straight","Met Office","AA/AO","80","80","19940","20910"
"In post","2022","Heterosexual / straight","Met Office","EO","160","150","25810","25630"
"In post","2022","Heterosexual / straight","Met Office","G6/G7","490","460","51780","48080"
"In post","2022","Heterosexual / straight","Met Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Met Office","SEO/HEO","920","870","37040","37420"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","AA/AO","11310","10840","22930","21170"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","EO","5450","5280","28510","26670"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","G6/G7","2210","2130","62170","58550"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","SCS","270","260","89740","82220"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","SEO/HEO","9140","8890","38280","37640"
"In post","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Unknown","120","110","33900","28120"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","AA/AO","190","180","22070","21490"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","EO","520","500","27400","28310"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","G6/G7","1190","1160","59270","59000"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","SCS","120","110","88390","83430"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","SEO/HEO","2180","2130","37980","36920"
"In post","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","AA/AO","200","190","23950","24470"
"In post","2022","Heterosexual / straight","National Crime Agency","EO","1880","1840","34160","34140"
"In post","2022","Heterosexual / straight","National Crime Agency","G6/G7","300","300","65520","64410"
"In post","2022","Heterosexual / straight","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","SEO/HEO","1850","1810","44350","43710"
"In post","2022","Heterosexual / straight","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Records of Scotland","AA/AO","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Records of Scotland","G6/G7","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Records of Scotland","SEO/HEO","90","90","39920","39660"
"In post","2022","Heterosexual / straight","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Savings and Investments","G6/G7","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Savings and Investments","SEO/HEO","60","60","40600","40290"
"In post","2022","Heterosexual / straight","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","G6/G7","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","AA/AO","160","140","21230","21410"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","EO","150","140","26350","25880"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","G6/G7","530","520","72980","75500"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SEO/HEO","650","630","43720","46360"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","AA/AO","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","EO","210","210","26010","25750"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","G6/G7","220","210","58740","57060"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","SEO/HEO","210","210","36370","35630"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","G6/G7","70","70","53280","49420"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SEO/HEO","100","90","36110","38000"
"In post","2022","Heterosexual / straight","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","G6/G7","120","110","60790","59700"
"In post","2022","Heterosexual / straight","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","SEO/HEO","60","60","40070","40300"
"In post","2022","Heterosexual / straight","Office of the Public Guardian","AA/AO","570","510","21030","20970"
"In post","2022","Heterosexual / straight","Office of the Public Guardian","EO","280","270","25210","25120"
"In post","2022","Heterosexual / straight","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Public Guardian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Public Guardian","SEO/HEO","130","120","32240","30450"
"In post","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
