"Status","Year","Profession_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Policy","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Home Office","Unknown","60","60","42690","35050"
"New entrant CS","2021","Project Delivery","Ministry of Defence","Heterosexual / straight","410","400","36050","33000"
"New entrant CS","2021","Project Delivery","Ministry of Defence","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence","Unknown","70","70","33900","34500"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs","Heterosexual / straight","70","60","30460","30000"
"New entrant CS","2021","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs","Unknown","60","60","31970","27880"
"New entrant CS","2021","Property","Ministry of Defence","Heterosexual / straight","170","170","31720","33000"
"New entrant CS","2021","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Ministry of Justice","Heterosexual / straight","60","60","26360","24620"
"New entrant CS","2021","Psychology","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Ministry of Justice","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Psychology","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Business, Energy and Industrial Strategy","Unknown","50","50","28480","27520"
"New entrant CS","2021","Science and Engineering","Department for Environment, Food and Rural Affairs","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Work and Pensions","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department of Health and Social Care","Heterosexual / straight","420","360","33420","31370"
"New entrant CS","2021","Science and Engineering","Department of Health and Social Care","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department of Health and Social Care","Undeclared","70","60","32270","31850"
"New entrant CS","2021","Science and Engineering","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Ministry of Defence","Heterosexual / straight","350","340","32000","29350"
"New entrant CS","2021","Science and Engineering","Ministry of Defence","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Ministry of Defence","Unknown","120","120","24470","16980"
"New entrant CS","2021","Science and Engineering","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence","Heterosexual / straight","360","360","25620","22650"
"New entrant CS","2021","Security","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence","Unknown","190","190","27530","24540"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","United Kingdom Statistics Authority","Heterosexual / straight","100","90","32180","32540"
"New entrant CS","2021","Social Research","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
