"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Courts and Tribunals Service","Heterosexual / straight","90","80","25900","23720"
"Leaver CS","2022","Black","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Prison and Probation Service","Heterosexual / straight","190","180","[c]","[c]"
"Leaver CS","2022","Black","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Revenue and Customs (excl. agencies)","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Black","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","Heterosexual / straight","80","70","32650","28680"
"Leaver CS","2022","Black","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Public Health England","Heterosexual / straight","90","80","37940","33380"
"Leaver CS","2022","Black","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Health Security Agency","Heterosexual / straight","60","50","33150","29670"
"Leaver CS","2022","Black","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","180","170","27060","27570"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Heterosexual / straight","120","110","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Undeclared","[c]","[c]","[c]","[c]"
