"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Crown Office and Procurator Fiscal Service","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Crown Prosecution Service","70","60","42160","31710"
"In post","2022","Heterosexual / straight","65+","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Defence Equipment and Support","230","190","35530","33780"
"In post","2022","Heterosexual / straight","65+","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","35760","30790"
"In post","2022","Heterosexual / straight","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Work and Pensions (excl. agencies)","1800","1310","26430","27570"
"In post","2022","Heterosexual / straight","65+","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Driver and Vehicle Licensing Agency","80","50","25350","21840"
"In post","2022","Heterosexual / straight","65+","Driver and Vehicle Standards Agency","150","110","28930","26780"
"In post","2022","Heterosexual / straight","65+","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","FCDO Services","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","44300","34350"
"In post","2022","Heterosexual / straight","65+","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Health and Safety Executive","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","HM Courts and Tribunals Service","500","400","23330","21190"
"In post","2022","Heterosexual / straight","65+","HM Land Registry","90","60","32700","31170"
"In post","2022","Heterosexual / straight","65+","HM Prison and Probation Service","930","710","29530","27380"
"In post","2022","Heterosexual / straight","65+","HM Revenue and Customs (excl. agencies)","810","580","31790","28920"
"In post","2022","Heterosexual / straight","65+","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Home Office","670","520","28570","25630"
"In post","2022","Heterosexual / straight","65+","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Met Office","30","20","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Ministry of Defence (excl. agencies)","1240","1120","29240","25000"
"In post","2022","Heterosexual / straight","65+","Ministry of Justice (excl. agencies)","70","60","39610","36610"
"In post","2022","Heterosexual / straight","65+","National Crime Agency","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Planning Inspectorate","30","20","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Rural Payments Agency","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Government (excl. agencies)","60","50","40660","35240"
"In post","2022","Heterosexual / straight","65+","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Health Security Agency","90","60","43560","33480"
"In post","2022","Heterosexual / straight","65+","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Statistics Authority","200","130","23920","20350"
"In post","2022","Heterosexual / straight","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Valuation Office Agency","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Welsh Government (excl. agencies)","150","110","40960","38160"
"In post","2022","Heterosexual / straight","65+","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Disclosure Scotland","[c]","[c]","[c]","[c]"
