"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","40-49","Department of Health and Social Care (excl. agencies)","530","490","53450","52080"
"In post","2022","Heterosexual / straight","40-49","Disclosure Scotland","50","50","38030","31740"
"In post","2022","Heterosexual / straight","40-49","Driver and Vehicle Licensing Agency","990","910","29070","21840"
"In post","2022","Heterosexual / straight","40-49","Driver and Vehicle Standards Agency","740","720","31260","29650"
"In post","2022","Heterosexual / straight","40-49","Education and Skills Funding Agency","400","380","45350","40940"
"In post","2022","Heterosexual / straight","40-49","Education Scotland","60","60","60320","65280"
"In post","2022","Heterosexual / straight","40-49","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","FCDO Services","190","190","41950","38480"
"In post","2022","Heterosexual / straight","40-49","Food Standards Agency","280","270","41550","37910"
"In post","2022","Heterosexual / straight","40-49","Food Standards Scotland","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","1370","1330","54070","55950"
"In post","2022","Heterosexual / straight","40-49","Forestry and Land Scotland","90","90","38590","36700"
"In post","2022","Heterosexual / straight","40-49","Government Actuary's Department","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Government Internal Audit Agency","110","110","50190","48780"
"In post","2022","Heterosexual / straight","40-49","Government Legal Department","490","440","58220","62560"
"In post","2022","Heterosexual / straight","40-49","Government Property Agency","70","70","52740","54700"
"In post","2022","Heterosexual / straight","40-49","Health and Safety Executive","490","470","46230","44820"
"In post","2022","Heterosexual / straight","40-49","HM Courts and Tribunals Service","2700","2400","28130","23910"
"In post","2022","Heterosexual / straight","40-49","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","HM Land Registry","810","750","35330","33840"
"In post","2022","Heterosexual / straight","40-49","HM Prison and Probation Service","9340","8920","32890","31420"
"In post","2022","Heterosexual / straight","40-49","HM Revenue and Customs (excl. agencies)","8910","8410","36360","33370"
"In post","2022","Heterosexual / straight","40-49","HM Treasury (excl. agencies)","200","190","60530","63410"
"In post","2022","Heterosexual / straight","40-49","Home Office","7270","6820","34400","29080"
"In post","2022","Heterosexual / straight","40-49","Institute for Apprenticeships and Technical Education","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Intellectual Property Office","300","280","43790","41420"
"In post","2022","Heterosexual / straight","40-49","Legal Aid Agency","260","240","32510","26900"
"In post","2022","Heterosexual / straight","40-49","Maritime and Coastguard Agency","250","240","39450","36180"
"In post","2022","Heterosexual / straight","40-49","Medicines and Healthcare Products Regulatory Agency","170","170","53900","53620"
"In post","2022","Heterosexual / straight","40-49","Met Office","450","420","43460","41160"
"In post","2022","Heterosexual / straight","40-49","Ministry of Defence (excl. agencies)","5870","5670","34760","33000"
"In post","2022","Heterosexual / straight","40-49","Ministry of Justice (excl. agencies)","1170","1140","46680","41750"
"In post","2022","Heterosexual / straight","40-49","National Crime Agency","1060","1020","43330","40210"
"In post","2022","Heterosexual / straight","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","National Records of Scotland","70","60","44390","39890"
"In post","2022","Heterosexual / straight","40-49","National Savings and Investments","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office for Standards in Education, Children's Services and Skills","460","440","53280","51360"
"In post","2022","Heterosexual / straight","40-49","Office of Gas and Electricity Markets","140","140","52860","49410"
"In post","2022","Heterosexual / straight","40-49","Office of Qualifications and Examinations Regulation","70","60","48500","46660"
"In post","2022","Heterosexual / straight","40-49","Office of Rail and Road","70","60","58260","55430"
"In post","2022","Heterosexual / straight","40-49","Office of the Public Guardian","190","180","25040","21490"
"In post","2022","Heterosexual / straight","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Planning Inspectorate","180","170","44270","47660"
"In post","2022","Heterosexual / straight","40-49","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Registers of Scotland","180","180","36760","32380"
"In post","2022","Heterosexual / straight","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Rural Payments Agency","390","350","27720","25280"
"In post","2022","Heterosexual / straight","40-49","Scottish Courts and Tribunals Service","100","90","35370","30450"
"In post","2022","Heterosexual / straight","40-49","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Scottish Government (excl. agencies)","1610","1530","50600","47490"
"In post","2022","Heterosexual / straight","40-49","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Scottish Prison Service","300","290","35000","35000"
"In post","2022","Heterosexual / straight","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Serious Fraud Office","80","70","51190","51320"
"In post","2022","Heterosexual / straight","40-49","Social Security Scotland","420","400","33400","27940"
"In post","2022","Heterosexual / straight","40-49","Standards and Testing Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Submarine Delivery Agency","340","330","45000","42280"
"In post","2022","Heterosexual / straight","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","The Insolvency Service","300","290","35860","35510"
"In post","2022","Heterosexual / straight","40-49","The National Archives","80","70","44270","42420"
"In post","2022","Heterosexual / straight","40-49","Transport Scotland","110","100","52790","51110"
"In post","2022","Heterosexual / straight","40-49","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","UK Export Finance","110","110","57170","52680"
"In post","2022","Heterosexual / straight","40-49","UK Health Security Agency","910","840","46000","40070"
"In post","2022","Heterosexual / straight","40-49","UK Hydrographic Office","140","140","40320","35310"
"In post","2022","Heterosexual / straight","40-49","UK Space Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","UK Statistics Authority","810","740","39240","36840"
"In post","2022","Heterosexual / straight","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Valuation Office Agency","530","500","37290","33380"
"In post","2022","Heterosexual / straight","40-49","Vehicle Certification Agency","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Veterinary Medicines Directorate","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Water Services Regulation Authority","60","50","62820","55800"
"In post","2022","Heterosexual / straight","40-49","Welsh Government (excl. agencies)","1480","1410","44590","40100"
"In post","2022","Heterosexual / straight","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Advisory, Conciliation and Arbitration Service","250","240","35460","34500"
"In post","2022","Heterosexual / straight","50-59","Animal and Plant Health Agency","560","540","32030","28370"
"In post","2022","Heterosexual / straight","50-59","Cabinet Office (excl. agencies)","940","920","51760","42510"
"In post","2022","Heterosexual / straight","50-59","Centre for Environment, Fisheries and Aquaculture Science","70","70","39430","36930"
"In post","2022","Heterosexual / straight","50-59","Charity Commission","60","60","35440","29420"
"In post","2022","Heterosexual / straight","50-59","Companies House","240","230","33220","27460"
"In post","2022","Heterosexual / straight","50-59","Competition and Markets Authority","120","110","67420","59000"
"In post","2022","Heterosexual / straight","50-59","Criminal Injuries Compensation Authority","70","60","30410","26260"
"In post","2022","Heterosexual / straight","50-59","Crown Commercial Service","160","160","44760","39360"
"In post","2022","Heterosexual / straight","50-59","Crown Office and Procurator Fiscal Service","470","430","38240","31540"
"In post","2022","Heterosexual / straight","50-59","Crown Prosecution Service","1520","1430","45410","48080"
"In post","2022","Heterosexual / straight","50-59","Defence Electronics and Components Agency","50","50","38240","32890"
"In post","2022","Heterosexual / straight","50-59","Defence Equipment and Support","2380","2320","41200","39730"
"In post","2022","Heterosexual / straight","50-59","Defence Science and Technology Laboratory","220","220","46890","47010"
"In post","2022","Heterosexual / straight","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","700","680","52440","53380"
"In post","2022","Heterosexual / straight","50-59","Department for Digital, Culture, Media and Sport","150","140","49930","51730"
"In post","2022","Heterosexual / straight","50-59","Department for Education (excl. agencies)","970","950","46420","42870"
"In post","2022","Heterosexual / straight","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","1050","1020","44730","40610"
"In post","2022","Heterosexual / straight","50-59","Department for International Trade","300","300","52030","48410"
"In post","2022","Heterosexual / straight","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","420","410","48150","44600"
"In post","2022","Heterosexual / straight","50-59","Department for Transport (excl. agencies)","490","480","54400","54110"
"In post","2022","Heterosexual / straight","50-59","Department for Work and Pensions (excl. agencies)","21070","19220","28860","27570"
"In post","2022","Heterosexual / straight","50-59","Department of Health and Social Care (excl. agencies)","470","460","52770","50200"
"In post","2022","Heterosexual / straight","50-59","Disclosure Scotland","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Driver and Vehicle Licensing Agency","900","820","28620","21840"
"In post","2022","Heterosexual / straight","50-59","Driver and Vehicle Standards Agency","1050","1020","31190","28550"
"In post","2022","Heterosexual / straight","50-59","Education and Skills Funding Agency","330","320","45020","40300"
"In post","2022","Heterosexual / straight","50-59","Education Scotland","90","90","64530","70480"
"In post","2022","Heterosexual / straight","50-59","Estyn","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","FCDO Services","230","220","46010","44090"
"In post","2022","Heterosexual / straight","50-59","Food Standards Agency","300","300","39070","33540"
"In post","2022","Heterosexual / straight","50-59","Food Standards Scotland","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","1290","1260","53290","52150"
"In post","2022","Heterosexual / straight","50-59","Forestry and Land Scotland","90","90","36980","36390"
"In post","2022","Heterosexual / straight","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Government Internal Audit Agency","160","150","51970","50150"
"In post","2022","Heterosexual / straight","50-59","Government Legal Department","320","300","61330","64680"
"In post","2022","Heterosexual / straight","50-59","Government Property Agency","70","70","58170","54800"
"In post","2022","Heterosexual / straight","50-59","Health and Safety Executive","730","690","46450","45100"
"In post","2022","Heterosexual / straight","50-59","HM Courts and Tribunals Service","3820","3490","27670","23720"
"In post","2022","Heterosexual / straight","50-59","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","HM Land Registry","1550","1410","33590","33840"
"In post","2022","Heterosexual / straight","50-59","HM Prison and Probation Service","10900","10400","32820","31650"
"In post","2022","Heterosexual / straight","50-59","HM Revenue and Customs (excl. agencies)","11550","10760","36650","33370"
"In post","2022","Heterosexual / straight","50-59","HM Treasury (excl. agencies)","130","130","51750","44200"
"In post","2022","Heterosexual / straight","50-59","Home Office","7370","6930","33350","28760"
"In post","2022","Heterosexual / straight","50-59","Institute for Apprenticeships and Technical Education","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Intellectual Property Office","220","210","41720","40140"
"In post","2022","Heterosexual / straight","50-59","Legal Aid Agency","230","220","32470","26900"
"In post","2022","Heterosexual / straight","50-59","Maritime and Coastguard Agency","240","230","39620","36180"
"In post","2022","Heterosexual / straight","50-59","Medicines and Healthcare Products Regulatory Agency","160","150","55230","53620"
"In post","2022","Heterosexual / straight","50-59","Met Office","430","410","44510","40900"
"In post","2022","Heterosexual / straight","50-59","Ministry of Defence (excl. agencies)","10720","10480","32430","27720"
"In post","2022","Heterosexual / straight","50-59","Ministry of Justice (excl. agencies)","1060","1040","44330","41100"
"In post","2022","Heterosexual / straight","50-59","National Crime Agency","1180","1160","44250","41170"
"In post","2022","Heterosexual / straight","50-59","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","National Records of Scotland","60","50","39610","36130"
"In post","2022","Heterosexual / straight","50-59","National Savings and Investments","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office for Standards in Education, Children's Services and Skills","480","470","57940","51360"
"In post","2022","Heterosexual / straight","50-59","Office of Gas and Electricity Markets","80","80","54390","52500"
"In post","2022","Heterosexual / straight","50-59","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office of Rail and Road","50","50","56720","55000"
"In post","2022","Heterosexual / straight","50-59","Office of the Public Guardian","200","190","26400","25120"
"In post","2022","Heterosexual / straight","50-59","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Planning Inspectorate","150","140","49740","47660"
"In post","2022","Heterosexual / straight","50-59","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Registers of Scotland","200","200","37340","37710"
"In post","2022","Heterosexual / straight","50-59","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Rural Payments Agency","340","310","29650","26320"
"In post","2022","Heterosexual / straight","50-59","Scottish Courts and Tribunals Service","130","130","32970","23780"
"In post","2022","Heterosexual / straight","50-59","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Scottish Forestry","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Scottish Government (excl. agencies)","1330","1290","50170","47490"
"In post","2022","Heterosexual / straight","50-59","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Scottish Prison Service","600","580","37520","35000"
"In post","2022","Heterosexual / straight","50-59","Scottish Public Pensions Agency","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Serious Fraud Office","100","90","50600","44300"
"In post","2022","Heterosexual / straight","50-59","Social Security Scotland","310","300","35600","31540"
"In post","2022","Heterosexual / straight","50-59","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Submarine Delivery Agency","370","360","50120","46630"
"In post","2022","Heterosexual / straight","50-59","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","The Insolvency Service","310","300","38390","37550"
"In post","2022","Heterosexual / straight","50-59","The National Archives","60","60","40600","39990"
"In post","2022","Heterosexual / straight","50-59","Transport Scotland","100","90","49930","47490"
"In post","2022","Heterosexual / straight","50-59","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","UK Export Finance","100","100","60880","52500"
"In post","2022","Heterosexual / straight","50-59","UK Health Security Agency","730","670","48270","41050"
"In post","2022","Heterosexual / straight","50-59","UK Hydrographic Office","150","140","37820","33290"
"In post","2022","Heterosexual / straight","50-59","UK Space Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","UK Statistics Authority","860","740","33820","30210"
"In post","2022","Heterosexual / straight","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Valuation Office Agency","820","780","38950","34000"
"In post","2022","Heterosexual / straight","50-59","Vehicle Certification Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Veterinary Medicines Directorate","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Welsh Government (excl. agencies)","1380","1320","45200","41980"
"In post","2022","Heterosexual / straight","50-59","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Advisory, Conciliation and Arbitration Service","80","60","37450","34500"
"In post","2022","Heterosexual / straight","60-64","Animal and Plant Health Agency","140","130","32200","28550"
"In post","2022","Heterosexual / straight","60-64","Cabinet Office (excl. agencies)","190","160","48810","37090"
"In post","2022","Heterosexual / straight","60-64","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Companies House","80","70","28500","22740"
"In post","2022","Heterosexual / straight","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Crown Office and Procurator Fiscal Service","110","90","35970","30040"
"In post","2022","Heterosexual / straight","60-64","Crown Prosecution Service","300","260","44510","39710"
"In post","2022","Heterosexual / straight","60-64","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Defence Equipment and Support","740","670","37960","37110"
"In post","2022","Heterosexual / straight","60-64","Defence Science and Technology Laboratory","50","50","45970","47010"
"In post","2022","Heterosexual / straight","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","47990","42200"
"In post","2022","Heterosexual / straight","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Department for Education (excl. agencies)","150","140","46990","49510"
"In post","2022","Heterosexual / straight","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","190","180","43040","38750"
"In post","2022","Heterosexual / straight","60-64","Department for International Trade","50","50","46330","39240"
"In post","2022","Heterosexual / straight","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","90","80","48870","47160"
"In post","2022","Heterosexual / straight","60-64","Department for Transport (excl. agencies)","100","80","50210","41380"
"In post","2022","Heterosexual / straight","60-64","Department for Work and Pensions (excl. agencies)","6700","5260","27300","27570"
"In post","2022","Heterosexual / straight","60-64","Department of Health and Social Care (excl. agencies)","80","70","50820","46000"
"In post","2022","Heterosexual / straight","60-64","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Driver and Vehicle Licensing Agency","320","240","27570","21840"
"In post","2022","Heterosexual / straight","60-64","Driver and Vehicle Standards Agency","410","360","29250","26830"
"In post","2022","Heterosexual / straight","60-64","Education and Skills Funding Agency","50","50","44210","40300"
"In post","2022","Heterosexual / straight","60-64","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","FCDO Services","70","60","43770","42160"
"In post","2022","Heterosexual / straight","60-64","Food Standards Agency","60","60","35960","29010"
"In post","2022","Heterosexual / straight","60-64","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","210","210","53200","48600"
"In post","2022","Heterosexual / straight","60-64","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Government Internal Audit Agency","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Government Legal Department","50","50","64340","67950"
"In post","2022","Heterosexual / straight","60-64","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Health and Safety Executive","150","140","44760","45100"
"In post","2022","Heterosexual / straight","60-64","HM Courts and Tribunals Service","1260","1070","24780","21410"
"In post","2022","Heterosexual / straight","60-64","HM Land Registry","320","230","32340","27130"
"In post","2022","Heterosexual / straight","60-64","HM Prison and Probation Service","3280","2690","30200","28200"
"In post","2022","Heterosexual / straight","60-64","HM Revenue and Customs (excl. agencies)","3120","2410","32810","28920"
"In post","2022","Heterosexual / straight","60-64","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Home Office","1880","1550","30700","27370"
"In post","2022","Heterosexual / straight","60-64","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Intellectual Property Office","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Legal Aid Agency","90","80","33490","26900"
"In post","2022","Heterosexual / straight","60-64","Maritime and Coastguard Agency","60","60","43240","42520"
"In post","2022","Heterosexual / straight","60-64","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Met Office","70","60","41430","39650"
"In post","2022","Heterosexual / straight","60-64","Ministry of Defence (excl. agencies)","3510","3290","30210","26670"
"In post","2022","Heterosexual / straight","60-64","Ministry of Justice (excl. agencies)","250","230","40930","38090"
"In post","2022","Heterosexual / straight","60-64","National Crime Agency","240","230","43070","41230"
"In post","2022","Heterosexual / straight","60-64","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office for Standards in Education, Children's Services and Skills","110","100","57780","51360"
"In post","2022","Heterosexual / straight","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of the Public Guardian","60","50","24020","20970"
"In post","2022","Heterosexual / straight","60-64","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Planning Inspectorate","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Registers of Scotland","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Rural Payments Agency","110","90","27150","25190"
"In post","2022","Heterosexual / straight","60-64","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Scottish Government (excl. agencies)","250","220","46570","44810"
"In post","2022","Heterosexual / straight","60-64","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Scottish Prison Service","160","100","37000","35000"
"In post","2022","Heterosexual / straight","60-64","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Social Security Scotland","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Submarine Delivery Agency","90","80","49620","43820"
"In post","2022","Heterosexual / straight","60-64","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","The Insolvency Service","70","60","33790","32070"
"In post","2022","Heterosexual / straight","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Health Security Agency","210","180","49240","39030"
"In post","2022","Heterosexual / straight","60-64","UK Hydrographic Office","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Statistics Authority","340","250","27210","20350"
"In post","2022","Heterosexual / straight","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Valuation Office Agency","230","180","35550","33090"
"In post","2022","Heterosexual / straight","60-64","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Welsh Government (excl. agencies)","350","300","43680","38160"
"In post","2022","Heterosexual / straight","60-64","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Advisory, Conciliation and Arbitration Service","30","20","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Animal and Plant Health Agency","70","60","32720","28550"
"In post","2022","Heterosexual / straight","65+","Cabinet Office (excl. agencies)","50","40","42950","33300"
"In post","2022","Heterosexual / straight","65+","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Companies House","[c]","[c]","[c]","[c]"
