"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","UK Space Agency","140","130","47220","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wiltshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wirral","Insolvency Service","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","York","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Glasgow City","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Leeds","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Liverpool","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Manchester","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Westminster","Department for Digital, Culture, Media and Sport","1710","1680","49440","51730"
"In post","2021","Department for Education","Bristol, City of","Department for Education (excl. agencies)","140","130","46090","42220"
"In post","2021","Department for Education","Bristol, City of","Education and Skills Funding Agency","80","80","39360","36780"
"In post","2021","Department for Education","Bristol, City of","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Cambridgeshire CC","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Department for Education","Cambridgeshire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Coventry","Department for Education (excl. agencies)","480","460","39870","36780"
"In post","2021","Department for Education","Coventry","Education and Skills Funding Agency","570","560","42000","37100"
"In post","2021","Department for Education","Coventry","Institute for Apprenticeships and Technical Education","100","100","44040","49960"
"In post","2021","Department for Education","Coventry","Standards and Testing Agency","60","60","40680","36780"
"In post","2021","Department for Education","Coventry","Teaching Regulation Agency","70","70","31090","26000"
"In post","2021","Department for Education","Croydon","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Department for Education","Croydon","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Darlington","Department for Education (excl. agencies)","540","520","38190","36780"
"In post","2021","Department for Education","Darlington","Education and Skills Funding Agency","160","160","37670","36500"
"In post","2021","Department for Education","Darlington","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Darlington","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Hertfordshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Department for Education","Leeds","Education and Skills Funding Agency","70","60","41880","37480"
"In post","2021","Department for Education","Manchester","Department for Education (excl. agencies)","930","910","40660","36780"
"In post","2021","Department for Education","Manchester","Education and Skills Funding Agency","200","200","38940","36780"
"In post","2021","Department for Education","Manchester","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Manchester","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","Department for Education (excl. agencies)","220","210","41850","37100"
"In post","2021","Department for Education","Nottingham","Education and Skills Funding Agency","60","60","42010","37100"
"In post","2021","Department for Education","Nottingham","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Nottingham","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Sheffield","Department for Education (excl. agencies)","1080","1040","40920","36960"
"In post","2021","Department for Education","Sheffield","Education and Skills Funding Agency","300","290","38660","36500"
"In post","2021","Department for Education","Sheffield","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Sheffield","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Tyneside","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Tyneside","Education and Skills Funding Agency","50","50","36250","36500"
"In post","2021","Department for Education","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Westminster","Department for Education (excl. agencies)","2130","2050","50210","53420"
"In post","2021","Department for Education","Westminster","Education and Skills Funding Agency","310","300","50420","53420"
"In post","2021","Department for Education","Westminster","Institute for Apprenticeships and Technical Education","110","110","53820","53950"
"In post","2021","Department for Education","Westminster","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","40880","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","Rural Payments Agency","180","170","30530","25770"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Animal and Plant Health Agency","50","50","25450","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","770","730","40680","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Rural Payments Agency","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","90","80","27960","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","Rural Payments Agency","100","90","25310","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Animal and Plant Health Agency","60","50","32700","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","Animal and Plant Health Agency","210","200","27290","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","110","100","37880","36590"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","Rural Payments Agency","220","200","27760","25740"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","140","130","33130","29270"
