"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Department for Work and Pensions (excl. agencies)","60","60","27920","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","HM Prison and Probation Service","130","120","27620","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Department for Work and Pensions (excl. agencies)","90","90","27610","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","HM Prison and Probation Service","400","380","27310","26310"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Ministry of Defence (excl. agencies)","140","130","27340","25970"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Department for Work and Pensions (excl. agencies)","50","50","28490","28430"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","HM Prison and Probation Service","220","220","27770","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Ministry of Defence (excl. agencies)","160","160","30560","25540"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","HM Prison and Probation Service","180","170","24350","23140"
"New entrant CS","2022","Cheshire","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","HM Prison and Probation Service","80","70","25450","23140"
"New entrant CS","2022","Cheshire","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","National Crime Agency","50","50","36520","35280"
"New entrant CS","2022","Cheshire","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","UK Export Finance","[c]","[c]","[c]","[c]"
