"Status","Year","Responsibility_level","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Male","Property","100","100","21410","20810"
"Leaver CS","2021","AA/AO","Male","Security","270","260","27840","23540"
"Leaver CS","2021","AA/AO","Male","Unknown","2070","1890","21220","21010"
"Leaver CS","2021","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Legal","60","50","26450","26680"
"Leaver CS","2021","EO","Female","No function","590","530","26030","26380"
"Leaver CS","2021","EO","Female","Project Delivery","80","80","22940","23270"
"Leaver CS","2021","EO","Female","Property","60","50","26190","26000"
"Leaver CS","2021","EO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Female","Unknown","2400","1930","27820","27570"
"Leaver CS","2021","EO","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2021","EO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Male","Legal","30","30","[c]","[c]"
"Leaver CS","2021","EO","Male","No function","630","570","28280","26880"
"Leaver CS","2021","EO","Male","Project Delivery","120","120","21920","20650"
"Leaver CS","2021","EO","Male","Property","110","90","26690","25970"
"Leaver CS","2021","EO","Male","Security","40","40","[c]","[c]"
"Leaver CS","2021","EO","Male","Unknown","1750","1560","28150","27570"
"Leaver CS","2021","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Legal","130","110","59580","55610"
"Leaver CS","2021","G6/G7","Female","No function","270","250","58670","55290"
"Leaver CS","2021","G6/G7","Female","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Female","Unknown","460","390","61150","59910"
"Leaver CS","2021","G6/G7","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Digital, Data & Technology","90","80","59020","57870"
"Leaver CS","2021","G6/G7","Male","Finance","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Legal","120","100","58290","55610"
"Leaver CS","2021","G6/G7","Male","No function","330","310","61660","58800"
"Leaver CS","2021","G6/G7","Male","Project Delivery","90","90","58310","55730"
"Leaver CS","2021","G6/G7","Male","Property","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Male","Unknown","540","460","62560","60380"
"Leaver CS","2021","G6/G7","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","No function","60","50","101630","98480"
"Leaver CS","2021","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Female","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","SCS","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","No function","80","70","109850","104930"
"Leaver CS","2021","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Male","Unknown","100","70","93520","85850"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Analysis","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Communications","80","70","36170","35590"
"Leaver CS","2021","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Digital, Data & Technology","60","50","38130","38360"
"Leaver CS","2021","SEO/HEO","Female","Finance","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Human Resources","70","70","39270","39910"
"Leaver CS","2021","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Legal","100","80","40680","41470"
"Leaver CS","2021","SEO/HEO","Female","No function","680","610","36130","34530"
"Leaver CS","2021","SEO/HEO","Female","Project Delivery","130","120","34410","33300"
"Leaver CS","2021","SEO/HEO","Female","Property","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Female","Unknown","1300","1130","36260","35520"
"Leaver CS","2021","SEO/HEO","Male","Analysis","50","50","35230","34940"
"Leaver CS","2021","SEO/HEO","Male","Commercial","60","60","38330","37640"
"Leaver CS","2021","SEO/HEO","Male","Communications","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Digital, Data & Technology","110","100","37830","38000"
"Leaver CS","2021","SEO/HEO","Male","Finance","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Legal","60","50","40820","39100"
"Leaver CS","2021","SEO/HEO","Male","No function","730","670","37690","36470"
"Leaver CS","2021","SEO/HEO","Male","Project Delivery","260","250","37380","37540"
"Leaver CS","2021","SEO/HEO","Male","Property","120","110","38410","37620"
"Leaver CS","2021","SEO/HEO","Male","Security","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Male","Unknown","1290","1140","37220","36610"
"Leaver CS","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","No function","490","420","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","250","230","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","No function","170","150","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","290","280","35520","32700"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Analysis","60","50","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Counter Fraud","60","40","21810","21260"
"Leaver CS","2022","AA/AO","Female","Debt","120","90","21340","21260"
"Leaver CS","2022","AA/AO","Female","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Finance","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Human Resources","100","90","21470","21170"
"Leaver CS","2022","AA/AO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Legal","110","100","22100","22200"
"Leaver CS","2022","AA/AO","Female","No function","5500","4750","21120","21260"
"Leaver CS","2022","AA/AO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Female","Property","130","120","20960","21100"
"Leaver CS","2022","AA/AO","Female","Security","90","80","25920","22330"
"Leaver CS","2022","AA/AO","Female","Unknown","2990","2430","21720","21260"
"Leaver CS","2022","AA/AO","Male","Analysis","70","70","21120","19610"
"Leaver CS","2022","AA/AO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Debt","80","70","21380","21260"
"Leaver CS","2022","AA/AO","Male","Digital, Data & Technology","70","70","21030","21170"
"Leaver CS","2022","AA/AO","Male","Finance","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Legal","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","No function","5000","4670","21390","21260"
"Leaver CS","2022","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Male","Property","110","110","20980","20830"
"Leaver CS","2022","AA/AO","Male","Security","440","420","29010","25680"
"Leaver CS","2022","AA/AO","Male","Unknown","2050","1880","21780","21260"
"Leaver CS","2022","EO","Female","Analysis","30","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Communications","50","40","[c]","[c]"
"Leaver CS","2022","EO","Female","Counter Fraud","90","60","27850","27570"
"Leaver CS","2022","EO","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Digital, Data & Technology","90","80","27340","26720"
"Leaver CS","2022","EO","Female","Finance","50","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Human Resources","120","100","26640","27410"
"Leaver CS","2022","EO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Female","Legal","60","60","28060","27460"
"Leaver CS","2022","EO","Female","No function","3710","3210","27720","27570"
"Leaver CS","2022","EO","Female","Project Delivery","100","90","23900","23500"
"Leaver CS","2022","EO","Female","Property","40","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Security","30","30","[c]","[c]"
"Leaver CS","2022","EO","Female","Unknown","1470","1240","27670","27570"
"Leaver CS","2022","EO","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Counter Fraud","70","50","27860","27570"
"Leaver CS","2022","EO","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Digital, Data & Technology","140","130","27360","27130"
"Leaver CS","2022","EO","Male","Finance","40","40","[c]","[c]"
"Leaver CS","2022","EO","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Human Resources","50","50","[c]","[c]"
"Leaver CS","2022","EO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Male","Legal","40","30","[c]","[c]"
"Leaver CS","2022","EO","Male","No function","2530","2350","28150","27570"
"Leaver CS","2022","EO","Male","Project Delivery","140","130","22790","22730"
"Leaver CS","2022","EO","Male","Property","60","50","25740","26030"
"Leaver CS","2022","EO","Male","Security","90","80","33780","29250"
"Leaver CS","2022","EO","Male","Unknown","1410","1270","28120","27570"
"Leaver CS","2022","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Analysis","50","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Commercial","70","60","64030","64500"
"Leaver CS","2022","G6/G7","Female","Communications","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Digital, Data & Technology","120","100","58050","54700"
"Leaver CS","2022","G6/G7","Female","Finance","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Human Resources","70","60","59090","58220"
"Leaver CS","2022","G6/G7","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Legal","190","170","59050","55610"
"Leaver CS","2022","G6/G7","Female","No function","960","860","58490","54720"
"Leaver CS","2022","G6/G7","Female","Project Delivery","110","100","58960","57460"
"Leaver CS","2022","G6/G7","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Female","Unknown","330","270","63010","61560"
"Leaver CS","2022","G6/G7","Male","Analysis","70","50","62690","58400"
"Leaver CS","2022","G6/G7","Male","Commercial","110","100","67610","65000"
"Leaver CS","2022","G6/G7","Male","Communications","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Digital, Data & Technology","280","270","59030","57810"
"Leaver CS","2022","G6/G7","Male","Finance","60","50","58500","57560"
"Leaver CS","2022","G6/G7","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Legal","150","140","58970","55610"
"Leaver CS","2022","G6/G7","Male","No function","820","750","59740","57480"
"Leaver CS","2022","G6/G7","Male","Project Delivery","150","140","60120","59410"
"Leaver CS","2022","G6/G7","Male","Property","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Male","Unknown","510","450","64450","62170"
"Leaver CS","2022","SCS","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","No function","190","160","96710","93740"
"Leaver CS","2022","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Female","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","SCS","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","No function","180","160","96430","92100"
"Leaver CS","2022","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Male","Unknown","80","60","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Analysis","90","80","35440","36000"
"Leaver CS","2022","SEO/HEO","Female","Commercial","100","70","37390","36780"
"Leaver CS","2022","SEO/HEO","Female","Communications","130","120","37770","37510"
"Leaver CS","2022","SEO/HEO","Female","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Digital, Data & Technology","180","150","36980","36730"
"Leaver CS","2022","SEO/HEO","Female","Finance","110","80","38220","37790"
"Leaver CS","2022","SEO/HEO","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Human Resources","160","140","37150","36790"
"Leaver CS","2022","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Legal","70","70","40680","39480"
"Leaver CS","2022","SEO/HEO","Female","No function","2130","1880","36540","36080"
"Leaver CS","2022","SEO/HEO","Female","Project Delivery","200","180","35250","34910"
"Leaver CS","2022","SEO/HEO","Female","Property","60","60","39650","40580"
"Leaver CS","2022","SEO/HEO","Female","Security","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Unknown","1000","880","38260","37450"
"Leaver CS","2022","SEO/HEO","Male","Analysis","140","130","36180","35700"
"Leaver CS","2022","SEO/HEO","Male","Commercial","110","90","37600","37610"
"Leaver CS","2022","SEO/HEO","Male","Communications","80","80","39050","38000"
"Leaver CS","2022","SEO/HEO","Male","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","Digital, Data & Technology","450","420","38400","37860"
"Leaver CS","2022","SEO/HEO","Male","Finance","110","90","39140","38070"
"Leaver CS","2022","SEO/HEO","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","Human Resources","80","80","37820","36560"
"Leaver CS","2022","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","Legal","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","No function","1640","1500","37440","36420"
"Leaver CS","2022","SEO/HEO","Male","Project Delivery","400","380","36810","37400"
"Leaver CS","2022","SEO/HEO","Male","Property","130","120","38530","37550"
"Leaver CS","2022","SEO/HEO","Male","Security","100","90","41060","37610"
"Leaver CS","2022","SEO/HEO","Male","Unknown","1200","1050","38650","37460"
"Leaver CS","2022","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","No function","1360","1200","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","90","40","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","No function","450","410","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Project Delivery","90","90","38750","39250"
"Leaver CS","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","270","230","36440","33570"
"Leaver Dept.","2021","AA/AO","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","No function","400","380","20500","20100"
"Leaver Dept.","2021","AA/AO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Unknown","710","650","21320","21010"
"Leaver Dept.","2021","AA/AO","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","No function","290","280","20700","20260"
"Leaver Dept.","2021","AA/AO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Unknown","550","530","21410","21010"
