"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service Inspectorate","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Camden and City of London","HM Treasury","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Flintshire and Wrexham","Ministry of Defence","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Staffordshire CC","Ministry of Defence","60","60","25770","25950"
"In post","2021","Defence Electronics and Components Agency","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","8120","7830","38100","35650"
"In post","2021","Defence Equipment and Support","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cambridgeshire CC","Ministry of Defence","50","50","35010","34370"
"In post","2021","Defence Equipment and Support","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Central Bedfordshire","Ministry of Defence","60","60","36290","35210"
"In post","2021","Defence Equipment and Support","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Clackmannanshire and Fife","Ministry of Defence","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Derby","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Dorset CC","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Ministry of Defence","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","East Cumbria","Ministry of Defence","90","90","23680","21560"
"In post","2021","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","80","80","26920","22420"
"In post","2021","Defence Equipment and Support","East Riding of Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Flintshire and Wrexham","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Glasgow City","Ministry of Defence","100","90","36180","33200"
"In post","2021","Defence Equipment and Support","Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Harrow and Hillingdon","Ministry of Defence","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Isle of Anglesey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lincolnshire","Ministry of Defence","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Milton Keynes","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Monmouthshire and Newport","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North and West Norfolk","Ministry of Defence","100","100","34040","32750"
"In post","2021","Defence Equipment and Support","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northumberland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Oxfordshire","Ministry of Defence","130","120","35800","34170"
"In post","2021","Defence Equipment and Support","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Plymouth","Ministry of Defence","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","Portsmouth","Ministry of Defence","90","80","33480","32930"
"In post","2021","Defence Equipment and Support","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Sandwell","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Shropshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Somerset","Ministry of Defence","330","320","36070","34810"
"In post","2021","Defence Equipment and Support","South Hampshire","Ministry of Defence","220","220","24870","23090"
"In post","2021","Defence Equipment and Support","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Southend-on-Sea","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Suffolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Telford and Wrekin","Ministry of Defence","60","60","29990","26910"
"In post","2021","Defence Equipment and Support","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Warwickshire","Ministry of Defence","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wiltshire","Ministry of Defence","50","50","34570","33490"
"In post","2021","Defence Equipment and Support","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Buckinghamshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Central Hampshire","Ministry of Defence","1360","1310","41960","46080"
"In post","2021","Defence Science and Technology Laboratory","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South Hampshire","Ministry of Defence","80","70","36890","37320"
"In post","2021","Defence Science and Technology Laboratory","West Kent","Ministry of Defence","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Wiltshire","Ministry of Defence","2670","2580","39850","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Department for Business, Energy and Industrial Strategy","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Camden and City of London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hartlepool and Stockton-on-Tees","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Plymouth","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Sheffield","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Suffolk","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Surrey","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","Department for Business, Energy and Industrial Strategy","4810","4710","49540","53380"
"In post","2021","Department for Digital, Culture, Media and Sport","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
