"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Companies House","Ards and North Down","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Barnsley, Doncaster and Rotherham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Calderdale and Kirklees","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","1080","1000","31180","25460"
"In post","2022","Companies House","Central Valleys","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire West and Chester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","City of Edinburgh","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","Companies House","Clackmannanshire and Fife","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Coventry","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Lothian and Midlothian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Glasgow City","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Haringey and Islington","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lincolnshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Lisburn and Castlereagh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Merton, Kingston upon Thames and Sutton","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Milton Keynes","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Oxfordshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Plymouth","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Torbay","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Belfast","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","City of Edinburgh","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","Competition and Markets Authority","Tower Hamlets","Competition and Markets Authority","800","770","61480","57060"
"In post","2022","Criminal Injuries Compensation Authority","Glasgow City","Ministry of Justice","320","300","27620","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Birmingham","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Crown Commercial Service","Bradford","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Brent","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Calderdale and Kirklees","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Central Valleys","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire East","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire West and Chester","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Derbyshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Merseyside","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Riding of Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Harrow and Hillingdon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Hertfordshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Inverclyde, East Renfrewshire, and Renfrewshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Leicestershire CC and Rutland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Liverpool","Cabinet Office","390","380","37860","38330"
"In post","2022","Crown Commercial Service","Medway","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merton, Kingston upon Thames and Sutton","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Monmouthshire and Newport","Cabinet Office","120","110","36050","31250"
"In post","2022","Crown Commercial Service","North and North East Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Lanarkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Northamptonshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Yorkshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Norwich and East Norfolk","Cabinet Office","160","150","37960","38330"
"In post","2022","Crown Commercial Service","Oxfordshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Sefton","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Sheffield","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Solihull","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South and West Derbyshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Southampton","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Suffolk CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Swindon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Tower Hamlets","Cabinet Office","70","70","54200","55690"
"In post","2022","Crown Commercial Service","Wakefield","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Surrey","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Wirral","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Scottish Government","120","120","34350","30360"
"In post","2022","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Scottish Government","100","100","36480","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","City of Edinburgh","Scottish Government","550","530","38660","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Scottish Government","90","80","34180","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Scottish Government","50","40","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Scottish Government","90","80","33070","28990"
"In post","2022","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scottish Government","80","70","27330","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Falkirk","Scottish Government","60","60","36560","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Glasgow City","Scottish Government","650","610","37220","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Government","130","120","38730","30950"
"In post","2022","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Government","70","70","35070","28640"
"In post","2022","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","North Lanarkshire","Scottish Government","100","100","39450","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Orkney Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Perth and Kinross, and Stirling","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Shetland Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","South Lanarkshire","Scottish Government","170","160","38880","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Barnsley, Doncaster and Rotherham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Berkshire","Attorney General's Departments","130","120","42610","39750"
"In post","2022","Crown Prosecution Service","Bexley and Greenwich","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Birmingham","Attorney General's Departments","500","470","40340","38000"
"In post","2022","Crown Prosecution Service","Blackburn with Darwen","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bradford","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Bridgend and Neath Port Talbot","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Brighton and Hove","Attorney General's Departments","120","120","41250","31560"
"In post","2022","Crown Prosecution Service","Bristol, City of","Attorney General's Departments","170","160","41440","48080"
"In post","2022","Crown Prosecution Service","Bromley","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Buckinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Calderdale and Kirklees","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Camden and City of London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cardiff and Vale of Glamorgan","Attorney General's Departments","230","210","40350","38180"
"In post","2022","Crown Prosecution Service","Central Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cheshire East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Conwy and Denbighshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Cornwall and Isles of Scilly","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Croydon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Derby","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Devon CC","Attorney General's Departments","110","100","39890","38000"
"In post","2022","Crown Prosecution Service","Dorset","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Durham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Ealing","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Cumbria","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Derbyshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Kent","Attorney General's Departments","130","120","39440","30110"
"In post","2022","Crown Prosecution Service","East Lothian and Midlothian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Merseyside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","East Surrey","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Essex Haven Gateway","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Essex Thames Gateway","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Flintshire and Wrexham","Attorney General's Departments","80","70","40300","38180"
"In post","2022","Crown Prosecution Service","Gloucestershire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Greater Manchester North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Greater Manchester North West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Greater Manchester South East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Greater Manchester South West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Gwent Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Haringey and Islington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Harrow and Hillingdon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Hartlepool and Stockton-on-Tees","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Heart of Essex","Attorney General's Departments","200","190","42070","39880"
"In post","2022","Crown Prosecution Service","Herefordshire, County of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Hertfordshire CC","Attorney General's Departments","180","160","43430","40000"
"In post","2022","Crown Prosecution Service","Hounslow and Richmond upon Thames","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Kent Thames Gateway","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Kingston upon Hull, City of","Attorney General's Departments","80","70","39670","38270"
"In post","2022","Crown Prosecution Service","Lancaster and Wyre","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Leeds","Attorney General's Departments","380","350","40700","38000"
"In post","2022","Crown Prosecution Service","Leicester","Attorney General's Departments","140","120","39460","38000"
"In post","2022","Crown Prosecution Service","Leicestershire CC and Rutland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Lewisham and Southwark","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Lincolnshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Liverpool","Attorney General's Departments","380","360","37230","30130"
"In post","2022","Crown Prosecution Service","Luton","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Manchester","Attorney General's Departments","370","340","40210","34480"
"In post","2022","Crown Prosecution Service","Medway","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Mid Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Mid Lancashire","Attorney General's Departments","180","170","39820","38000"
"In post","2022","Crown Prosecution Service","Monmouthshire and Newport","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North and North East Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North Yorkshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Northumberland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Norwich and East Norfolk","Attorney General's Departments","80","70","35210","27260"
"In post","2022","Crown Prosecution Service","Nottingham","Attorney General's Departments","300","280","37830","30930"
"In post","2022","Crown Prosecution Service","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Oxfordshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Peterborough","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Portsmouth","Attorney General's Departments","110","100","42130","33290"
"In post","2022","Crown Prosecution Service","Redbridge and Waltham Forest","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Sefton","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Sheffield","Attorney General's Departments","140","120","35150","28430"
"In post","2022","Crown Prosecution Service","Shropshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Somerset CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South and West Derbyshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South Hampshire","Attorney General's Departments","160","150","43390","39750"
"In post","2022","Crown Prosecution Service","South Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South Teesside","Attorney General's Departments","90","80","38730","32370"
"In post","2022","Crown Prosecution Service","South West Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Staffordshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Stoke-on-Trent","Attorney General's Departments","60","60","42740","48080"
"In post","2022","Crown Prosecution Service","Suffolk CC","Attorney General's Departments","40","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Swansea","Attorney General's Departments","80","70","41380","38180"
"In post","2022","Crown Prosecution Service","Swindon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Telford and Wrekin","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Thurrock","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Tyneside","Attorney General's Departments","260","240","39120","34480"
"In post","2022","Crown Prosecution Service","Wakefield","Attorney General's Departments","70","70","35890","30130"
"In post","2022","Crown Prosecution Service","Walsall","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Warrington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Warwickshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Surrey","Attorney General's Departments","70","60","45130","40800"
"In post","2022","Crown Prosecution Service","West Sussex (North East)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Sussex (South West)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Westminster","Attorney General's Departments","1690","1600","44820","40000"
"In post","2022","Crown Prosecution Service","Wiltshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wirral","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wolverhampton","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Worcestershire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","York","Attorney General's Departments","160","150","40490","38180"
"In post","2022","Defence Electronics and Components Agency","Flintshire and Wrexham","Ministry of Defence","380","370","29870","29470"
"In post","2022","Defence Electronics and Components Agency","Staffordshire CC","Ministry of Defence","60","50","26080","25830"
"In post","2022","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","8230","7930","38390","36000"
"In post","2022","Defence Equipment and Support","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Cambridgeshire CC","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Central Bedfordshire","Ministry of Defence","60","60","36470","35210"
"In post","2022","Defence Equipment and Support","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Clackmannanshire and Fife","Ministry of Defence","70","60","34900","33870"
"In post","2022","Defence Equipment and Support","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Dorset","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Ministry of Defence","240","240","25440","23900"
"In post","2022","Defence Equipment and Support","East Cumbria","Ministry of Defence","80","80","23020","21090"
"In post","2022","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","80","80","28150","24010"
"In post","2022","Defence Equipment and Support","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Flintshire and Wrexham","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Glasgow City","Ministry of Defence","100","100","36600","33080"
"In post","2022","Defence Equipment and Support","Gloucestershire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Harrow and Hillingdon","Ministry of Defence","170","170","24120","21160"
"In post","2022","Defence Equipment and Support","Inverness and Nairn, Moray, and Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Isle of Anglesey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Lincolnshire CC","Ministry of Defence","200","190","36200","35210"
"In post","2022","Defence Equipment and Support","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Manchester","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","Mid Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Milton Keynes","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Monmouthshire and Newport","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North and West Norfolk","Ministry of Defence","90","80","34620","33160"
"In post","2022","Defence Equipment and Support","North Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northumberland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Ministry of Defence","70","70","42420","41450"
"In post","2022","Defence Equipment and Support","Oxfordshire CC","Ministry of Defence","130","120","36300","34000"
"In post","2022","Defence Equipment and Support","Peterborough","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Plymouth","Ministry of Defence","80","80","29220","25750"
"In post","2022","Defence Equipment and Support","Portsmouth","Ministry of Defence","90","80","32490","31700"
"In post","2022","Defence Equipment and Support","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Sandwell","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Shropshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Somerset CC","Ministry of Defence","340","320","36050","34530"
"In post","2022","Defence Equipment and Support","South Hampshire","Ministry of Defence","220","210","24760","23330"
"In post","2022","Defence Equipment and Support","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Southend-on-Sea","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Telford and Wrekin","Ministry of Defence","60","50","30160","27000"
"In post","2022","Defence Equipment and Support","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Warwickshire CC","Ministry of Defence","130","130","24380","21910"
"In post","2022","Defence Equipment and Support","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wiltshire","Ministry of Defence","50","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Buckinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
