"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Eastern Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Greater Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Communications","140","130","43380","38540"
"In post","2021","Department for International Trade","Inner London - West","Digital, Data and Technology","120","120","46970","43500"
"In post","2021","Department for International Trade","Inner London - West","Economics","140","140","42990","31800"
"In post","2021","Department for International Trade","Inner London - West","Finance","90","90","49400","51970"
"In post","2021","Department for International Trade","Inner London - West","Human Resources","110","110","43140","38160"
"In post","2021","Department for International Trade","Inner London - West","International Trade","1010","1000","47620","44030"
"In post","2021","Department for International Trade","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Operational Delivery","100","100","37130","32120"
"In post","2021","Department for International Trade","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Other","180","180","39630","32120"
"In post","2021","Department for International Trade","Inner London - West","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Policy","210","210","45550","38540"
"In post","2021","Department for International Trade","Inner London - West","Project Delivery","60","60","46970","42400"
"In post","2021","Department for International Trade","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Security","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Statistics","50","50","42900","39590"
"In post","2021","Department for International Trade","Merseyside","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Northumberland and Tyne and Wear","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","International Trade","160","160","56610","54470"
"In post","2021","Department for International Trade","Surrey, East and West Sussex","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Tees Valley and Durham","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Central Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East Anglia","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Other","100","100","63510","77220"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - East","Other","80","60","33070","32740"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Commercial","90","90","51000","54110"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Communications","110","110","47780","43360"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Digital, Data and Technology","90","90","44340","42890"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Economics","170","170","47670","54110"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Finance","170","160","51730","54110"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Human Resources","80","80","51870","54110"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Operational Delivery","60","60","40240","36160"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Other","210","210","38180","30720"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Policy","900","880","48950","45990"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Project Delivery","440","430","54310","54650"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Science and Engineering","60","60","49510","45130"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Security","170","170","44960","43360"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Social Research","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Statistics","110","110","45560","42890"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Unknown","200","190","53240","45200"
"In post","2021","Department for Transport (excl. agencies)","Merseyside","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","North Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Unknown","1110","1020","28790","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","1150","1050","28280","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cheshire","Unknown","940","850","25480","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Unknown","830","740","25490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cumbria","Unknown","270","230","26610","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Unknown","2290","2030","26060","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Devon","Unknown","2040","1730","25570","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Unknown","910","800","26650","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Anglia","Unknown","1840","1610","26920","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Wales","Unknown","2240","2030","26210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Unknown","1210","1030","25920","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Unknown","3240","2890","25080","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Essex","Unknown","1620","1460","29030","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1960","1720","26770","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Greater Manchester","Unknown","5140","4700","27390","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Unknown","1340","1170","26230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Unknown","920","800","25490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Unknown","470","420","25880","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Inner London - East","Unknown","2840","2650","29890","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Inner London - West","Unknown","2690","2580","42590","36650"
"In post","2021","Department for Work and Pensions (excl. agencies)","Kent","Unknown","1750","1640","28910","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Lancashire","Unknown","7670","6950","27270","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Unknown","1640","1460","25540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Lincolnshire","Unknown","550","480","26440","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Merseyside","Unknown","3690","3210","25770","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Unknown","260","230","26500","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","North Yorkshire","Unknown","390","350","27700","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Unknown","7210","6410","27770","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Unknown","1940","1780","30190","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outer London - South","Unknown","840","790","30800","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Unknown","1710","1590","30890","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Unknown","1520","1330","26540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Yorkshire","Unknown","3300","2900","30290","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Southern Scotland","Unknown","880","770","26310","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Unknown","2420","2170","26530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Unknown","2340","2050","25060","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","900","840","30410","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Central Scotland","Unknown","3970","3470","24920","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Midlands","Unknown","5160","4540","25950","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Unknown","3400","3020","25460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Yorkshire","Unknown","4350","3930","30000","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Commercial","110","100","55070","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Communications","160","160","41300","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Digital, Data and Technology","130","120","45860","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Economics","70","60","43320","32970"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Finance","160","160","40220","34650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Human Resources","90","90","39910","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Intelligence Analysis","180","170","54550","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Operational Delivery","110","100","51500","35100"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Policy","1300","1270","48890","46000"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Inner London - West","Unknown","50","50","53450","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Commercial","80","80","41890","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Finance","170","160","38870","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Human Resources","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Intelligence Analysis","60","60","49150","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Policy","520","500","43230","38140"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","West Central Scotland","Unknown","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Commercial","160","140","32760","31040"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Communications","70","60","29810","26740"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Digital, Data and Technology","730","720","39810","38230"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Finance","140","130","32910","30730"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Human Resources","170","160","32650","31380"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Medicine","50","50","79860","86520"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Operational Delivery","4440","3800","21780","21590"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Other","50","50","34410","31860"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Policy","140","130","30230","26780"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Project Delivery","90","80","39900","39040"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Property","60","50","30360","30540"
"In post","2021","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Security","120","110","30490","26350"
"In post","2021","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
