"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Operational Delivery","100","90","29490","27230"
"In post","2021","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","90","80","27680","26780"
"In post","2021","Driver and Vehicle Standards Agency","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Communications","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Digital, Data and Technology","70","70","39040","38650"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Operational Delivery","150","140","28820","26780"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Devon","Operational Delivery","70","60","28300","26780"
"In post","2021","Driver and Vehicle Standards Agency","Devon","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Devon","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Devon","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dorset and Somerset","Operational Delivery","60","60","28430","26780"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Operational Delivery","170","160","27900","26780"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Anglia","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Operational Delivery","90","90","28450","26780"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Operational Delivery","70","70","28350","26780"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Operational Delivery","120","110","28510","26780"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Essex","Operational Delivery","70","60","28210","26780"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","190","180","28620","26780"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Operational Delivery","150","140","27350","26700"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Operational Delivery","90","90","28360","26780"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","60","60","28210","26780"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
